Date,600000.SS,600005.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600021.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600060.SS,600066.SS,600068.SS,600085.SS,600089.SS,600100.SS,600104.SS,600109.SS,600111.SS,600115.SS,600118.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600271.SS,600276.SS,600309.SS,600315.SS,600317.SS,600332.SS,600340.SS,600350.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600398.SS,600406.SS,600415.SS,600485.SS,600489.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600660.SS,600663.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600717.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600820.SS,600827.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600958.SS,600959.SS,600998.SS,600999.SS,601006.SS,601009.SS,601016.SS,601018.SS,601021.SS,601088.SS,601098.SS,601099.SS,601106.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601169.SS,601179.SS,601186.SS,601198.SS,601211.SS,601216.SS,601225.SS,601231.SS,601238.SS,601258.SS,601718.SS,601727.SS,601766.SS,601788.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601872.SS,601888.SS,601898.SS,601899.SS,601901.SS,601919.SS,601928.SS,601933.SS,601939.SS,601958.SS,601969.SS,601985.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603288.SS,603885.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000027.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000400.SZ,000402.SZ,000413.SZ,000415.SZ,000423.SZ,000425.SZ,000503.SZ,000538.SZ,000539.SZ,000540.SZ,000559.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000712.SZ,000725.SZ,000728.SZ,000729.SZ,000738.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000858.SZ,000876.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000963.SZ,000983.SZ,000999.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002195.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002410.SZ,002415.SZ,002422.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002594.SZ,002673.SZ,002736.SZ,002739.SZ,300002.SZ,300003.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300059.SZ,300070.SZ,300104.SZ,300124.SZ,300133.SZ,300144.SZ,300146.SZ,300251.SZ,300315.SZ
2015-08-03,110.42,23.81,34.58,75.73,22.37,36.58,31.58,155.06,8.4,12.59,30.82,11.59,12.03,12.66,17.31,92.36,344.58,73.95,139.08,161.25,10.51,101.38,550.52,52.05,258.58,479.39,324.57,136.25,131.42,269.86,13.62,1021.56,114.86,17.31,6.38,83.66,68.43,18.12,29.03,275.92,39.05,16.36,270.58,297.0,473.77,871.18,533.68,187.88,45.25,41.25,455.83,11.61,197.54,23.64,37.29,82.5,89.15,137.25,102.25,405.17,402.22,112.72,100.13,767.37,1306.97,283.7,191.96,180.17,777.89,26.28,207.47,67.37,738.93,49.55,87.36,76.67,35.91,59.06,67.17,597.01,147.7,189.57,17.72,324.37,332.02,170.82,253.22,242.84,15.83,594.16,141.97,1253.72,166.7,264.67,120.59,342.47,173.16,85.42,20.18,48.08,41.39,14.87,1129.47,151.49,395.81,14.35,24.32,24.75,21.62,30.05,13.74,28.76,22.07,8.51,107.21,22.86,23.47,15.42,9.32,11.74,8.43,8.08,11.74,55.51,17.43,8.96,17.37,21.31,26.22,63.87,6.85,31.56,18.35,23.33,14.24,12.56,15.21,24.44,15.77,22.32,5.27,12.8,7.15,8.29,58.78,9.46,6.93,8.88,9.7,14.0,10.12,8.22,12.81,17.67,10.31,6.02,19.55,14.95,10.97,9.53,83.57,125.75,56.94,14.43,1624.25,1607.46,10.7,90.44,449.57,440.6,405.61,360.27,281.57,343.33,13.13,44.81,354.47,13.58,89.5,89.57,140.3,288.44,38.91,178.14,456.13,142.22,35.74,1109.67,100.9,486.21,387.24,658.15,91.9,222.64,430.99,104.47,19.65,8.44,2451.91,220.36,7.0,21.75,16.94,32.56,83.49,57.89,119.26,277.71,96.04,12.92,55.51,104.18,20.75,38.39,33.11,249.46,67.65,25.73,142.06,31.59,269.4,8.96,42.83,39.93,71.48,43.53,54.41,543.0,269.77,13.79,442.52,329.16,380.92,69.82,18.12,93.38,553.98,168.29,82.32,315.55,656.23,331.63,551.89,37.85,297.12,239.83,44.35,123.74,83.83,26.72,25.11,32.39,117.05,258.08,217.48,100.34,51.86,233.77,13.9,57.83,46.95,22.97,180.38,198.0,85.97,245.8,363.68,824.94,39.58,247.57,553.05,47.5,845.05,298.9,474.38,190.72,420.6,308.01,172.2
2015-08-04,110.84,24.04,36.45,77.29,22.98,36.95,31.84,156.68,8.56,12.62,33.72,12.07,12.34,12.91,19.01,94.66,355.3,74.18,152.7,165.05,10.79,107.65,574.41,54.39,267.77,505.11,357.98,137.9,137.82,286.62,14.98,1127.52,125.7,17.31,6.38,85.51,72.58,203.84,30.67,284.13,39.78,17.34,292.72,310.11,509.17,879.91,541.83,194.6,45.75,42.33,451.4,12.06,204.82,24.32,37.69,90.67,96.97,137.14,103.84,436.25,418.17,114.9,102.4,812.48,1320.54,292.0,196.86,189.15,844.67,26.6,218.16,69.8,788.91,50.49,95.18,81.59,36.75,64.05,68.16,604.67,157.94,194.1,18.83,334.89,341.72,187.63,260.61,265.81,15.83,608.88,155.7,1295.51,183.13,292.49,126.86,350.08,191.82,91.41,20.18,51.5,44.59,14.87,1144.02,166.53,437.63,14.35,24.75,26.95,22.66,30.57,13.93,29.06,22.57,8.16,114.49,23.29,24.31,15.83,10.25,12.79,8.63,8.57,11.91,55.81,17.59,9.37,17.78,22.22,27.12,70.2,6.99,34.04,19.72,23.98,15.65,13.68,15.89,25.13,16.02,22.97,5.29,13.05,7.84,9.1,61.77,9.69,7.1,9.17,10.61,15.14,10.12,8.22,13.19,18.36,11.05,6.05,21.47,15.15,11.26,9.62,90.65,126.8,62.17,15.53,1629.27,1625.3,10.7,98.04,472.65,448.52,437.14,382.27,303.33,347.25,13.53,49.26,361.65,13.79,89.65,94.21,147.43,291.92,40.03,187.42,488.05,145.94,35.74,1120.75,102.57,508.1,423.57,673.26,97.78,232.98,458.78,105.85,19.81,8.44,2479.53,228.94,7.0,21.75,17.73,33.3,85.62,63.71,121.9,305.34,97.29,12.92,56.67,107.48,20.75,40.23,33.81,257.96,74.29,25.73,150.02,34.27,273.84,8.99,42.83,40.97,71.48,44.73,57.33,564.09,295.47,13.79,463.18,361.31,400.57,73.94,18.4,96.87,601.45,184.23,88.05,333.28,676.07,341.78,571.17,37.85,302.83,246.99,44.35,129.0,89.22,26.72,25.11,32.39,124.43,268.59,233.88,110.15,52.9,243.16,14.83,59.71,49.35,23.24,186.0,215.88,87.53,253.56,399.85,897.35,39.58,260.88,587.16,47.5,891.88,327.53,502.38,205.47,443.04,338.52,188.45
2015-08-05,108.98,23.42,35.41,74.92,22.51,35.73,31.19,154.91,8.29,12.39,33.24,11.63,11.88,12.71,18.5,91.75,365.25,73.25,149.81,160.46,10.49,104.93,562.46,52.72,257.36,487.33,351.73,134.08,135.26,280.17,14.88,1100.24,126.4,17.31,6.38,84.31,73.23,199.82,29.61,276.62,38.2,16.62,277.96,301.25,488.17,861.18,539.11,194.38,44.02,42.6,421.87,12.1,200.75,23.64,36.87,90.45,93.28,132.62,100.21,433.47,398.4,108.38,100.53,781.38,1293.64,286.49,193.26,184.0,796.77,25.74,210.69,71.27,749.95,49.24,91.37,79.22,36.0,64.1,66.54,585.18,156.65,187.85,18.24,324.37,328.23,181.11,252.87,259.41,15.83,590.48,152.71,1253.72,187.67,313.75,126.14,339.69,198.68,88.05,20.18,49.87,43.52,14.87,1112.5,167.93,451.63,14.35,23.95,26.07,21.8,29.96,13.55,28.47,21.71,8.16,107.67,23.0,23.54,15.32,10.09,12.04,8.4,8.26,11.85,54.77,17.33,8.95,18.09,21.57,26.22,70.78,6.73,32.54,19.76,22.98,16.04,13.39,15.72,24.86,15.83,22.23,5.19,12.86,7.61,8.83,60.22,9.51,6.93,8.89,10.75,14.69,10.12,8.08,12.84,17.52,10.66,5.95,21.99,14.57,11.27,9.41,88.37,122.87,59.25,14.88,1595.4,1591.6,10.7,98.11,457.65,426.09,421.82,379.23,295.05,334.19,13.1,48.2,365.0,13.33,90.53,93.79,152.37,284.49,38.53,181.03,481.63,148.7,35.74,1108.52,98.34,491.68,434.8,660.77,96.56,230.47,445.8,101.77,19.25,8.44,2416.01,221.49,7.0,21.75,17.18,33.13,81.93,66.63,115.74,304.14,94.2,12.92,54.9,104.26,20.75,38.72,32.68,254.91,73.03,25.73,146.62,34.14,267.96,8.99,42.83,41.07,216.47,43.73,55.66,565.45,299.19,13.79,451.5,363.56,390.83,71.51,18.08,93.21,575.51,174.63,85.77,327.94,640.87,328.5,554.95,37.85,293.06,238.29,44.35,121.81,86.95,26.72,25.11,32.39,121.97,270.31,226.84,108.29,50.56,237.47,14.29,59.5,47.91,22.34,177.48,208.82,86.21,246.37,386.25,861.46,39.58,14.3,550.63,47.5,829.85,322.87,462.44,211.61,429.0,317.5,180.03
2015-08-06,109.4,22.84,34.58,76.82,22.24,35.49,31.02,155.35,8.28,12.17,32.67,11.47,11.67,12.61,18.23,89.93,352.62,74.07,144.75,157.3,10.31,102.41,594.48,51.39,253.53,483.55,352.51,133.96,131.5,286.99,14.46,1039.94,124.83,17.31,6.38,87.46,70.68,193.44,31.07,277.41,37.16,16.28,269.63,300.54,488.68,857.36,534.93,191.96,44.6,41.75,404.17,11.85,196.52,23.32,36.61,87.47,91.94,129.98,100.4,438.11,393.89,107.9,98.85,771.31,1281.09,282.83,190.86,193.34,817.57,25.41,206.28,71.69,747.98,48.5,89.34,78.7,35.58,63.13,64.78,578.22,152.65,187.06,18.17,318.84,322.9,195.78,251.67,266.37,15.83,580.67,147.95,1236.12,188.36,306.96,124.87,328.37,201.43,86.15,20.18,50.68,44.51,14.87,1100.38,162.14,456.86,14.35,23.15,25.08,21.24,28.97,13.72,28.35,22.27,8.16,105.09,22.92,22.94,15.12,10.1,11.64,8.29,8.55,11.52,54.93,17.38,8.75,17.44,21.04,25.77,68.65,6.79,31.14,19.78,22.43,14.86,13.71,15.72,23.8,15.26,21.66,5.15,12.71,7.98,8.93,60.23,9.45,6.86,8.79,11.13,14.46,10.12,8.03,12.56,17.53,10.77,5.92,22.54,14.39,10.59,9.41,86.85,122.73,57.25,14.48,1587.87,1580.7,10.68,98.42,452.54,413.56,415.82,376.89,292.52,320.81,13.45,48.14,355.43,13.04,89.05,93.14,152.79,277.07,37.5,175.05,478.97,144.26,35.74,1097.15,96.04,478.0,475.97,651.7,96.82,228.59,435.57,99.76,19.08,8.44,2367.21,215.3,7.0,21.75,16.94,31.93,79.05,63.88,113.29,300.19,92.04,12.92,54.11,106.78,20.75,38.74,32.35,248.82,75.59,25.73,143.92,34.1,267.85,8.67,42.83,41.95,213.02,43.93,54.85,562.85,301.59,13.79,443.68,368.75,374.43,69.98,18.1,89.3,556.96,169.56,86.75,318.05,634.31,323.31,533.53,37.85,286.61,231.57,44.35,116.61,85.57,26.72,25.11,32.39,118.85,267.0,221.0,104.21,49.7,232.58,14.07,65.45,45.99,21.45,177.8,204.49,83.65,241.48,388.64,853.9,39.58,14.3,531.04,47.5,797.88,325.52,454.18,214.91,430.68,322.3,172.32
2015-08-07,109.94,23.3,35.54,77.38,22.75,35.65,31.41,154.91,8.41,12.34,33.92,11.82,11.93,12.78,19.02,91.67,357.98,74.73,152.76,161.41,10.52,105.9,590.67,52.95,256.14,496.41,370.69,134.99,134.3,298.41,15.23,1077.5,129.24,17.31,6.38,88.44,72.14,195.45,31.85,282.25,38.5,16.57,279.64,307.98,505.91,859.36,545.8,195.76,45.1,42.29,424.44,12.04,200.6,23.76,37.05,92.05,94.91,131.67,103.39,480.55,399.1,110.0,100.72,784.88,1292.17,285.5,194.06,199.44,898.35,26.02,212.22,71.36,775.73,49.01,92.26,82.09,36.17,66.22,65.82,584.13,159.33,190.82,18.58,324.63,326.57,19.11,260.79,280.71,15.83,588.03,157.17,1262.52,198.49,312.17,128.55,330.41,220.63,89.8,20.18,52.11,46.93,14.87,1114.93,171.57,468.78,14.35,23.52,25.86,21.94,29.24,13.83,28.72,23.91,8.16,110.11,23.15,23.92,15.38,10.42,11.92,8.47,8.76,11.73,55.26,17.57,9.07,17.6,21.78,26.09,72.56,6.96,31.84,20.19,24.68,15.31,14.16,15.89,23.98,15.56,22.07,5.19,12.9,8.77,9.79,61.93,9.61,6.99,8.96,12.19,15.14,10.12,8.08,12.78,17.96,11.12,5.95,23.19,14.65,10.78,9.44,91.41,124.31,59.0,15.05,1597.91,1606.47,10.68,100.72,464.9,422.79,431.13,382.74,304.74,326.68,13.75,50.18,360.69,13.21,90.05,95.02,167.82,281.24,38.44,181.44,486.03,147.26,35.74,1107.37,97.89,486.66,501.73,660.16,98.07,234.86,450.84,100.57,19.33,8.44,2398.51,219.1,7.0,21.75,17.54,32.42,80.78,66.78,115.25,310.4,92.82,12.92,54.86,107.48,20.75,39.55,33.16,255.43,83.17,25.73,149.1,34.95,270.18,8.78,42.83,42.94,223.24,44.63,56.29,571.76,312.86,13.79,453.43,384.62,382.63,72.13,18.28,91.22,612.05,178.09,88.64,332.68,648.55,330.55,548.77,37.85,291.31,234.79,44.35,119.94,88.5,26.72,25.11,32.39,123.71,268.01,233.4,107.87,50.62,234.3,14.48,65.05,46.97,21.76,183.07,213.43,85.11,246.44,405.31,884.14,39.58,14.3,566.36,47.5,825.66,341.53,474.68,217.22,443.16,341.76,14.26
2015-08-10,111.8,25.31,37.33,80.05,24.23,37.03,32.23,156.53,8.92,13.19,36.68,12.47,12.7,13.23,20.43,99.89,372.9,76.01,164.73,168.85,11.57,113.05,607.19,56.07,267.04,524.4,393.74,139.21,144.22,318.67,16.31,1188.99,141.53,17.31,328.74,91.59,76.36,203.2,32.57,293.02,40.02,17.14,292.3,320.74,532.69,915.75,564.2,200.78,47.41,44.13,437.85,12.64,209.04,24.98,39.13,98.96,100.45,135.25,106.7,499.34,420.25,113.76,107.74,815.98,1322.39,293.11,204.16,209.03,940.34,26.96,227.5,72.92,820.4,50.71,18.02,87.11,37.73,70.58,69.2,598.75,169.9,198.95,20.0,343.83,343.02,19.04,271.63,297.97,15.83,612.26,172.49,1330.71,212.7,344.73,133.43,352.87,230.78,95.79,20.18,54.66,50.43,14.87,1153.71,186.39,505.99,14.35,24.95,27.13,22.91,30.97,14.16,29.57,26.3,8.16,116.71,24.66,24.88,16.27,11.46,12.74,9.12,9.13,12.06,56.58,17.97,9.63,19.19,23.94,27.54,77.86,7.21,33.46,20.5,25.58,16.83,15.53,16.76,25.8,17.04,23.55,5.32,13.3,8.73,10.74,67.98,10.47,7.26,9.62,11.63,15.87,46.0,8.19,13.31,18.59,12.23,6.06,25.48,15.95,11.22,9.73,99.45,127.41,63.23,16.21,1636.79,1653.04,10.68,106.33,485.85,448.85,459.06,399.82,318.22,342.68,14.2,53.57,375.04,13.9,91.88,98.78,175.93,290.53,40.03,189.89,507.86,152.42,35.74,1129.96,101.51,513.11,526.17,679.3,101.22,244.57,478.94,104.3,19.98,8.44,2465.72,234.57,7.0,21.75,18.19,34.49,83.57,70.94,123.18,333.56,98.07,12.92,58.86,110.38,20.75,43.16,34.67,267.37,91.52,25.73,155.74,36.86,277.94,9.25,42.83,44.61,233.64,46.03,58.99,590.04,325.11,13.79,471.65,403.15,410.48,77.12,18.84,94.71,672.66,186.52,91.95,348.94,667.27,347.5,554.22,37.85,301.08,241.38,44.35,125.61,93.0,26.72,25.11,32.39,128.75,277.22,246.36,116.3,52.54,250.31,15.72,66.86,51.59,23.18,201.3,225.11,90.31,255.71,426.46,936.53,39.58,14.3,622.85,47.5,880.52,360.33,507.58,223.82,458.64,353.78,14.26
2015-08-11,110.54,26.12,37.44,78.61,24.18,36.53,31.75,154.17,8.79,13.23,36.24,12.28,12.64,13.23,19.04,99.08,375.58,74.38,162.44,170.11,11.77,114.6,592.45,55.01,262.48,518.35,386.32,137.79,142.38,318.49,15.09,1171.6,155.03,17.31,325.93,90.51,75.2,206.94,31.75,288.08,40.02,16.57,292.51,325.0,519.88,889.37,556.46,198.45,46.61,43.7,427.43,12.68,218.8,25.77,38.39,100.11,99.33,135.67,109.44,490.06,461.53,115.41,118.02,810.72,1313.67,289.65,223.56,207.38,970.39,26.67,240.05,71.12,807.61,50.63,18.02,86.21,37.4,76.28,68.03,600.15,170.86,206.46,20.83,349.62,344.33,19.04,267.84,291.29,15.83,607.96,178.35,1317.51,208.86,342.25,134.28,345.44,234.62,95.06,20.18,53.79,49.62,14.87,1139.17,185.52,509.13,14.35,24.51,26.86,25.13,30.36,14.04,29.0,26.29,8.16,110.13,25.2,24.76,15.94,12.6,12.01,9.19,9.24,12.72,55.51,17.64,9.58,18.64,24.42,26.99,76.36,7.39,33.74,19.52,27.08,17.89,15.61,16.37,25.32,16.73,25.38,5.26,13.38,8.73,11.3,70.16,10.69,7.89,9.5,11.63,15.89,50.44,8.12,13.44,18.82,12.19,6.02,26.12,15.97,11.13,9.62,100.21,124.92,61.67,16.28,1626.76,1702.59,10.68,106.71,489.14,451.82,469.27,405.44,314.14,348.55,14.0,53.36,407.58,13.69,91.0,99.55,176.85,291.92,40.03,199.78,509.24,151.82,445.36,1135.72,100.98,524.05,514.94,693.2,99.22,243.31,481.08,103.67,20.38,8.44,2466.64,231.05,7.0,21.75,18.37,33.86,82.17,69.63,120.83,328.33,96.18,12.92,59.0,111.38,20.75,45.57,34.83,261.98,88.87,25.73,154.97,36.31,277.16,9.25,42.83,43.83,235.04,45.98,58.72,573.91,317.12,1266.4,465.62,393.46,400.23,76.42,18.54,92.71,677.63,183.64,90.29,341.37,637.83,344.48,537.94,37.85,298.68,238.72,44.35,125.9,93.12,26.72,25.11,32.39,128.45,276.79,242.92,114.56,51.22,248.06,15.39,65.75,50.59,22.64,204.59,224.68,89.13,251.33,415.77,918.86,39.58,14.3,627.81,47.5,908.48,353.01,506.2,223.16,450.36,360.86,14.26
2015-08-12,109.46,26.32,37.15,76.48,23.67,36.27,31.26,152.7,8.85,13.18,35.62,12.02,12.73,13.1,17.9,98.55,362.19,73.21,164.93,164.58,12.02,111.72,569.83,56.51,254.83,506.25,379.28,136.53,141.26,312.78,14.21,1167.84,164.78,17.31,316.06,87.46,76.51,202.01,32.15,276.62,39.05,16.05,296.09,315.43,513.15,862.81,541.21,193.26,45.32,42.65,409.31,12.73,210.79,25.31,38.01,35.41,98.75,129.88,107.91,472.44,438.64,110.17,124.64,784.88,1306.47,278.31,244.96,201.45,894.24,26.25,230.89,70.37,774.74,50.2,18.02,88.06,37.34,82.33,68.39,590.05,186.72,203.64,20.42,343.04,330.72,19.04,262.68,281.13,15.83,603.36,176.21,1302.11,207.63,343.6,138.02,342.29,225.84,96.23,20.18,55.17,47.94,14.87,1122.2,188.13,537.35,14.35,24.39,25.73,23.79,30.13,13.79,28.39,28.91,8.16,114.49,26.23,24.29,15.78,12.15,11.43,9.11,9.91,12.46,54.54,17.31,9.64,19.01,24.54,26.87,73.95,7.29,32.8,19.58,25.78,19.66,15.02,16.18,25.46,16.76,24.31,5.17,13.22,8.73,11.08,67.87,11.5,8.0,9.5,11.63,15.56,55.32,8.02,13.13,17.76,11.83,5.94,26.23,16.25,10.67,9.42,96.21,123.23,60.71,15.63,1592.89,1639.17,10.68,109.78,477.27,438.95,465.07,380.4,307.97,340.39,14.03,51.8,395.62,13.6,88.28,104.35,170.64,283.8,39.21,190.09,494.19,150.74,490.07,1111.4,100.1,505.36,502.61,678.09,96.33,236.74,474.52,102.81,19.98,8.44,2415.09,228.8,7.0,21.75,17.96,34.04,83.49,70.21,120.53,38.12,95.26,12.92,60.45,109.45,20.75,45.07,34.5,261.79,86.87,25.73,153.27,35.16,272.62,9.13,42.83,43.57,229.61,45.98,59.55,558.45,309.03,1389.52,457.28,379.7,383.15,83.02,18.11,89.14,718.86,177.5,88.14,332.85,618.15,348.04,520.68,37.85,294.9,231.84,44.35,119.24,90.54,26.72,25.11,32.39,124.31,266.14,233.72,113.15,49.62,239.06,15.39,62.04,50.71,22.66,199.8,220.93,90.01,243.28,402.24,919.92,39.58,14.3,598.29,47.5,864.27,347.34,468.56,201.35,458.76,347.65,14.26
2015-08-13,109.82,26.86,37.72,80.12,24.93,36.9,31.31,151.81,9.08,13.2,38.99,13.16,13.16,13.15,18.2,99.28,369.84,73.02,166.28,165.21,12.04,116.76,577.46,58.29,257.11,514.95,396.67,137.67,143.26,343.17,14.78,1184.65,170.79,17.31,317.0,89.64,80.88,204.2,32.31,280.57,39.66,16.39,295.78,321.1,514.81,863.54,546.43,195.63,45.82,43.5,437.85,12.86,214.58,26.21,38.29,35.41,100.23,130.72,108.04,486.82,443.84,110.9,121.88,793.64,1306.69,280.85,245.06,215.31,949.97,26.99,234.62,70.82,795.21,51.29,18.02,92.4,38.93,82.36,70.15,594.23,194.75,210.37,20.87,349.88,332.49,19.04,257.52,292.96,15.83,618.7,191.29,1328.51,210.55,357.17,147.24,344.52,249.71,100.9,20.18,10.34,49.82,14.87,1127.05,190.03,562.44,14.35,24.54,26.12,24.49,30.34,14.22,28.53,30.96,8.16,123.24,26.0,24.59,15.94,12.88,11.73,9.33,10.04,12.93,54.54,17.35,9.79,19.03,25.31,27.05,77.57,7.33,33.3,19.33,26.33,21.61,15.63,16.19,26.18,16.81,24.6,5.2,13.24,8.73,11.63,69.27,11.55,7.91,9.66,11.63,15.9,55.8,8.03,13.79,18.79,12.24,5.95,27.02,16.71,10.9,9.43,99.53,125.86,66.05,17.14,1592.89,1634.21,10.68,118.07,503.66,464.02,497.8,392.8,314.71,344.96,14.75,53.81,410.45,13.64,88.58,104.2,173.6,289.6,39.77,196.48,494.93,153.5,535.01,1113.12,101.87,516.76,550.39,683.13,100.83,243.31,481.08,102.63,20.7,8.44,2439.02,231.61,7.0,21.75,18.42,34.64,82.91,70.74,122.2,38.12,96.41,12.92,61.7,110.75,20.75,46.85,35.26,258.03,95.59,25.73,154.51,36.27,271.62,9.22,42.83,44.29,228.01,46.43,59.4,568.83,316.03,1524.79,461.13,394.17,389.98,87.14,18.24,91.05,731.4,181.69,89.71,351.78,631.11,351.72,523.8,37.85,296.66,231.67,44.35,121.52,92.04,26.72,25.11,32.39,127.13,268.66,239.56,114.89,49.96,242.17,15.61,63.89,51.33,23.1,202.07,224.53,90.19,242.42,408.67,915.34,39.58,14.3,617.89,47.5,892.4,351.58,483.1,201.31,461.4,366.99,14.26
2015-08-14,110.06,26.63,37.85,80.4,24.37,36.61,31.19,150.93,9.03,13.06,38.33,13.66,12.98,13.15,18.02,101.52,363.72,72.59,165.08,168.22,12.42,114.65,568.81,56.96,260.12,523.27,391.99,136.36,146.14,335.62,14.43,1160.53,172.49,17.31,315.59,90.61,79.13,204.84,31.83,279.09,40.87,16.16,289.03,329.6,510.76,860.99,541.62,197.56,46.47,44.0,432.57,12.99,211.23,25.56,38.49,35.41,100.74,132.09,105.49,490.3,437.6,109.33,117.43,783.13,1309.34,280.11,236.46,212.69,961.4,27.05,236.66,71.45,822.56,50.87,18.02,91.77,38.67,90.36,76.78,597.36,194.85,218.65,22.36,347.25,349.53,19.04,267.84,293.24,15.83,614.4,186.16,1341.71,209.09,349.93,144.17,347.86,251.36,98.71,561.71,10.34,49.42,14.87,1130.68,187.94,553.45,14.35,24.89,28.73,24.05,30.66,14.14,28.45,31.89,8.16,121.64,25.75,24.52,16.13,12.6,11.61,9.18,9.95,12.76,54.54,17.3,9.61,19.13,26.15,27.08,76.6,7.25,33.18,20.49,26.03,23.76,15.42,16.08,26.12,16.68,24.77,5.18,13.21,8.73,11.35,69.26,11.46,7.71,9.66,11.63,15.89,55.84,8.0,13.53,18.41,11.92,5.93,26.67,17.03,10.97,9.39,98.09,124.74,63.87,16.72,1601.67,1641.15,10.68,115.16,497.39,461.71,487.89,408.95,314.14,355.74,14.45,53.9,403.28,13.78,87.75,103.93,174.31,293.31,39.77,195.66,491.35,151.58,516.12,1104.05,108.22,535.91,547.09,705.08,102.6,240.18,482.15,103.84,21.15,8.44,2401.28,234.71,7.0,21.75,18.42,34.87,83.4,69.44,125.43,38.12,97.1,12.92,61.75,111.64,20.75,51.17,35.47,253.81,96.44,25.73,153.27,36.1,273.28,9.11,42.83,43.83,238.78,46.63,58.62,603.8,315.92,1673.83,461.51,402.03,386.9,86.81,18.35,92.55,731.78,181.21,89.58,344.12,627.27,354.09,521.9,37.85,293.8,232.34,44.35,122.04,91.44,26.72,25.11,32.39,127.43,265.64,235.08,112.94,49.08,232.11,15.75,63.8,51.37,23.19,200.92,221.65,90.01,237.75,404.56,904.05,39.58,14.3,604.94,47.5,871.44,342.1,470.09,205.01,464.16,357.62,14.26
