Date,600000.SS,600005.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600021.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600060.SS,600066.SS,600068.SS,600085.SS,600089.SS,600100.SS,600104.SS,600109.SS,600111.SS,600115.SS,600118.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600271.SS,600276.SS,600309.SS,600315.SS,600317.SS,600332.SS,600340.SS,600350.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600398.SS,600406.SS,600415.SS,600485.SS,600489.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600660.SS,600663.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600717.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600820.SS,600827.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600958.SS,600959.SS,600998.SS,600999.SS,601006.SS,601009.SS,601016.SS,601018.SS,601021.SS,601088.SS,601098.SS,601099.SS,601106.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601169.SS,601179.SS,601186.SS,601198.SS,601211.SS,601216.SS,601225.SS,601231.SS,601238.SS,601258.SS,601718.SS,601727.SS,601766.SS,601788.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601872.SS,601888.SS,601898.SS,601899.SS,601901.SS,601919.SS,601928.SS,601933.SS,601939.SS,601958.SS,601969.SS,601985.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603288.SS,603885.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000027.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000400.SZ,000402.SZ,000413.SZ,000415.SZ,000423.SZ,000425.SZ,000503.SZ,000538.SZ,000539.SZ,000540.SZ,000559.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000712.SZ,000725.SZ,000728.SZ,000729.SZ,000738.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000858.SZ,000876.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000963.SZ,000983.SZ,000999.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002195.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002410.SZ,002415.SZ,002422.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002594.SZ,002673.SZ,002736.SZ,002739.SZ,300002.SZ,300003.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300059.SZ,300070.SZ,300104.SZ,300124.SZ,300133.SZ,300144.SZ,300146.SZ,300251.SZ,300315.SZ
2015-10-09,112.52,18.36,29.51,73.02,18.8,31.2,29.63,142.66,8.15,10.85,25.96,10.37,10.3,11.56,12.3,69.36,292.15,73.45,121.17,145.12,10.29,76.69,515.7,40.63,206.5,397.67,295.84,17.77,103.66,258.44,10.07,768.73,118.94,17.31,215.04,73.77,64.57,158.5,25.59,261.69,33.45,12.08,4.99,242.77,429.61,885.37,423.52,34.46,38.55,37.24,341.96,10.29,157.94,21.36,32.81,68.74,83.07,130.93,95.69,383.6,289.83,55.66,98.06,605.32,1236.01,231.87,203.66,155.31,621.09,21.75,173.53,62.63,568.5,42.92,18.02,70.24,32.13,70.92,64.51,555.94,165.84,170.33,16.78,272.54,277.46,164.4,192.13,222.65,15.83,505.22,145.2,1024.95,177.14,257.66,125.65,279.37,156.7,75.92,605.41,40.74,38.01,349.66,1014.94,40.86,397.49,14.35,18.29,17.62,17.15,24.42,12.32,25.56,16.43,8.16,111.22,20.6,22.05,11.85,9.21,8.43,6.89,8.32,9.79,52.31,8.77,6.69,14.85,17.11,19.68,57.64,4.9,26.78,19.97,19.23,13.33,11.23,13.78,18.52,13.05,18.85,4.6,10.81,8.73,7.81,52.78,7.46,6.26,6.92,11.63,14.72,44.44,7.29,10.46,14.59,9.66,5.3,17.08,12.95,8.36,7.49,72.17,117.94,51.03,11.75,1383.39,1470.71,83.76,87.6,362.67,347.59,337.15,342.48,246.89,257.48,10.5,45.42,300.88,9.08,72.25,75.01,133.67,235.98,33.25,152.58,435.86,160.34,298.59,976.52,84.3,7.34,489.62,596.31,79.47,170.02,384.86,94.7,15.36,3.35,1878.38,168.61,25.93,21.75,13.54,24.13,67.06,22.59,84.91,207.78,73.81,66.73,46.43,91.94,142.69,34.97,27.36,224.17,64.68,25.73,18.99,28.54,248.67,6.86,42.83,34.83,210.76,37.89,45.06,447.91,246.26,1094.68,358.1,276.09,251.76,46.26,16.14,68.84,512.2,139.92,71.3,266.58,561.67,269.31,518.84,228.91,255.64,213.79,258.11,78.59,67.1,57.96,172.64,279.58,97.67,225.99,166.12,87.32,38.36,205.32,12.32,60.99,34.71,15.92,180.1,172.63,70.59,210.79,418.01,691.31,39.58,14.3,476.73,43.69,752.27,296.67,409.66,186.93,373.32,325.55,144.51
2015-10-12,113.48,18.94,30.7,73.02,19.54,31.93,30.09,144.88,8.36,11.07,27.18,10.81,10.64,11.76,13.05,72.84,303.63,74.34,121.67,149.07,10.71,80.91,534.0,42.41,214.47,415.45,15.6,17.77,112.3,271.15,10.61,768.73,121.84,17.31,223.5,75.83,66.97,163.89,26.07,261.59,34.73,12.49,4.99,252.69,55.91,883.55,444.64,34.46,39.49,38.19,357.8,10.68,163.91,22.1,34.25,68.72,85.97,134.3,98.56,383.37,313.07,58.09,103.99,627.22,1242.42,239.12,209.96,162.55,682.22,22.65,179.64,63.86,607.86,44.24,18.02,72.74,33.11,70.92,64.51,569.52,165.84,175.02,17.66,281.75,281.12,165.21,199.87,227.8,15.83,522.09,146.73,1066.75,181.37,273.27,125.65,293.66,172.34,77.97,605.16,42.22,39.76,360.26,1033.12,40.86,414.84,14.35,19.36,18.92,18.01,25.47,12.59,26.25,17.0,8.16,111.22,21.14,22.04,12.53,9.71,8.85,7.21,8.31,10.16,53.09,8.77,6.97,15.45,18.14,20.59,62.25,5.17,27.72,21.27,20.48,13.66,11.23,14.51,19.77,13.65,19.42,4.72,11.06,8.73,8.14,55.39,7.79,6.54,7.29,11.63,15.21,44.56,7.42,10.96,14.76,10.59,5.38,18.74,13.45,8.75,7.69,76.09,121.79,53.05,12.53,1424.79,1495.48,88.4,91.36,375.03,365.73,369.58,375.72,256.57,269.88,11.0,48.51,310.45,9.5,75.23,78.47,138.26,243.87,34.54,157.53,441.91,170.42,323.4,1013.23,87.92,7.34,499.97,612.02,82.68,180.05,403.5,96.43,15.84,3.35,1937.3,179.3,26.65,21.75,14.18,26.32,69.27,22.59,88.73,215.42,77.54,68.21,48.85,94.42,148.68,36.41,28.38,235.39,67.98,25.73,18.99,29.81,255.87,7.11,42.83,35.82,216.02,39.04,46.69,463.47,256.43,1163.53,375.55,290.55,267.99,49.23,17.02,71.83,558.78,151.27,74.43,278.63,572.39,278.6,528.64,225.38,264.21,222.26,235.02,84.67,71.47,60.14,186.02,294.94,101.03,242.76,172.52,91.4,41.48,211.74,12.84,59.51,36.83,16.71,194.8,180.84,73.93,223.44,430.35,732.3,39.58,14.3,518.82,43.69,796.13,311.38,425.27,194.23,385.8,342.85,149.93
2015-10-13,112.94,18.78,30.91,74.9,19.59,31.9,29.95,143.99,8.39,11.02,27.35,10.87,10.54,11.66,13.2,72.48,300.95,73.83,124.42,148.44,10.62,81.94,541.37,42.36,217.24,420.75,15.6,17.77,113.1,271.33,10.87,798.58,123.62,17.31,223.97,75.83,66.97,162.97,25.89,262.58,34.73,12.51,4.99,253.75,55.91,863.54,450.28,34.46,40.57,37.97,357.8,11.09,164.05,21.87,33.89,71.86,87.12,130.83,97.86,401.46,313.42,58.26,102.21,624.59,1246.08,239.37,204.26,160.63,728.32,22.68,178.62,63.68,618.29,44.28,18.02,73.8,33.3,73.88,66.99,569.17,166.66,175.49,17.43,281.75,283.26,173.16,208.13,233.37,15.83,524.54,149.66,1055.75,194.88,275.07,128.73,291.62,169.87,77.09,615.21,41.91,41.21,356.86,1041.0,40.86,422.16,14.35,19.14,18.95,18.38,25.19,12.52,26.35,16.99,8.16,116.0,20.96,22.26,12.48,10.24,8.88,7.19,8.53,10.17,52.67,8.77,7.06,15.31,17.95,20.29,62.08,5.12,28.08,20.12,20.23,14.0,11.23,14.38,19.59,13.54,19.27,4.68,10.97,8.73,8.14,55.24,7.73,6.48,7.33,11.63,15.09,47.12,7.39,10.85,14.56,10.76,5.35,18.71,13.37,8.71,7.69,83.57,120.28,58.36,12.42,1412.24,1494.49,88.77,90.9,371.41,367.38,377.38,377.35,256.15,267.93,10.9,48.52,309.01,9.41,74.3,78.01,146.79,242.48,35.69,157.53,441.36,169.7,338.75,1012.07,87.12,7.34,504.59,611.01,82.72,180.99,401.2,96.31,15.68,3.35,1926.26,178.17,26.59,21.75,14.05,26.2,70.18,22.59,88.83,218.25,77.59,68.36,48.39,94.28,149.24,38.29,28.81,231.56,70.67,25.73,18.99,30.19,254.76,7.04,42.83,35.51,214.79,38.84,46.28,460.54,258.18,1159.48,377.09,295.89,267.13,51.13,16.78,72.0,556.58,155.56,75.73,282.16,565.19,284.0,531.82,235.97,264.95,223.34,227.77,84.03,73.39,60.56,188.23,295.9,100.07,241.6,172.92,93.5,41.8,206.98,12.66,60.51,36.35,16.5,206.8,182.0,74.01,227.97,421.9,731.77,39.58,14.3,530.68,43.69,798.23,313.11,433.83,191.61,382.92,337.68,155.71
2015-10-14,112.52,18.82,30.16,73.27,21.12,31.57,29.56,143.25,8.18,10.95,27.29,10.65,10.33,11.63,12.86,72.48,294.45,73.02,122.56,145.28,10.61,80.08,539.08,41.19,213.58,409.02,15.6,17.77,111.02,279.62,10.46,772.68,119.87,17.31,245.58,74.09,65.59,160.33,26.09,260.11,34.06,12.2,4.99,248.44,55.91,861.54,441.92,34.46,39.27,37.18,344.67,11.28,159.69,21.61,33.53,69.87,85.68,135.46,96.27,392.42,323.82,57.76,102.7,616.71,1240.96,235.96,204.56,175.55,739.75,22.23,177.77,62.21,598.02,44.18,18.02,72.53,32.94,71.29,65.23,561.86,162.9,171.74,17.27,277.54,276.86,167.45,201.08,236.43,15.83,510.74,145.14,1035.95,188.74,263.09,124.87,288.09,165.48,75.05,609.18,41.86,40.45,348.9,1022.82,141.13,417.14,14.35,18.78,18.74,18.0,24.83,12.39,25.67,17.28,8.16,114.21,20.87,21.03,12.22,9.92,8.61,7.17,8.21,9.98,52.54,8.77,6.88,15.59,17.67,20.02,61.73,5.09,28.26,19.88,20.08,13.32,11.23,14.41,19.35,13.44,19.07,4.64,11.02,8.73,8.4,54.25,7.67,6.44,7.19,11.63,14.84,45.88,7.34,10.7,14.39,10.5,5.36,18.12,13.21,8.49,7.74,82.73,118.12,57.75,12.51,1393.43,1475.66,90.54,89.59,371.57,360.12,364.47,371.97,256.15,265.64,10.78,46.16,303.27,9.3,71.93,76.78,142.42,240.39,34.75,154.44,434.94,163.22,325.1,1002.0,86.59,7.34,481.92,608.59,81.34,178.17,398.15,92.81,15.84,3.35,1899.56,179.72,26.54,21.75,13.95,26.13,69.52,46.54,86.58,214.99,76.39,66.18,48.62,95.72,144.37,36.54,28.22,226.37,73.31,25.73,18.99,29.47,250.77,7.01,42.83,35.35,214.05,38.39,46.18,455.91,260.26,1171.63,375.16,286.48,264.57,51.13,16.66,69.67,540.02,155.81,77.26,275.62,560.39,278.6,520.31,225.53,260.53,220.82,231.98,84.21,74.89,60.22,181.27,286.7,97.91,238.58,168.44,91.4,41.3,199.77,12.24,58.7,35.19,16.21,200.6,176.23,72.01,221.86,417.42,707.71,39.58,14.3,536.0,43.69,762.06,302.48,419.3,184.38,375.6,314.14,150.41
2015-10-15,15.9,19.13,31.17,74.27,21.08,32.01,30.04,144.14,8.36,11.06,28.63,10.94,10.54,11.73,13.22,74.34,300.95,74.92,126.27,148.13,11.19,84.4,544.93,42.53,218.3,419.99,15.6,17.77,115.26,283.49,10.77,809.65,123.92,17.31,262.03,76.16,66.82,163.98,26.49,264.16,34.91,12.43,4.99,253.4,55.91,868.45,449.23,34.46,39.99,38.19,363.36,11.29,166.53,22.01,34.73,71.95,87.59,136.51,97.09,398.68,334.58,61.93,105.17,679.77,1253.12,239.49,209.56,179.73,788.55,22.71,181.85,63.02,628.13,44.54,18.02,75.44,33.56,73.61,66.13,568.82,167.69,175.65,18.31,283.32,284.32,173.16,205.9,246.32,15.83,520.86,155.4,1055.75,197.42,270.33,128.07,296.26,173.16,77.09,620.23,42.78,41.72,360.64,1033.73,155.14,436.58,14.35,19.38,19.69,18.82,25.51,12.54,26.09,18.21,8.16,125.61,21.07,21.82,12.56,10.23,8.82,7.32,8.34,10.2,53.02,8.77,7.09,15.84,18.28,20.62,64.56,5.21,28.7,20.14,22.08,14.38,11.23,14.63,19.93,13.67,19.57,4.69,11.11,8.73,8.8,55.25,7.89,6.54,7.38,11.63,15.35,46.96,7.41,10.89,14.64,10.81,5.4,18.63,13.49,8.7,7.82,86.77,119.52,61.36,12.78,1417.26,1499.44,98.88,91.59,378.17,376.28,375.88,381.1,265.98,270.86,11.1,47.32,309.01,9.51,73.3,78.39,144.61,244.57,35.78,158.77,441.82,167.54,344.67,1013.51,88.63,7.34,492.93,618.06,84.13,184.75,411.28,94.82,16.09,3.35,1932.7,186.19,26.92,21.75,14.28,27.4,70.59,51.23,89.61,221.77,78.6,68.68,49.41,96.09,153.14,37.32,28.65,234.74,73.56,25.73,18.99,30.24,253.88,7.1,42.83,35.92,217.67,39.04,46.77,471.14,284.97,1226.71,387.74,301.36,278.24,52.2,16.94,72.33,574.79,163.36,78.38,293.26,572.87,286.38,528.64,229.98,265.51,223.17,232.91,87.54,76.27,61.92,189.12,295.42,100.85,253.26,176.52,94.58,42.12,208.96,12.52,60.4,36.17,16.62,205.16,185.75,73.75,226.82,441.71,750.4,39.58,14.3,589.46,43.69,808.36,331.55,411.95,197.17,390.84,323.75,158.36
2015-10-16,15.9,19.13,33.77,77.61,20.94,32.06,30.14,144.43,8.61,11.13,28.82,11.07,10.63,11.86,13.61,75.03,306.31,75.85,130.75,150.02,11.44,85.07,547.21,43.81,221.96,426.8,15.6,17.77,117.58,284.96,11.13,823.09,129.27,17.31,258.74,76.48,69.15,167.62,26.73,262.58,36.13,12.69,4.99,256.94,55.91,864.45,451.95,34.46,40.42,38.3,387.19,11.15,173.66,22.06,35.13,75.6,89.8,135.25,98.3,405.17,331.8,64.39,104.68,714.81,1257.34,240.36,209.26,179.64,866.37,23.0,184.39,63.11,638.17,44.34,18.02,79.73,34.25,80.75,70.01,579.26,183.88,177.53,18.8,287.01,290.71,180.7,207.45,253.0,15.83,530.68,158.45,1060.15,198.11,281.86,138.26,300.71,177.55,77.53,617.47,42.68,43.04,362.91,1039.79,161.52,480.69,14.35,19.81,19.85,18.99,25.88,12.63,26.43,18.07,8.16,131.1,21.2,21.94,12.78,10.61,9.29,7.39,8.29,11.09,53.09,8.77,7.27,16.35,18.88,21.04,70.95,5.27,28.98,20.53,24.28,15.21,11.23,14.89,20.64,13.93,20.01,4.74,11.24,8.73,8.77,56.2,8.11,6.54,7.5,11.63,15.42,47.24,7.44,10.97,14.74,10.9,5.43,18.82,13.53,8.86,7.87,90.37,126.58,60.92,12.76,1424.79,1512.33,99.1,93.51,381.3,377.27,388.79,375.72,264.44,282.94,11.1,47.81,311.4,9.68,73.65,79.47,146.3,249.21,35.65,167.63,447.14,168.26,339.55,1012.22,88.89,7.34,496.01,623.3,84.0,205.1,416.02,95.28,16.13,3.35,1940.06,191.25,27.14,294.14,14.28,29.44,72.23,56.38,91.57,226.06,80.03,69.77,51.23,96.46,153.28,37.8,29.13,239.8,73.6,25.73,18.99,30.36,253.43,7.13,42.83,36.13,217.62,39.19,47.36,478.48,282.57,1220.23,386.33,301.08,277.38,52.08,17.18,74.58,576.28,177.75,77.75,291.88,567.27,286.27,532.31,246.73,265.41,221.76,231.12,86.84,75.55,62.08,190.78,299.5,100.91,253.19,176.52,94.46,42.2,219.08,12.68,60.65,37.39,16.92,207.0,188.2,73.03,230.77,463.08,759.56,39.58,14.3,648.25,43.69,856.06,334.42,408.28,201.54,391.2,340.2,159.92
2015-10-19,15.9,19.02,35.02,77.1,20.43,31.85,30.14,143.7,8.46,11.06,28.25,11.09,10.55,11.76,13.88,76.0,302.87,74.57,125.28,148.44,11.16,83.58,567.54,43.25,216.18,418.1,15.6,17.77,121.98,279.07,11.13,792.64,127.09,17.31,259.68,78.55,68.79,167.53,26.17,273.16,35.4,12.86,4.99,256.24,55.91,893.74,454.25,34.46,40.49,38.13,393.18,10.84,172.64,22.5,36.05,73.1,91.32,131.67,99.89,395.9,325.9,62.74,103.59,695.98,1268.48,250.88,206.16,174.24,853.53,22.71,180.49,62.57,623.21,44.8,18.02,78.4,33.92,83.34,68.98,571.95,184.11,179.4,18.51,9.92,292.49,177.85,205.04,248.83,15.83,546.62,154.85,1064.55,193.65,292.04,135.48,304.24,176.46,76.8,606.67,42.88,43.45,374.28,1052.51,152.52,480.9,14.35,20.47,20.04,18.43,26.77,12.52,26.43,17.92,8.16,127.45,21.03,22.82,13.01,10.55,9.51,7.27,8.38,11.58,52.83,8.77,7.18,16.0,19.31,21.62,69.97,5.23,28.12,20.77,25.23,16.05,11.23,14.98,21.06,13.66,19.66,4.73,11.19,8.73,8.93,56.9,8.04,6.48,7.62,11.63,15.8,45.88,7.45,11.02,14.6,11.3,5.42,18.52,13.35,8.7,7.85,86.69,127.52,58.91,13.04,1428.55,1500.44,103.08,91.89,378.83,377.93,378.88,372.44,260.93,285.23,11.13,52.02,308.53,9.85,73.05,79.01,142.21,247.12,38.91,163.92,455.12,165.38,331.47,993.36,87.57,383.61,543.12,617.26,85.9,224.83,420.45,98.78,16.09,3.35,1932.7,194.91,27.42,323.13,14.37,30.54,70.51,56.81,92.54,219.79,81.41,75.7,51.92,96.72,156.76,38.66,28.81,240.64,71.07,25.73,18.99,30.28,254.1,7.02,42.83,36.18,221.56,39.04,47.13,470.13,283.55,1208.89,381.07,297.15,275.68,54.31,17.32,73.33,558.01,168.97,77.21,287.15,551.27,290.59,521.54,249.8,269.1,220.82,232.68,87.07,73.27,61.24,189.78,289.9,99.77,257.36,180.76,92.36,40.98,209.43,12.94,66.71,41.05,17.49,200.8,184.3,74.09,223.37,448.81,746.89,39.58,14.3,643.53,43.69,852.39,334.14,405.83,196.06,380.52,328.07,154.75
2015-10-20,15.9,19.13,34.71,76.96,20.7,32.55,30.31,143.7,8.47,11.13,28.68,11.21,10.65,11.8,13.88,75.56,308.22,74.46,127.01,149.87,11.44,85.33,571.1,45.09,221.22,425.67,15.6,17.77,124.46,276.49,11.17,831.59,128.9,17.31,269.07,78.01,69.23,170.63,26.59,270.09,35.58,12.86,4.99,260.13,55.91,894.28,457.8,34.46,41.29,38.54,388.19,10.98,172.79,22.26,36.17,74.16,91.58,132.83,104.86,402.39,357.47,63.83,103.89,711.31,1264.26,251.19,206.96,173.89,937.77,23.0,184.73,62.81,666.5,44.81,18.02,79.28,33.99,84.13,69.97,572.65,184.97,179.56,18.51,9.92,302.31,180.09,207.79,260.1,15.83,545.4,157.72,1068.95,200.34,290.23,138.56,306.28,180.57,77.82,618.72,43.09,44.03,369.73,1030.09,153.74,491.15,14.35,21.44,20.23,19.08,27.72,12.54,26.53,17.9,8.16,130.82,21.04,23.21,13.19,11.03,9.63,7.46,8.4,11.32,52.86,8.77,7.4,17.22,19.55,21.71,73.43,5.26,28.0,20.54,24.63,15.77,11.23,15.65,21.58,14.95,19.84,4.73,11.26,8.73,8.94,56.43,7.98,6.53,7.67,11.63,15.79,48.56,7.46,11.09,14.76,11.46,5.42,19.05,13.41,8.8,7.85,88.57,128.67,62.33,13.06,1436.08,1502.42,104.26,93.43,389.05,377.6,383.09,381.33,269.35,288.82,11.23,50.97,313.32,9.88,73.25,80.0,143.83,248.75,38.48,166.39,458.7,169.34,346.26,1003.29,89.68,420.55,526.61,620.28,85.64,219.2,433.13,96.77,16.13,3.35,1942.83,197.44,27.53,335.87,14.46,31.28,70.51,56.98,93.52,226.74,82.56,77.96,52.02,97.21,159.54,38.15,28.92,240.77,71.81,25.73,18.99,30.58,255.1,7.07,42.83,36.49,220.96,39.74,47.58,486.03,287.38,1326.34,385.56,313.44,281.14,54.68,17.46,74.83,613.21,173.5,78.02,315.55,554.79,301.06,519.46,246.8,270.85,221.15,234.24,90.0,74.35,62.48,204.38,288.3,102.95,256.14,182.92,101.36,43.3,213.06,13.0,66.27,43.13,17.64,209.46,192.81,76.77,225.53,481.69,780.96,39.58,14.3,675.34,43.69,929.62,341.24,423.12,200.59,401.4,338.88,162.57
2015-10-21,15.9,18.36,31.85,73.95,19.78,31.44,30.92,150.04,8.43,10.85,26.03,10.46,10.23,11.75,12.72,71.22,294.45,76.28,115.98,150.34,11.64,77.62,531.2,42.64,214.55,416.21,15.6,17.77,119.74,271.51,10.3,748.76,117.64,17.31,243.23,72.9,64.06,161.42,24.85,253.88,33.64,12.23,189.45,256.24,55.91,875.55,435.23,34.46,38.33,36.96,366.64,10.32,159.4,20.86,33.85,66.83,84.37,126.82,100.4,386.39,346.02,57.59,99.74,702.11,1254.92,238.5,194.76,163.16,844.92,22.0,182.18,62.48,603.33,43.35,18.02,77.62,32.49,75.97,63.7,558.73,171.29,170.64,16.82,9.92,286.57,162.26,197.47,235.46,15.83,515.03,143.43,1031.55,183.06,259.92,126.02,302.2,161.92,74.75,604.15,39.01,39.99,349.66,988.88,151.0,441.6,14.35,20.68,18.32,18.43,27.2,12.56,27.22,16.12,8.16,121.48,20.88,21.48,12.13,9.93,9.11,7.11,7.58,10.38,53.15,8.77,6.94,17.04,17.88,20.3,66.11,4.82,25.5,18.94,22.18,14.21,11.23,15.22,20.17,15.99,18.58,4.97,11.21,8.73,8.08,54.16,7.46,6.53,7.13,11.63,14.49,44.8,7.48,10.4,13.51,10.46,5.55,17.69,12.91,8.31,8.18,79.89,123.23,56.16,11.82,1423.53,1470.71,95.7,86.29,367.61,384.53,346.15,342.95,251.38,280.0,10.83,45.89,301.83,9.19,71.18,74.86,130.85,245.03,35.18,151.35,447.14,156.02,323.28,989.04,84.12,461.13,476.41,601.34,81.14,196.02,400.44,90.68,15.24,3.35,1937.3,182.25,26.21,302.63,13.72,28.73,68.53,58.13,86.87,207.44,77.22,71.33,48.15,92.61,145.48,34.68,27.09,221.31,67.37,25.73,18.99,28.75,252.1,6.6,42.83,34.41,213.9,37.64,45.88,459.41,262.45,1246.96,368.11,283.53,258.25,49.23,17.69,70.67,596.87,156.3,72.96,314.69,523.27,282.06,525.58,228.45,258.32,219.51,211.78,82.74,67.88,58.56,185.14,274.06,97.43,236.64,169.8,93.74,40.7,198.91,11.96,59.8,39.53,16.38,189.7,174.07,75.99,216.97,448.06,716.54,39.58,14.3,608.57,43.69,836.84,312.17,382.88,180.81,379.8,305.37,146.44
2015-10-22,15.9,18.55,33.28,75.08,20.75,32.01,30.38,146.35,8.41,10.92,26.75,10.68,10.32,11.68,13.95,72.84,297.89,74.73,120.25,149.39,11.87,79.93,554.07,43.47,219.03,432.85,15.6,17.77,121.98,296.93,11.04,792.05,121.9,17.31,248.4,74.31,65.59,164.71,25.59,265.15,34.55,12.8,206.84,258.72,55.91,896.65,441.71,34.46,39.49,38.73,371.64,10.47,163.76,21.38,34.57,69.9,86.76,126.93,103.84,390.33,379.67,63.33,100.92,746.34,1267.41,244.88,197.06,177.03,863.29,22.33,182.69,62.12,621.04,43.69,18.02,78.7,33.14,82.23,65.59,570.21,177.5,172.99,17.41,9.92,293.43,166.64,204.18,257.74,15.83,524.23,150.63,1042.55,188.43,266.48,130.9,301.64,167.4,76.22,615.96,39.88,41.57,355.34,994.34,162.7,464.6,14.35,20.73,18.97,20.25,27.21,12.46,27.98,16.45,8.16,128.64,20.79,21.75,12.4,10.27,9.97,7.25,7.72,10.74,52.47,8.77,7.1,16.86,18.16,20.68,69.74,4.95,26.18,19.32,22.83,15.04,11.23,15.06,20.57,16.14,18.84,4.84,11.11,8.73,8.5,54.84,7.62,6.59,7.3,11.63,15.02,46.88,7.52,10.68,13.9,10.79,5.46,18.1,13.09,8.58,8.08,82.73,131.76,58.74,12.32,1437.33,1482.6,105.22,88.9,375.86,394.75,355.76,348.33,256.43,288.82,10.88,46.43,304.7,9.37,71.88,76.39,135.15,250.6,36.64,156.29,469.34,159.62,355.82,997.39,85.18,505.82,490.72,608.39,82.45,206.04,414.34,92.86,15.44,3.35,1946.51,188.58,26.59,314.28,13.91,29.89,69.36,63.97,88.24,220.65,78.65,74.06,49.32,94.05,151.6,36.48,27.57,234.61,74.13,25.73,18.99,29.43,255.87,6.73,42.83,35.14,217.53,38.54,47.63,473.51,274.69,1365.22,384.53,295.32,265.42,54.14,17.65,72.33,636.01,162.05,75.15,345.84,534.95,292.1,523.25,239.74,269.1,220.82,215.44,85.55,70.15,60.64,192.55,282.3,100.19,243.83,177.72,96.86,42.5,208.1,12.18,61.49,41.17,16.69,193.82,181.13,83.39,238.39,461.36,754.98,39.58,14.3,647.76,43.69,871.09,326.82,392.83,190.5,416.04,309.09,152.7
