Date,600000.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600025.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600061.SS,600079.SS,600085.SS,600104.SS,600109.SS,600111.SS,600115.SS,600132.SS,600143.SS,600150.SS,600161.SS,600176.SS,600183.SS,600196.SS,600276.SS,600309.SS,600332.SS,600346.SS,600352.SS,600362.SS,600383.SS,600406.SS,600426.SS,600436.SS,600438.SS,600489.SS,600519.SS,600547.SS,600570.SS,600584.SS,600585.SS,600588.SS,600600.SS,600606.SS,600655.SS,600660.SS,600690.SS,600741.SS,600745.SS,600760.SS,600763.SS,600795.SS,600809.SS,600837.SS,600845.SS,600848.SS,600872.SS,600886.SS,600887.SS,600893.SS,600900.SS,600905.SS,600918.SS,600919.SS,600926.SS,600958.SS,600989.SS,600999.SS,601006.SS,601009.SS,601012.SS,601021.SS,601066.SS,601088.SS,601100.SS,601108.SS,601111.SS,601138.SS,601155.SS,601162.SS,601166.SS,601169.SS,601186.SS,601211.SS,601216.SS,601225.SS,601229.SS,601231.SS,601236.SS,601238.SS,601766.SS,601788.SS,601799.SS,601800.SS,601808.SS,601816.SS,601818.SS,601838.SS,601857.SS,601865.SS,601877.SS,601878.SS,601881.SS,601888.SS,601898.SS,601899.SS,601901.SS,601916.SS,601919.SS,601933.SS,601939.SS,601966.SS,601985.SS,601988.SS,601989.SS,601990.SS,601995.SS,601998.SS,603019.SS,603087.SS,603160.SS,603195.SS,603233.SS,603259.SS,603260.SS,603288.SS,603338.SS,603369.SS,603392.SS,603486.SS,603501.SS,603517.SS,603658.SS,603659.SS,603799.SS,603806.SS,603833.SS,603882.SS,603899.SS,603939.SS,603986.SS,603993.SS,605499.SS,688008.SS,688009.SS,688012.SS,688036.SS,688111.SS,688126.SS,688169.SS,688363.SS,688396.SS,688561.SS,688599.SS,688981.SS,000001.SZ,000002.SZ,000063.SZ,000066.SZ,000069.SZ,000100.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000538.SZ,000568.SZ,000596.SZ,000625.SZ,000651.SZ,000661.SZ,000703.SZ,000708.SZ,000725.SZ,000768.SZ,000776.SZ,000783.SZ,000786.SZ,000800.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,000963.SZ,000977.SZ,001979.SZ,002001.SZ,002007.SZ,002008.SZ,002024.SZ,002027.SZ,002032.SZ,002044.SZ,002049.SZ,002050.SZ,002064.SZ,002120.SZ,002129.SZ,002142.SZ,002157.SZ,002179.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002271.SZ,002304.SZ,002311.SZ,002352.SZ,002371.SZ,002410.SZ,002414.SZ,002415.SZ,002459.SZ,002460.SZ,002466.SZ,002475.SZ,002493.SZ,002555.SZ,002568.SZ,002594.SZ,002600.SZ,002601.SZ,002602.SZ,002607.SZ,002624.SZ,002709.SZ,002714.SZ,002736.SZ,002791.SZ,002812.SZ,002821.SZ,002841.SZ,002916.SZ,002938.SZ,003816.SZ,300003.SZ,300014.SZ,300015.SZ,300033.SZ,300059.SZ,300122.SZ,300124.SZ,300142.SZ,300144.SZ,300274.SZ,300316.SZ,300347.SZ,300408.SZ,300413.SZ,300433.SZ,300450.SZ,300498.SZ,300529.SZ,300558.SZ,300595.SZ,300601.SZ,300628.SZ,300676.SZ,300677.SZ,300750.SZ,300759.SZ,300760.SZ,300782.SZ,300866.SZ,300888.SZ,300896.SZ,300999.SZ
2021-09-10,115.39,119.68,26.07,28.72,25.41,118.04,8.0,19.68,7.19,13.66,10.23,131.24,1175.53,235.85,259.8,7.69,81.96,361.2,307.73,186.47,101.74,1136.43,6.99,556.13,282.21,86.02,404.81,292.2,198.24,656.42,2835.6,2884.17,45.98,269.07,238.01,40.09,169.05,954.08,384.77,1903.63,551.28,104.83,9905.27,407.95,1756.72,164.3,174.32,1488.8,111.42,531.1,1794.17,1895.61,817.42,982.14,255.76,531.32,575.18,832.77,1267.43,293.29,475.75,43.75,415.04,445.81,2506.87,191.66,47.25,6.12,11.08,8.47,32.88,19.07,17.39,36.01,12.27,48.43,1150.84,120.67,33.14,35.98,301.85,12.35,8.73,12.78,56.16,5.04,81.09,17.08,11.08,21.58,87.88,17.02,21.73,32.92,14.8,28.91,8.42,20.44,200.67,11.66,17.74,5.1,5.26,14.41,8.19,52.98,78.35,13.58,12.15,518.49,10.6,19.68,9.09,4.02,29.71,39.41,10.21,35.54,7.59,5.73,7.89,13.23,58.19,7.72,117.17,109.27,111.04,180.0,84.34,332.92,317.1,531.5,483.02,117.85,263.76,212.19,243.74,90.33,69.67,223.96,218.18,319.8,210.6,101.76,132.16,195.86,882.9,25.32,189.5,58.75,5.86,167.32,149.76,251.4,30.0,825.74,175.96,75.91,88.08,56.52,58.27,3257.74,2748.22,518.02,143.24,301.29,20.43,553.28,9.36,303.98,327.05,1548.11,4109.24,667.13,176.63,5077.33,2127.1,110.16,81.4,28.54,292.64,131.53,45.36,357.99,28.67,3142.01,210.41,435.38,173.57,344.15,214.15,14.01,806.08,1102.78,481.93,511.35,96.8,374.71,69.15,908.69,296.96,150.35,111.66,198.72,62.4,141.85,645.88,122.37,683.68,1032.49,1039.94,164.1,1515.95,646.46,391.97,194.77,1732.55,693.98,193.29,1034.86,90.26,1732.08,1070.19,1189.06,301.37,239.02,371.8,266.76,29.86,276.72,66.59,102.19,50.16,974.3,807.56,14.07,226.67,959.03,756.2,138.53,162.0,33.21,3.1,111.07,1678.05,1611.1,1154.44,1929.02,643.07,1543.08,1059.47,242.85,933.57,651.88,1829.64,156.6,74.57,139.52,1366.71,29.91,97.11,86.27,822.65,176.07,1010.84,95.13,294.61,502.7,195.56,336.7,1179.3,108.77,81.2,980.9,68.74
2021-09-13,115.22,116.6,26.46,29.14,25.35,117.33,8.08,20.41,7.23,13.91,10.13,130.92,1145.29,235.07,270.72,7.67,81.96,351.46,299.84,184.58,100.46,1092.4,6.93,537.67,280.54,87.17,411.53,296.05,193.84,666.79,2794.41,3148.05,45.79,281.16,251.26,42.99,176.95,956.03,410.9,1909.64,521.93,110.27,9856.98,442.25,1784.07,162.03,180.02,1475.87,110.13,537.37,1764.76,1860.8,794.27,981.83,249.35,519.76,580.75,843.77,1282.61,291.25,465.97,43.35,397.36,445.81,2470.52,186.3,47.21,6.16,10.93,8.5,32.37,19.21,18.47,35.84,12.29,48.43,1117.72,113.25,32.87,37.53,290.19,12.06,8.67,12.75,57.48,5.0,82.22,17.06,11.06,21.67,85.58,18.31,21.65,32.38,14.34,28.51,8.26,20.33,194.98,11.7,18.21,5.03,5.26,14.43,8.5,49.6,76.4,13.47,12.06,510.99,11.01,20.31,9.0,4.01,30.58,38.93,10.24,35.08,7.9,5.73,8.18,13.05,60.23,7.78,114.5,106.84,110.45,179.0,82.6,322.39,332.67,521.33,467.38,114.63,259.63,207.89,237.96,88.57,69.87,225.96,206.76,305.17,208.92,98.05,131.96,190.76,857.66,26.91,187.47,57.4,5.86,157.9,142.61,243.9,28.75,789.06,174.95,72.59,85.89,51.97,57.68,3203.55,2833.44,503.84,140.21,300.96,19.95,547.54,9.51,298.65,320.75,1575.75,4059.68,653.04,170.04,5036.83,2126.66,113.08,83.04,28.12,297.19,135.07,44.52,360.3,29.68,3059.99,209.95,431.17,167.78,342.2,207.7,14.33,797.13,1090.81,487.61,510.54,95.39,365.84,70.39,818.21,289.9,156.7,113.41,193.15,61.51,142.0,627.71,124.31,679.81,1053.69,1046.86,164.54,1537.98,651.97,388.95,192.19,1605.11,694.53,185.94,1064.92,87.76,1717.68,1093.48,1155.38,307.98,251.98,366.25,262.51,29.9,291.63,69.14,98.47,53.07,964.24,777.23,14.05,222.25,989.83,773.46,135.95,158.46,32.13,3.26,111.15,1585.68,1642.64,1165.32,1967.49,637.07,1497.65,1013.14,224.98,875.45,614.64,1810.58,150.8,72.81,135.47,1330.67,29.46,96.18,84.91,816.28,173.69,990.2,96.65,298.03,503.4,193.08,341.34,1125.36,105.43,81.4,969.65,67.28
2021-09-14,113.68,113.98,25.49,28.43,25.06,115.73,8.08,19.44,7.27,13.83,9.86,128.04,1125.77,228.0,268.19,7.54,79.01,343.99,295.44,183.21,97.58,1071.22,6.66,535.8,276.46,82.76,397.87,291.41,192.89,659.58,2797.35,3061.51,45.28,280.54,243.98,40.08,172.42,941.56,396.6,1894.42,489.83,104.02,9873.86,432.84,1706.6,158.83,177.38,1457.32,109.26,523.27,1710.15,1922.41,776.65,949.94,243.69,516.92,584.78,823.97,1310.07,283.45,459.63,42.58,389.42,436.72,2450.52,181.01,46.7,5.98,10.5,8.23,31.92,18.67,17.61,34.58,12.16,47.2,1124.73,110.85,32.08,36.74,284.44,11.8,8.31,12.52,55.16,4.84,79.21,16.86,10.66,21.02,82.36,17.82,21.39,32.36,14.04,28.66,8.12,19.72,194.06,11.34,17.9,4.87,5.18,14.33,8.71,50.14,80.1,13.08,11.71,502.19,10.66,19.31,8.7,3.97,29.25,38.21,10.09,33.85,7.46,5.69,7.85,12.66,57.89,7.63,111.8,107.71,108.76,177.69,81.55,335.65,346.49,516.95,453.66,114.45,252.95,210.68,235.51,87.84,69.23,248.4,209.37,305.65,205.91,98.16,132.86,191.27,854.04,25.17,187.8,57.73,5.69,157.48,142.56,253.89,28.1,795.26,175.74,71.06,85.95,51.98,57.22,3077.1,2721.46,494.29,140.21,293.13,19.75,528.88,8.97,289.09,315.99,1608.71,3990.99,641.17,170.36,4982.51,2115.83,113.0,80.11,27.62,294.61,131.76,42.75,340.09,28.69,3031.4,203.45,427.51,163.56,340.45,205.09,13.95,808.25,1081.66,480.62,500.82,93.73,358.99,67.9,815.58,289.21,154.51,114.28,194.02,59.97,138.11,614.52,126.59,670.0,1012.89,1028.06,162.12,1504.93,650.29,385.88,198.07,1765.4,688.01,185.65,1046.38,86.94,1649.28,1029.88,1133.47,309.33,245.5,362.84,270.38,29.58,289.18,65.58,96.57,51.87,1010.95,769.17,13.71,219.26,1057.87,815.96,135.95,160.66,31.68,3.13,110.47,1654.15,1681.62,1131.96,1926.31,639.11,1501.53,1004.29,220.55,880.31,611.64,1898.0,152.4,73.88,135.03,1387.03,29.11,97.58,87.94,846.17,170.23,983.48,97.24,304.21,530.5,205.44,344.1,1147.52,103.63,81.19,963.35,66.85
2021-09-15,113.51,112.88,25.55,28.54,25.03,115.56,8.17,19.42,7.16,13.96,9.72,127.07,1109.32,225.29,262.33,7.52,79.75,335.22,296.42,181.96,97.82,1034.93,6.58,513.32,282.82,81.34,397.52,287.43,190.39,623.51,2733.8,3021.13,44.75,284.16,255.48,39.81,161.05,969.95,389.3,1868.22,499.39,105.41,9641.66,434.02,1687.16,156.32,169.07,1443.52,105.29,524.05,1705.94,1897.69,760.33,953.62,237.49,519.68,578.21,832.77,1268.64,282.9,462.02,42.23,379.79,431.04,2410.52,182.38,46.04,6.16,10.59,8.11,31.28,18.64,18.74,34.36,12.12,46.59,1154.83,112.05,32.07,36.45,287.24,11.86,8.3,12.38,52.51,4.9,78.21,16.81,10.59,20.99,84.08,17.85,21.32,31.72,14.14,28.39,8.05,19.7,197.67,11.06,18.13,4.91,5.15,13.91,8.99,51.07,84.04,13.21,11.76,478.43,10.88,19.01,8.72,3.96,28.71,37.89,10.05,33.02,7.38,5.69,7.85,12.7,56.94,7.59,110.11,105.07,105.76,172.35,82.1,335.11,345.97,506.51,437.47,110.38,250.85,203.47,232.6,88.86,68.38,260.31,212.04,317.18,197.02,94.99,130.4,188.11,837.08,25.14,178.5,57.26,5.71,158.11,139.47,253.9,28.16,764.07,168.28,70.58,83.4,55.03,56.36,3099.68,2666.96,498.37,138.29,287.9,19.75,527.44,8.75,281.93,312.46,1592.88,3816.75,635.35,166.17,4870.2,2047.84,113.65,78.39,27.39,297.87,129.83,42.85,321.48,28.42,2931.05,203.3,423.85,162.71,330.48,205.63,14.3,802.21,1046.11,483.46,498.39,93.03,346.59,67.73,848.79,278.16,156.59,109.68,203.84,58.89,136.53,629.86,138.49,668.06,1013.69,1005.38,162.56,1415.89,633.72,379.97,199.99,1752.21,702.82,186.65,1051.78,88.72,1778.7,1054.02,1103.39,305.82,251.01,355.84,262.3,28.78,304.51,66.95,96.43,52.02,1022.58,764.03,13.72,212.92,1026.08,833.14,135.17,159.72,31.63,3.16,105.95,1598.49,1643.7,1104.52,1921.44,616.71,1442.1,957.4,216.4,896.05,619.53,1957.95,149.84,74.0,132.77,1375.91,28.84,95.85,86.17,819.96,160.48,975.44,94.78,295.66,525.95,210.56,333.5,1103.78,100.6,79.05,955.57,67.36
2021-09-16,112.91,111.54,25.23,27.42,24.91,114.85,8.04,19.4,7.18,13.83,9.57,123.99,1116.97,222.57,256.96,7.44,78.93,326.29,287.47,180.82,94.7,991.64,6.38,498.87,289.18,81.55,384.31,280.79,189.07,605.22,2759.1,3042.2,43.93,283.72,251.11,38.4,151.99,986.09,384.17,1851.17,467.1,102.97,9767.33,428.53,1661.64,153.13,170.51,1443.08,103.05,517.78,1711.55,1848.27,752.18,935.83,229.08,505.13,615.74,830.57,1299.98,278.63,451.21,41.7,375.82,426.5,2425.07,173.76,46.13,6.02,10.4,8.0,31.22,18.07,19.44,33.63,12.07,46.43,1112.36,110.45,31.45,36.74,279.72,11.69,8.21,12.33,50.46,4.76,77.4,16.83,10.53,20.77,82.93,18.15,21.25,31.58,13.93,26.94,8.06,19.5,194.76,11.04,18.06,4.89,5.12,13.74,8.95,46.89,76.56,12.88,11.57,491.21,11.18,18.39,8.62,3.95,27.15,38.05,9.98,31.89,7.3,5.68,7.65,12.6,56.22,7.59,108.07,106.2,104.65,164.38,82.79,340.83,319.79,521.89,435.41,110.88,244.97,221.87,227.61,86.83,67.33,256.52,196.75,297.31,192.19,93.14,131.0,187.38,817.05,24.27,181.5,55.91,5.74,159.69,142.55,257.95,28.65,757.36,168.55,67.96,80.78,49.85,55.11,3033.44,2611.46,500.33,130.14,281.7,19.33,532.71,8.86,279.79,309.08,1561.21,3843.54,619.95,159.33,4798.4,2064.01,116.49,77.51,27.57,288.95,124.35,42.66,308.74,27.78,2910.24,221.23,433.27,167.05,329.35,201.03,14.11,824.68,1045.76,469.13,498.39,92.79,345.15,69.23,801.4,274.97,157.63,108.4,190.72,58.28,144.45,621.56,133.85,658.25,993.29,967.58,161.01,1297.16,652.94,378.56,198.64,1677.94,696.85,181.59,1043.86,79.92,1602.12,946.48,1125.63,299.07,247.34,356.18,252.15,28.54,291.98,67.13,92.63,50.04,1014.49,786.14,13.5,203.95,999.59,841.2,133.01,155.77,31.65,3.09,106.03,1546.59,1745.05,1078.36,1854.8,604.79,1436.94,940.69,218.11,823.35,602.2,1949.08,147.84,71.72,128.66,1378.02,29.75,99.25,87.84,854.74,154.34,950.36,92.7,282.85,498.6,210.56,339.01,1084.37,97.78,80.71,973.2,68.32
2021-09-17,112.82,114.72,23.67,28.38,24.83,114.67,8.14,18.72,7.75,13.83,9.69,125.9,1103.58,224.7,267.87,7.41,79.83,323.04,283.56,181.39,95.18,929.75,6.48,535.68,281.3,85.48,393.08,284.11,187.9,616.98,2806.17,3056.75,44.28,271.1,260.72,37.3,156.52,1050.94,387.03,1928.78,466.37,99.26,10037.07,412.26,1697.79,153.61,171.77,1488.37,104.74,517.78,1731.15,1841.66,780.86,940.43,227.47,494.27,677.28,854.76,1384.52,281.78,451.27,41.97,380.03,450.36,2451.73,167.78,47.09,6.62,10.42,7.76,32.37,18.21,19.12,34.0,12.09,46.51,1101.22,112.13,32.94,35.2,267.63,11.77,8.44,12.33,50.85,4.73,77.66,16.81,10.39,21.23,80.86,17.05,21.25,31.86,13.88,26.76,7.99,19.65,195.49,10.95,17.76,4.91,5.1,14.24,8.83,47.49,76.26,13.19,11.65,507.49,10.64,17.94,8.65,3.95,27.44,37.57,10.0,32.59,7.58,5.7,7.73,12.63,56.99,7.54,109.09,111.03,105.36,165.64,84.4,360.21,305.5,522.12,416.96,114.08,267.76,215.3,240.43,88.19,73.64,269.05,201.69,294.75,190.72,97.83,133.56,186.03,835.43,23.34,188.74,56.85,5.69,153.2,140.76,245.9,28.3,741.06,171.78,69.31,78.16,49.3,55.65,2950.65,2616.42,501.32,129.13,286.27,18.8,527.92,8.71,288.45,314.45,1578.63,4000.46,633.89,158.93,4803.0,2104.81,112.75,74.01,27.16,278.74,127.11,43.22,313.46,27.62,2978.94,229.11,436.82,167.85,333.87,203.1,14.3,834.83,1061.6,462.25,496.77,94.44,345.87,70.48,816.39,271.89,150.35,115.74,187.42,60.61,143.29,632.01,138.83,668.71,1000.09,979.03,160.57,1282.47,666.41,384.28,197.44,1673.11,703.38,182.3,1059.52,77.1,1557.57,896.94,1107.64,287.73,247.45,365.81,256.27,29.14,282.04,65.86,96.5,49.26,1056.92,794.54,13.63,207.25,1044.0,832.8,134.83,158.61,32.45,3.12,107.15,1555.47,1864.46,1112.28,1888.39,643.63,1446.19,1017.77,214.25,807.02,586.93,2095.86,148.44,72.53,125.58,1398.53,29.96,109.82,94.93,991.91,169.69,974.6,93.01,286.63,503.6,221.57,368.0,1076.27,100.01,84.98,1007.27,68.41
2021-09-22,112.13,113.44,23.86,30.12,24.74,113.43,8.13,18.73,8.47,14.18,9.72,124.84,1081.38,217.56,279.58,7.42,79.42,315.89,282.26,180.48,94.22,936.38,6.48,531.56,277.52,92.67,396.04,282.38,188.12,600.48,2862.08,3032.67,44.06,264.75,262.9,37.01,167.15,1103.55,398.67,1867.06,463.42,100.07,9765.19,410.3,1655.86,153.9,171.77,1482.33,101.51,518.56,1712.95,1804.42,759.81,926.93,222.38,506.2,674.54,920.75,1359.26,279.56,456.58,42.31,358.85,489.36,2443.25,170.55,48.93,7.28,10.3,7.47,32.08,18.44,19.6,33.56,12.21,45.58,1103.28,111.61,33.61,37.36,264.99,11.64,8.49,12.27,53.9,4.73,75.85,16.68,10.65,20.97,85.58,17.94,20.94,31.68,14.11,26.64,8.07,19.36,193.99,11.21,17.83,4.82,5.05,13.57,9.24,48.27,80.69,13.21,11.53,484.73,11.26,17.79,8.59,3.93,27.99,37.41,9.87,32.14,8.27,5.68,8.12,12.59,56.79,7.44,109.52,110.41,111.65,160.99,81.52,362.54,319.1,510.77,409.62,110.65,290.04,206.1,240.31,85.01,74.74,263.59,204.94,275.9,177.71,97.56,135.24,181.92,824.68,23.01,188.0,55.68,5.71,157.75,141.66,239.18,28.09,720.12,173.33,70.07,75.45,50.72,55.25,2867.85,2716.51,498.51,128.58,296.39,18.53,511.65,8.67,280.28,310.92,1590.86,3847.97,597.41,155.15,4759.73,2025.29,111.38,72.04,26.38,282.34,127.48,42.8,308.65,27.7,2867.63,219.53,431.05,167.85,335.93,200.03,15.37,799.07,1038.02,462.14,489.48,93.5,342.74,70.06,839.11,275.42,148.27,126.81,194.27,59.77,138.97,639.58,137.17,669.35,989.29,993.07,160.79,1233.51,635.33,378.13,208.0,1738.59,714.43,182.01,1023.7,74.5,1541.82,870.77,1087.04,278.82,244.75,356.91,248.35,28.9,276.58,64.22,94.97,48.21,1058.15,769.86,13.72,198.25,1026.32,866.22,132.01,162.79,32.92,3.38,106.55,1531.57,1916.2,1091.08,1869.43,649.91,1394.73,954.17,207.25,809.42,591.39,2111.21,149.12,71.06,122.94,1341.79,29.29,104.0,94.96,980.88,162.89,956.24,93.2,279.28,493.91,219.56,384.95,1059.1,96.47,86.64,1019.6,67.09
2021-09-23,112.13,113.86,26.07,32.02,24.85,114.14,8.2,18.59,8.32,14.08,9.75,126.91,1100.13,215.34,279.1,7.44,79.59,328.07,284.54,180.87,95.02,951.12,6.58,520.32,283.42,96.99,388.64,282.78,188.34,600.28,2855.6,2939.11,44.83,263.51,262.47,36.7,166.84,1043.43,377.57,1851.45,464.34,99.03,9750.05,404.03,1685.33,156.17,174.8,1490.96,101.25,526.4,1745.15,1828.08,740.08,927.55,228.01,526.85,677.18,993.34,1363.18,283.08,445.57,43.11,373.41,515.87,2465.06,175.29,48.7,6.96,10.36,7.52,31.84,18.85,18.83,33.88,12.21,45.58,1101.09,108.39,33.38,37.01,267.69,11.79,8.5,12.66,54.59,4.93,76.17,16.76,10.65,21.43,90.07,18.37,21.06,32.24,14.11,26.24,8.12,19.45,190.97,11.28,17.66,4.88,5.07,13.65,9.12,49.29,81.86,13.24,11.81,477.69,10.96,17.6,8.66,3.94,27.69,37.73,9.92,31.82,8.55,5.7,8.45,12.72,56.74,7.44,110.31,109.59,110.55,166.8,82.06,355.27,304.25,536.05,411.54,112.18,299.15,211.52,245.12,85.43,71.96,262.54,214.17,262.67,185.33,100.78,131.72,187.92,831.92,22.89,185.7,56.56,5.76,163.01,142.36,257.71,28.84,736.06,178.4,71.38,77.0,51.38,55.33,2822.69,2763.08,515.78,132.34,301.94,18.53,522.66,8.82,282.94,317.37,1597.2,3902.36,604.97,157.64,4789.19,2089.78,110.89,71.08,26.24,305.85,127.94,43.17,314.26,27.58,2874.43,231.27,434.82,172.26,334.69,204.71,15.95,796.41,1059.84,465.42,490.29,93.62,347.31,71.06,848.38,288.64,147.03,131.52,193.4,58.94,141.71,652.18,127.0,674.39,1008.49,1002.36,163.66,1299.0,624.45,377.94,204.22,1804.11,714.99,183.51,1000.3,75.18,1564.68,873.48,1171.4,278.69,260.62,369.72,251.07,29.1,271.96,65.13,95.62,49.59,988.51,786.48,13.84,198.85,1014.99,856.2,138.29,166.99,33.82,3.52,108.63,1539.25,1874.74,1102.52,1868.34,648.31,1442.32,956.28,213.25,842.72,589.33,2053.77,150.72,70.89,126.12,1370.35,29.82,104.38,94.93,983.33,163.31,971.6,92.98,277.6,493.59,213.39,373.18,1109.97,101.03,84.89,1027.52,67.28
2021-09-24,112.05,115.46,24.77,32.72,24.88,113.61,8.09,17.69,7.93,13.91,9.72,126.26,1082.53,215.07,274.99,7.39,78.2,328.07,284.62,178.93,93.5,917.23,6.6,522.53,278.42,94.66,390.8,271.91,185.7,603.35,2973.88,2873.64,44.73,251.95,240.92,35.57,163.26,1021.44,354.1,1893.81,479.52,95.79,10082.09,395.99,1693.84,153.03,162.41,1533.66,101.34,523.27,1781.56,1856.97,724.55,936.75,225.11,520.96,682.27,966.95,1405.43,280.48,458.91,42.55,403.01,484.06,2548.08,171.52,48.45,7.11,10.16,7.29,31.57,18.67,17.54,33.56,12.1,45.25,1123.35,108.39,32.99,35.48,267.72,11.42,8.54,12.44,55.94,4.81,75.2,16.68,10.39,21.16,82.93,16.76,21.02,31.78,13.95,25.99,7.96,19.11,192.19,10.84,18.0,4.9,5.06,13.66,9.1,49.83,84.65,12.97,11.52,502.49,10.47,17.24,8.57,3.93,28.5,37.57,9.85,31.08,8.29,5.68,8.25,12.65,56.61,7.43,109.4,109.99,109.24,167.35,82.73,356.63,300.2,587.49,415.86,115.8,301.95,224.71,240.41,88.93,73.12,268.39,208.77,269.79,186.87,101.73,135.8,190.54,829.67,21.96,204.12,57.26,5.68,162.95,150.95,257.9,28.87,759.06,189.97,69.81,80.11,53.76,54.04,2773.01,2740.29,507.91,130.23,305.2,18.2,506.87,8.45,284.48,312.0,1622.39,4089.3,633.95,154.42,4770.78,2181.54,109.02,68.32,25.36,302.25,124.99,42.52,310.61,27.31,2959.09,241.79,443.47,171.86,342.4,204.79,15.86,769.58,1059.49,475.91,489.48,93.97,350.57,70.23,851.62,281.24,137.35,127.5,196.08,58.83,144.73,645.73,129.08,696.46,1005.29,979.9,162.34,1268.09,622.77,383.42,210.52,1793.2,722.39,181.8,1012.54,82.63,1525.08,860.36,1175.33,267.35,265.05,376.44,252.92,28.62,256.28,66.68,94.24,50.34,1023.19,806.87,13.85,192.76,1013.4,876.2,135.17,165.67,33.34,3.44,113.11,1533.1,1858.08,1088.76,1867.26,646.75,1437.58,920.48,214.25,913.42,591.13,2048.37,151.28,75.73,124.4,1373.23,30.15,108.91,95.04,981.99,166.1,985.76,92.97,286.39,500.58,217.16,380.0,1140.65,106.2,83.41,1058.71,69.86
2021-09-27,112.05,116.06,22.5,31.81,24.71,113.08,8.02,17.25,7.64,13.78,9.57,124.68,1055.74,216.32,266.92,7.31,75.91,330.67,288.85,179.22,92.78,826.79,6.52,552.08,257.83,87.84,381.01,257.84,187.17,623.41,3029.78,2834.01,45.12,249.31,230.87,34.04,158.63,1011.7,341.77,2010.2,473.08,94.16,10988.16,387.76,1704.78,154.34,157.13,1515.98,106.26,510.73,1780.16,1857.32,730.61,937.67,228.08,501.44,713.28,889.96,1419.18,277.89,443.63,41.99,407.71,487.47,2560.2,169.34,49.31,6.88,9.94,7.33,31.47,17.0,16.43,33.88,12.12,44.88,1139.43,110.49,32.51,35.51,269.46,11.23,8.48,12.45,53.51,4.64,75.78,16.63,10.01,20.86,78.44,16.87,21.04,32.0,13.49,25.4,7.82,18.97,190.55,10.29,18.33,4.81,5.03,13.74,9.34,46.58,84.77,12.71,11.3,521.93,10.09,16.92,8.43,3.93,25.7,38.21,9.82,32.79,8.07,5.68,7.77,12.47,54.83,7.39,110.86,113.41,111.66,169.79,84.77,358.33,296.86,620.57,407.08,120.78,309.06,226.43,250.61,92.85,75.78,256.34,201.41,281.1,192.11,102.08,141.34,199.75,802.18,20.25,199.08,58.35,5.58,158.09,145.89,267.56,28.9,743.86,191.94,69.7,82.5,52.23,54.66,2806.13,2689.75,510.58,130.5,295.41,18.75,493.47,8.22,290.1,306.16,1645.56,4464.78,694.99,155.07,4819.57,2292.6,106.35,66.57,25.64,287.32,119.61,41.12,311.06,27.41,3237.36,246.42,455.78,169.36,343.95,203.87,15.67,739.13,1064.77,464.65,484.62,97.74,358.79,67.15,837.69,275.08,132.36,122.96,197.36,57.91,151.21,620.74,124.51,704.85,995.69,963.7,159.25,1247.9,651.87,409.62,213.73,1762.55,741.85,178.02,1039.36,80.18,1480.08,792.62,1215.87,266.13,255.65,402.86,253.65,28.34,234.44,65.58,87.74,48.69,1005.99,867.53,13.62,194.78,1019.07,868.64,137.21,164.94,33.83,3.41,112.91,1606.68,1953.4,1056.68,1793.04,658.99,1445.12,942.24,211.39,961.05,587.1,2080.63,153.44,72.81,125.42,1340.45,31.22,114.21,95.34,1000.85,162.2,992.6,91.27,279.16,514.1,215.55,383.6,1146.09,107.85,82.1,1032.34,73.36
