Date,600000.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600025.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600061.SS,600079.SS,600085.SS,600104.SS,600109.SS,600111.SS,600115.SS,600132.SS,600143.SS,600150.SS,600161.SS,600176.SS,600183.SS,600196.SS,600276.SS,600309.SS,600332.SS,600346.SS,600352.SS,600362.SS,600383.SS,600406.SS,600426.SS,600436.SS,600438.SS,600489.SS,600519.SS,600547.SS,600570.SS,600584.SS,600585.SS,600588.SS,600600.SS,600606.SS,600655.SS,600660.SS,600690.SS,600741.SS,600745.SS,600760.SS,600763.SS,600795.SS,600809.SS,600837.SS,600845.SS,600848.SS,600872.SS,600886.SS,600887.SS,600893.SS,600900.SS,600905.SS,600918.SS,600919.SS,600926.SS,600958.SS,600989.SS,600999.SS,601006.SS,601009.SS,601012.SS,601021.SS,601066.SS,601088.SS,601100.SS,601108.SS,601111.SS,601138.SS,601155.SS,601162.SS,601166.SS,601169.SS,601186.SS,601211.SS,601216.SS,601225.SS,601229.SS,601231.SS,601236.SS,601238.SS,601766.SS,601788.SS,601799.SS,601800.SS,601808.SS,601816.SS,601818.SS,601838.SS,601857.SS,601865.SS,601877.SS,601878.SS,601881.SS,601888.SS,601898.SS,601899.SS,601901.SS,601916.SS,601919.SS,601933.SS,601939.SS,601966.SS,601985.SS,601988.SS,601989.SS,601990.SS,601995.SS,601998.SS,603019.SS,603087.SS,603160.SS,603195.SS,603233.SS,603259.SS,603260.SS,603288.SS,603338.SS,603369.SS,603392.SS,603486.SS,603501.SS,603517.SS,603658.SS,603659.SS,603799.SS,603806.SS,603833.SS,603882.SS,603899.SS,603939.SS,603986.SS,603993.SS,605499.SS,688008.SS,688009.SS,688012.SS,688036.SS,688111.SS,688126.SS,688169.SS,688363.SS,688396.SS,688561.SS,688599.SS,688981.SS,000001.SZ,000002.SZ,000063.SZ,000066.SZ,000069.SZ,000100.SZ,000157.SZ,000166.SZ,000333.SZ,000338.SZ,000538.SZ,000568.SZ,000596.SZ,000625.SZ,000651.SZ,000661.SZ,000703.SZ,000708.SZ,000725.SZ,000768.SZ,000776.SZ,000783.SZ,000786.SZ,000800.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,000963.SZ,000977.SZ,001979.SZ,002001.SZ,002007.SZ,002008.SZ,002024.SZ,002027.SZ,002032.SZ,002044.SZ,002049.SZ,002050.SZ,002064.SZ,002120.SZ,002129.SZ,002142.SZ,002157.SZ,002179.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002271.SZ,002304.SZ,002311.SZ,002352.SZ,002371.SZ,002410.SZ,002414.SZ,002415.SZ,002459.SZ,002460.SZ,002466.SZ,002475.SZ,002493.SZ,002555.SZ,002568.SZ,002594.SZ,002600.SZ,002601.SZ,002602.SZ,002607.SZ,002624.SZ,002709.SZ,002714.SZ,002736.SZ,002791.SZ,002812.SZ,002821.SZ,002841.SZ,002916.SZ,002938.SZ,003816.SZ,300003.SZ,300014.SZ,300015.SZ,300033.SZ,300059.SZ,300122.SZ,300124.SZ,300142.SZ,300144.SZ,300274.SZ,300316.SZ,300347.SZ,300408.SZ,300413.SZ,300433.SZ,300450.SZ,300498.SZ,300529.SZ,300558.SZ,300595.SZ,300601.SZ,300628.SZ,300676.SZ,300677.SZ,300750.SZ,300759.SZ,300760.SZ,300782.SZ,300866.SZ,300888.SZ,300896.SZ,300999.SZ
2021-07-16,116.16,118.38,15.68,21.26,25.32,119.45,7.04,15.7,5.96,12.99,9.93,115.69,1050.38,223.73,237.66,7.47,70.59,457.2,324.82,181.79,99.66,637.06,6.89,783.95,357.62,54.55,483.85,237.42,196.26,761.37,3579.98,3379.31,46.93,260.25,220.39,35.47,150.41,780.69,373.03,2416.24,367.74,96.83,11556.0,355.62,1949.64,179.19,147.83,1447.4,123.28,548.53,1876.79,2089.47,770.25,903.01,218.91,476.46,867.91,711.79,1614.08,268.05,401.66,50.46,483.15,416.65,2428.1,172.2,45.3,6.61,9.95,8.84,28.55,12.1,15.54,32.57,11.89,50.3,1222.18,112.69,29.51,31.66,300.67,10.86,8.37,11.82,57.75,4.94,83.39,17.11,9.05,19.09,70.84,13.26,21.58,32.32,13.48,22.95,7.31,19.4,223.87,8.26,16.22,5.26,5.14,13.36,7.82,41.23,50.15,12.31,10.73,558.49,9.47,16.73,9.34,4.22,28.58,41.41,9.99,41.23,5.43,5.68,6.89,13.16,58.66,7.7,122.5,122.86,111.83,219.2,86.81,390.08,124.56,713.12,382.38,150.45,380.6,316.34,312.11,116.75,91.68,204.59,247.68,245.76,196.04,128.66,166.82,188.51,924.89,21.69,246.7,59.61,5.8,156.5,174.13,398.15,27.15,1034.06,299.78,81.09,114.3,36.61,54.03,3373.65,2976.14,524.76,142.78,310.75,23.05,500.17,6.56,293.85,291.67,1703.14,4769.14,661.69,170.2,5626.48,3297.88,118.19,67.33,31.16,231.55,87.11,38.51,365.38,27.14,4027.77,218.29,480.4,174.5,450.66,213.99,14.11,772.48,1371.31,441.69,559.14,105.29,431.42,73.31,673.3,262.2,166.16,91.44,186.8,63.67,168.78,626.9,94.56,795.87,934.89,890.04,171.37,1684.25,765.23,456.25,202.54,1519.66,814.94,193.72,1201.9,70.48,1498.08,607.09,1360.4,283.28,264.85,483.29,223.92,31.34,263.63,57.93,116.58,62.76,675.78,960.07,12.65,321.7,838.98,711.76,193.45,187.79,40.6,2.74,123.27,2079.93,2326.89,843.96,1769.2,751.91,1587.65,1040.24,247.72,819.46,447.76,2119.48,190.76,102.15,146.48,1216.23,29.68,156.46,97.16,1212.72,221.43,1176.8,103.34,371.59,531.6,200.36,439.0,1325.72,128.7,107.24,1395.24,80.71
2021-07-19,116.42,119.06,15.48,21.13,25.35,118.92,7.1,15.56,5.86,12.86,10.14,115.57,1061.86,223.07,232.12,7.69,69.77,440.8,350.45,180.99,97.74,651.8,6.99,778.98,355.65,53.92,501.74,231.71,195.31,775.61,3630.58,3370.79,49.25,255.04,216.89,35.29,149.04,782.08,358.93,2606.54,375.01,94.98,11663.49,352.68,1902.55,177.98,146.06,1504.33,124.86,547.04,1872.59,2082.51,783.14,907.31,220.12,460.98,910.42,705.19,1629.98,270.83,401.92,47.72,465.7,416.27,2425.67,174.26,45.5,6.33,9.65,9.0,29.3,12.55,16.14,32.32,11.88,49.44,1210.08,119.89,28.99,31.78,321.68,10.72,8.52,11.89,57.26,4.88,83.26,17.01,8.99,19.2,70.03,13.25,21.42,32.44,13.16,22.49,7.3,19.22,222.67,8.18,15.77,5.27,5.14,13.26,7.74,40.24,49.74,12.14,10.71,588.93,9.75,16.68,9.31,4.2,29.49,40.53,9.96,40.19,5.48,5.67,6.81,12.8,57.16,7.7,126.89,118.98,115.04,223.7,85.99,396.55,126.45,710.14,387.05,149.38,383.26,303.5,316.21,114.27,94.36,199.36,236.98,245.0,197.51,129.28,165.76,195.2,944.81,21.93,240.0,58.6,5.73,154.8,172.91,400.9,26.98,1030.06,293.81,80.48,103.59,36.51,51.8,3354.08,2929.56,553.83,145.16,307.16,22.75,492.99,6.55,295.5,295.51,1775.69,4895.64,660.55,165.69,5763.65,3579.25,117.54,64.41,30.65,236.7,87.21,38.51,362.0,26.73,4074.54,215.05,465.76,186.81,459.4,218.83,14.03,763.54,1385.04,435.35,548.61,105.29,424.89,72.39,659.94,259.24,157.32,92.43,186.6,64.32,173.1,620.67,93.25,805.03,922.49,923.95,172.03,1649.67,765.67,453.24,196.39,1514.7,820.58,188.73,1208.74,67.61,1512.57,586.43,1406.51,275.85,261.72,488.16,224.97,30.34,262.16,57.56,119.72,60.66,637.43,915.69,12.71,316.34,811.1,717.38,190.43,195.96,40.76,2.73,125.87,2043.74,2373.66,839.4,1773.53,778.67,1644.71,1042.48,257.3,826.65,443.64,2088.66,186.0,100.26,148.64,1211.05,28.44,159.73,96.83,1260.12,223.26,1152.68,103.56,369.85,524.1,204.08,463.95,1329.93,119.84,103.4,1402.57,81.11
2021-07-20,116.25,118.22,15.68,21.1,25.23,118.21,7.08,15.26,5.85,12.88,10.11,114.8,1088.27,219.5,231.65,7.57,69.53,435.12,342.32,179.62,97.9,675.56,6.99,777.76,349.44,54.28,508.46,225.08,194.13,780.25,3761.22,3267.19,48.53,245.78,215.44,34.29,148.73,790.15,345.32,2596.39,376.85,95.55,11691.63,356.79,1902.55,183.16,146.81,1456.46,127.27,545.21,1885.19,2072.07,774.72,892.58,221.19,463.54,940.15,707.39,1620.07,268.98,403.54,47.85,469.55,389.0,2415.98,177.93,45.3,6.31,9.52,9.0,29.02,12.65,16.34,32.2,11.87,49.0,1229.74,118.69,28.79,31.48,320.18,10.74,8.49,12.05,56.4,4.84,82.03,16.96,9.05,19.12,69.34,13.35,21.37,32.56,13.12,22.54,7.39,19.25,223.58,8.25,15.73,5.26,5.14,13.21,7.7,39.69,50.2,12.12,10.65,595.39,9.64,16.31,9.15,4.12,28.63,40.85,9.92,39.39,5.51,5.67,6.84,12.84,56.51,7.7,125.4,115.12,115.15,221.73,87.62,390.9,125.4,717.33,416.61,149.1,382.31,306.83,318.28,114.9,91.97,207.24,244.84,245.76,197.86,139.15,166.84,190.18,953.7,21.6,229.39,58.81,5.74,153.13,172.61,399.9,27.57,1070.28,291.78,82.67,99.61,36.4,51.88,3262.26,2890.91,544.42,143.79,300.31,22.63,496.82,6.54,293.51,300.74,1732.5,4846.49,659.12,171.81,5737.87,3554.0,114.13,63.01,30.24,240.9,86.75,38.61,369.12,26.79,4094.11,214.74,471.75,187.27,458.16,216.06,13.98,763.3,1458.95,438.3,547.8,103.99,425.93,77.05,685.9,257.3,147.44,89.99,186.22,61.9,168.35,628.83,92.07,779.73,948.49,929.35,176.66,1582.05,764.19,466.77,193.84,1475.48,801.78,187.73,1218.64,66.13,1534.08,597.01,1424.49,271.13,261.72,488.66,228.5,30.62,260.9,57.38,117.75,61.56,661.23,928.37,12.78,327.52,881.2,754.54,190.3,194.24,40.5,2.72,125.79,2027.69,2371.89,830.76,1767.57,782.43,1709.73,1063.96,253.72,820.76,450.25,2080.03,189.52,101.89,146.97,1233.48,28.39,156.84,95.89,1277.27,222.06,1152.08,103.85,370.0,528.64,200.32,455.35,1388.25,124.4,104.15,1389.54,79.23
2021-07-21,116.59,116.6,17.11,21.08,25.23,118.39,7.13,15.31,5.77,12.79,9.98,115.65,1079.85,218.68,228.48,7.54,69.44,430.57,349.97,180.02,98.86,741.87,6.9,806.62,348.38,54.1,516.31,222.56,196.63,847.26,3749.45,3301.31,48.37,252.04,214.71,34.59,146.31,809.91,348.18,2721.82,413.37,95.55,11629.73,355.03,1940.83,179.39,147.74,1595.34,127.25,538.16,1864.18,2087.38,791.82,892.58,221.29,476.88,941.18,700.79,1604.55,269.9,409.69,47.4,470.15,384.46,2419.01,185.0,44.81,6.24,9.52,8.87,28.61,12.41,16.35,32.25,11.88,48.71,1280.32,113.55,29.4,31.21,314.74,10.86,8.28,12.1,55.97,4.86,81.06,16.96,9.0,19.23,69.34,13.22,21.37,32.14,14.41,23.19,7.35,19.33,230.68,8.19,15.56,5.21,5.13,13.03,7.68,43.34,51.04,12.26,10.77,577.87,9.48,16.46,9.32,4.11,27.98,40.93,9.85,41.02,5.49,5.67,6.84,13.14,58.23,7.7,125.63,115.86,114.38,220.44,86.98,394.08,130.59,690.94,446.94,146.9,389.65,329.82,322.63,118.04,92.32,216.16,262.89,269.02,199.5,137.26,158.86,190.11,1015.38,22.62,219.0,61.1,5.72,165.0,179.04,396.77,28.28,1164.06,305.36,83.14,100.5,38.87,52.6,3239.68,2855.24,540.49,145.99,299.0,22.2,490.12,6.59,287.44,297.36,1729.91,4779.61,710.95,176.63,5622.8,3518.61,114.46,62.87,29.87,243.73,87.21,38.65,375.18,27.08,4079.12,214.12,459.66,189.25,458.88,213.92,14.0,754.36,1461.76,441.91,548.61,105.17,428.48,74.97,702.58,266.87,150.04,89.58,192.04,61.87,170.22,633.87,93.39,805.29,962.89,865.2,173.79,1594.9,763.52,465.17,192.28,1622.8,797.69,188.65,1282.54,70.11,1686.18,658.91,1386.24,276.26,262.58,487.32,242.23,30.3,262.51,57.75,119.06,60.63,696.86,896.84,12.8,343.75,928.09,784.6,191.25,195.84,41.7,2.71,124.03,2125.17,2405.55,843.16,1860.76,791.31,1805.76,1097.94,241.57,897.74,476.5,2110.73,196.0,100.38,144.32,1279.3,28.25,158.15,95.67,1265.02,235.34,1168.4,104.47,355.48,556.38,206.08,460.81,1435.46,124.2,102.4,1441.7,76.09
2021-07-22,117.37,116.37,18.67,21.15,25.29,118.92,7.13,15.8,5.78,12.88,9.98,116.91,1150.27,220.82,229.75,7.59,70.34,427.16,334.02,179.45,100.22,760.29,6.89,797.29,343.69,53.92,505.72,231.05,199.85,805.75,3649.41,3321.87,47.44,275.6,218.06,36.25,147.99,794.6,347.19,2451.65,420.09,96.6,11466.58,357.97,1932.62,177.07,149.96,1646.24,124.37,535.02,1831.98,2055.02,774.72,888.9,214.21,495.62,917.18,707.39,1569.11,272.87,408.14,47.0,461.01,387.11,2425.67,185.68,44.51,6.27,10.46,9.13,28.87,13.0,16.58,32.52,11.87,48.96,1276.88,111.69,30.43,31.32,329.82,11.0,8.34,12.04,56.93,4.95,81.64,16.96,9.05,19.35,70.84,13.33,21.46,31.88,14.14,23.7,7.35,19.58,233.67,8.26,15.8,5.22,5.15,13.22,7.74,44.28,52.23,12.56,10.9,572.41,9.5,16.77,9.37,4.11,28.51,40.69,9.87,40.74,5.54,5.68,6.84,13.38,60.54,7.74,126.22,121.67,112.55,220.86,83.22,382.65,143.46,693.41,449.61,144.43,376.84,296.98,309.56,112.73,89.66,211.16,257.71,274.22,203.85,138.17,156.6,186.1,1046.39,22.23,208.1,64.6,5.72,191.0,168.51,389.92,30.44,1140.11,300.28,87.92,94.21,42.58,53.0,3229.14,2902.81,542.6,143.05,302.27,22.2,503.04,6.62,288.6,312.1,1708.32,4655.32,671.05,172.45,5622.8,3297.53,118.6,65.56,30.01,240.13,88.13,39.03,383.81,27.08,4063.58,214.12,461.99,189.51,447.98,210.92,14.16,752.18,1437.13,438.3,555.09,107.3,422.35,73.72,709.26,264.71,153.16,87.08,192.29,62.26,168.21,624.16,94.43,852.28,940.49,842.3,174.45,1560.63,745.98,457.42,192.73,1758.2,820.8,185.8,1283.44,75.67,1813.08,709.38,1361.38,287.19,257.18,474.44,249.96,31.38,263.77,57.56,118.99,60.69,704.68,898.04,12.81,337.75,911.4,774.2,207.89,204.58,39.61,2.74,120.35,2155.9,2340.71,867.88,1909.52,733.47,1786.81,1075.62,239.56,930.59,480.54,2017.91,197.52,99.53,146.0,1287.16,28.56,152.38,93.95,1244.2,211.52,1150.52,103.14,352.45,557.68,204.16,457.0,1374.71,122.2,99.36,1381.6,75.11
2021-07-23,116.85,113.53,19.19,21.28,25.26,118.74,7.11,15.84,5.58,12.84,9.78,117.35,1139.55,220.04,227.53,7.55,70.67,423.42,326.94,181.27,100.94,738.37,6.79,764.11,332.63,54.16,479.19,228.13,195.82,805.75,3661.77,3229.07,46.03,270.75,219.37,36.79,144.94,825.22,347.39,2318.27,412.27,98.1,11241.41,360.13,1870.04,171.79,148.25,1649.69,121.71,530.32,1812.37,2001.76,756.56,878.48,207.39,523.09,885.02,709.59,1547.95,274.17,411.96,45.83,473.76,384.08,2367.5,192.78,44.43,6.1,11.5,9.25,28.9,13.86,17.22,32.91,11.87,49.12,1267.4,109.75,30.31,31.35,332.15,11.1,8.22,12.09,55.29,4.99,81.25,16.91,9.16,19.42,70.26,13.38,21.32,31.18,14.44,23.4,7.51,19.93,227.75,8.36,15.4,5.21,5.14,13.28,7.71,45.99,55.56,12.65,11.06,563.85,9.44,16.92,9.46,4.11,26.03,39.65,9.84,39.97,5.51,5.67,6.92,13.64,61.87,7.72,121.28,114.47,115.38,211.49,83.14,363.97,148.08,686.61,461.2,136.68,365.65,267.39,302.73,110.38,86.31,196.36,252.81,284.57,203.32,135.66,150.92,183.59,1081.08,22.68,203.94,64.76,5.71,197.04,172.76,364.78,30.12,1121.06,277.78,86.27,96.86,44.28,51.88,3186.99,2892.9,531.78,138.84,298.02,21.4,502.56,6.72,283.58,313.95,1698.39,4654.32,642.35,173.01,5537.18,3176.24,116.73,70.62,29.27,247.16,91.03,39.31,375.35,27.35,3940.2,209.79,457.67,182.93,414.57,209.77,14.0,731.64,1409.68,423.43,548.61,102.46,411.84,71.39,696.63,258.1,147.13,86.32,202.56,61.31,169.21,639.21,98.44,819.1,940.89,866.06,171.59,1552.67,732.54,449.85,191.59,1749.77,800.01,195.15,1281.1,74.83,1714.62,712.34,1333.92,280.58,251.57,455.47,259.68,30.74,252.22,56.38,116.58,58.95,715.97,841.15,12.85,339.25,888.21,731.8,190.61,203.65,39.04,2.72,118.99,2142.76,2265.94,868.76,1856.97,690.31,1773.25,1077.02,233.13,892.69,513.83,1965.15,198.88,98.7,141.35,1270.86,28.61,147.7,96.9,1166.67,198.67,1142.72,101.2,328.45,547.61,195.36,440.0,1328.96,123.7,91.96,1313.9,73.57
2021-07-26,114.79,108.38,18.54,21.1,24.91,117.33,6.97,15.43,5.66,12.81,9.6,114.35,1106.26,210.92,215.83,7.39,68.87,393.71,322.87,176.82,97.82,767.84,6.71,690.0,336.87,55.43,444.68,219.64,196.33,738.54,3528.19,3185.92,44.81,268.98,214.56,37.56,138.93,889.51,341.37,2179.1,407.49,96.37,10701.76,355.62,1815.97,176.53,143.12,1588.44,116.57,513.08,1736.75,1961.04,749.46,855.47,204.87,503.43,796.56,702.99,1398.06,264.71,412.41,44.18,485.07,375.37,2305.69,187.18,44.51,5.96,10.79,8.86,27.79,13.52,16.79,32.22,11.82,46.39,1214.62,104.73,28.6,30.85,317.88,10.82,8.02,11.95,51.89,4.89,77.73,16.76,9.12,18.91,68.76,13.16,21.06,31.06,13.62,22.28,7.47,19.38,222.32,8.41,15.29,5.13,5.09,12.85,7.63,45.15,58.26,12.24,10.77,534.45,9.18,17.0,9.22,4.09,25.57,38.45,9.78,37.9,5.52,5.68,6.73,12.94,57.11,7.69,121.13,106.19,109.62,204.68,80.79,351.6,150.52,673.41,434.79,125.98,361.56,249.04,291.02,107.23,83.58,200.09,251.99,272.17,197.93,126.76,149.58,182.97,1106.05,23.37,189.0,67.71,5.67,212.9,157.26,338.11,32.2,1094.06,226.83,90.14,96.8,46.6,57.2,2991.29,2719.48,528.7,140.49,286.6,21.13,483.42,6.64,275.03,309.03,1709.47,4315.49,597.35,166.82,5409.22,2895.12,113.24,71.08,28.68,239.96,92.36,38.7,355.76,26.88,3639.44,207.32,449.79,184.51,400.18,202.1,13.84,727.29,1351.25,412.82,529.17,99.98,394.55,67.9,735.55,253.08,143.07,89.46,203.88,59.3,165.9,649.96,100.24,822.97,906.49,868.01,168.28,1540.43,684.86,437.73,185.74,1727.17,742.08,203.15,1239.7,72.81,1778.88,782.62,1312.34,276.66,227.91,429.56,249.55,30.18,256.91,54.74,105.63,53.43,703.05,818.53,12.6,330.13,885.79,701.4,185.97,199.92,38.8,2.7,114.19,2055.01,2032.42,838.92,1786.53,630.71,1698.54,1049.08,218.26,924.44,507.73,1848.83,195.44,92.42,140.81,1243.83,28.84,141.34,91.81,1091.97,188.51,1126.64,99.95,313.42,540.38,184.1,415.35,1364.6,117.58,88.36,1116.62,71.99
2021-07-27,113.16,105.32,18.15,21.34,24.65,116.09,6.85,14.96,5.64,12.78,9.65,111.96,1052.67,204.98,209.34,7.37,67.15,377.28,303.25,176.31,94.46,756.05,6.69,633.27,339.15,54.65,433.4,209.43,213.57,716.8,3250.45,3054.49,43.85,269.16,210.78,37.56,135.67,845.26,321.65,2011.47,398.56,96.48,10188.4,358.95,1649.48,182.43,138.44,1632.87,113.44,502.11,1683.54,1895.26,709.47,842.9,221.6,486.04,731.21,698.59,1403.92,258.03,434.89,42.87,463.05,365.15,2207.52,181.82,43.62,6.25,10.29,8.48,26.38,12.95,15.92,31.17,11.75,44.96,1149.19,104.79,27.52,30.61,295.01,10.54,8.0,11.86,49.96,4.73,75.4,16.56,9.03,18.59,67.61,12.83,20.71,31.18,13.36,21.63,7.31,18.79,216.91,8.27,15.21,5.0,5.03,12.4,7.7,40.66,56.25,11.79,10.47,516.49,8.79,17.69,9.02,4.08,23.38,37.81,9.71,36.46,5.43,5.67,6.58,12.78,54.49,7.59,123.67,103.58,113.86,194.01,77.42,341.86,148.29,656.9,400.36,120.58,349.17,244.73,303.58,102.26,80.04,193.37,232.32,246.86,185.96,123.88,142.28,172.78,1133.82,22.26,185.4,66.38,5.64,200.96,162.06,327.16,34.04,1015.56,218.78,91.53,96.8,42.18,64.4,2834.73,2600.56,537.4,145.8,280.07,21.25,467.15,6.56,262.73,302.43,1646.14,4120.5,582.15,160.3,5329.13,2627.46,109.59,66.7,28.58,244.42,90.89,38.19,323.08,26.81,3384.2,196.19,437.38,188.99,385.17,204.02,13.42,709.89,1331.19,422.0,516.21,93.73,383.85,64.82,722.91,254.22,135.27,85.62,183.58,56.57,157.26,624.53,101.41,759.98,872.09,839.71,166.74,1412.83,666.28,453.79,177.22,1747.99,742.08,194.79,1160.68,69.56,1605.09,740.29,1274.41,264.38,216.03,396.65,239.71,30.06,246.34,52.82,96.87,50.01,652.53,762.66,12.37,313.45,836.6,722.7,171.89,205.65,39.39,2.69,111.19,1787.31,1976.44,804.52,1686.85,598.87,1668.61,1064.67,207.96,819.91,504.05,1864.54,187.12,85.68,141.08,1223.89,28.32,133.47,90.83,1069.06,184.59,1113.2,97.63,313.87,495.6,187.06,396.57,1385.66,113.7,86.64,1116.8,68.76
2021-07-28,113.68,103.63,17.5,21.08,24.59,116.27,6.86,14.71,5.75,12.71,9.44,111.8,1046.55,210.02,209.98,7.44,65.93,373.06,303.42,171.8,92.54,738.74,6.54,662.67,334.0,52.38,430.44,207.97,221.19,732.12,3333.42,2976.98,44.28,261.04,207.43,35.85,134.83,828.84,304.29,2105.46,392.03,91.03,10503.61,349.15,1627.92,173.29,138.71,1638.91,113.88,502.11,1661.13,1941.9,709.47,820.2,216.44,460.84,784.37,689.79,1406.03,258.58,454.45,41.75,439.23,367.42,2254.78,167.57,44.37,5.96,9.71,8.32,26.45,12.47,15.89,31.12,11.79,46.1,1173.66,104.71,27.51,30.46,300.23,10.45,8.03,11.58,49.46,4.59,76.53,16.48,9.04,18.45,65.31,12.81,20.85,30.52,13.36,20.89,7.22,18.68,215.22,8.54,14.75,4.95,5.04,12.44,7.65,38.79,54.56,11.61,10.29,510.17,8.88,16.76,9.01,4.08,24.19,37.65,9.8,37.85,5.32,5.67,6.5,12.28,52.27,7.62,124.65,105.49,109.44,192.82,80.09,361.15,139.76,654.66,396.38,118.0,360.72,241.94,305.5,101.49,80.64,194.79,225.87,246.81,192.55,122.6,147.98,179.12,1113.35,20.94,190.15,65.2,5.48,195.65,164.46,314.28,33.9,1018.31,231.78,86.68,94.99,40.67,59.26,2833.23,2633.27,544.7,139.11,276.8,20.35,466.19,6.44,269.78,294.13,1643.26,4146.49,575.15,149.52,5397.26,2696.93,107.32,65.66,27.48,234.89,93.01,37.54,317.56,25.93,3460.95,192.33,439.59,179.9,390.52,201.79,13.25,715.21,1366.74,410.41,496.77,97.27,386.2,63.15,730.73,252.06,132.05,81.42,186.55,58.67,153.95,595.76,96.92,758.94,868.89,851.38,167.62,1550.83,654.22,434.41,174.22,1747.43,704.15,188.15,1165.9,70.56,1615.08,707.6,1243.67,256.95,214.63,416.4,237.5,28.58,236.96,51.0,98.98,48.33,689.99,729.76,12.26,301.76,873.96,793.4,179.89,195.91,38.75,2.69,108.75,1792.6,2057.58,786.6,1660.3,613.91,1678.73,1021.0,196.81,851.02,486.37,1942.84,187.08,90.25,132.5,1187.47,27.58,133.26,88.05,1083.76,189.07,1116.68,105.06,332.2,525.65,206.14,418.99,1341.24,110.28,90.17,1208.71,69.75
2021-07-29,112.91,103.3,19.06,20.89,24.48,115.38,6.88,14.79,5.74,12.71,9.41,112.41,1071.04,211.89,209.66,7.36,65.76,373.38,305.13,172.09,92.62,811.31,6.41,679.14,337.93,52.56,438.75,214.47,225.08,775.61,3286.34,3119.2,44.46,280.28,208.01,36.8,134.09,861.4,333.49,2126.26,414.66,92.54,10396.06,355.03,1663.76,181.56,137.78,1643.65,111.0,501.32,1675.14,2029.26,689.74,817.44,238.37,497.47,830.02,691.99,1376.5,258.58,484.17,42.15,447.05,364.01,2285.69,175.32,44.08,6.01,9.8,8.23,26.57,12.78,16.0,31.09,11.75,45.13,1231.8,100.15,27.68,30.46,309.59,10.53,7.83,11.57,49.82,4.62,75.27,16.43,9.02,18.46,66.0,12.89,20.8,30.7,13.36,21.67,7.25,18.85,217.91,8.49,14.85,4.95,5.01,12.6,7.64,42.57,59.11,11.59,10.3,524.51,8.68,17.09,9.06,4.09,24.18,38.13,9.73,38.22,5.37,5.64,6.55,13.2,53.89,7.48,129.75,104.02,115.21,191.97,82.08,368.63,145.9,664.65,415.45,114.78,376.86,266.02,314.79,102.89,83.14,197.59,246.71,271.01,193.14,134.54,151.5,186.32,1184.8,22.35,205.59,67.59,5.48,225.05,167.58,310.38,34.97,1069.06,235.75,94.8,96.5,48.27,62.27,2864.84,2644.17,548.35,146.72,276.8,20.53,468.11,6.47,269.85,299.66,1657.22,4026.83,578.87,156.68,5402.78,2683.48,109.51,67.99,27.76,246.73,93.65,38.19,317.91,26.07,3438.33,192.17,432.27,180.42,388.36,207.01,13.11,727.29,1362.87,431.19,539.7,99.04,394.68,62.9,772.2,258.78,135.79,82.12,205.12,57.72,151.36,636.02,103.0,778.95,881.29,842.3,167.4,1605.0,646.25,408.21,183.58,1846.09,721.62,194.87,1199.92,77.22,1731.99,780.51,1262.63,266.67,222.08,429.22,258.2,29.02,241.79,51.28,97.01,50.22,714.34,743.47,12.39,315.26,898.92,814.38,179.28,203.48,39.72,2.68,108.35,1889.74,2181.61,802.04,1746.98,628.11,1752.58,1167.16,198.24,1020.47,557.76,1967.55,192.8,95.3,140.6,1359.04,27.71,133.07,89.32,1133.48,197.77,1153.28,105.05,335.65,557.4,209.56,431.32,1373.67,116.44,90.35,1231.64,69.47
