2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
600811.SS,600997.SS,601111.SS,601139.SS,601808.SS,601857.SS,601888.SS,601899.SS,601989.SS,601933.SS,603392.SS,603806.SS,605117.SS,603833.SS,603501.SS,688008.SS
600812.SS,600998.SS,601117.SS,601158.SS,601818.SS,601866.SS,601899.SS,601901.SS,601991.SS,601939.SS,603501.SS,603833.SS,605499.SS,603899.SS,603659.SS,688009.SS
600820.SS,600999.SS,601118.SS,601166.SS,601857.SS,601872.SS,601901.SS,601919.SS,601992.SS,601985.SS,603658.SS,603882.SS,688005.SS,603986.SS,603799.SS,688012.SS
600832.SS,601001.SS,601158.SS,601168.SS,601866.SS,601888.SS,601919.SS,601933.SS,601997.SS,601988.SS,603799.SS,603899.SS,688008.SS,603993.SS,603806.SS,688036.SS
600835.SS,601006.SS,601166.SS,601169.SS,601888.SS,601898.SS,601928.SS,601939.SS,601998.SS,601989.SS,603833.SS,603939.SS,688012.SS,605117.SS,603833.SS,688047.SS
600837.SS,601009.SS,601168.SS,601186.SS,601898.SS,601899.SS,601933.SS,601958.SS,603156.SS,601992.SS,603899.SS,603986.SS,688036.SS,605499.SS,603986.SS,688082.SS
600839.SS,601018.SS,601169.SS,601231.SS,601899.SS,601901.SS,601939.SS,601966.SS,603160.SS,601997.SS,603986.SS,603993.SS,688065.SS,688008.SS,603993.SS,688111.SS
600863.SS,601088.SS,601179.SS,601238.SS,601901.SS,601919.SS,601958.SS,601985.SS,603259.SS,601998.SS,603993.SS,605499.SS,688111.SS,688012.SS,605117.SS,688169.SS
600875.SS,601098.SS,601186.SS,601258.SS,601928.SS,601928.SS,601985.SS,601988.SS,603260.SS,603019.SS,688008.SS,688008.SS,688126.SS,688036.SS,605499.SS,688187.SS
600879.SS,601101.SS,601216.SS,601766.SS,601929.SS,601933.SS,601988.SS,601989.SS,603288.SS,603156.SS,688009.SS,688009.SS,688169.SS,688041.SS,688008.SS,688223.SS
600881.SS,601106.SS,601233.SS,601800.SS,601933.SS,601939.SS,601989.SS,601991.SS,603799.SS,603160.SS,688012.SS,688012.SS,688187.SS,688065.SS,688009.SS,688256.SS
600886.SS,601107.SS,601258.SS,601808.SS,601939.SS,601958.SS,601998.SS,601992.SS,603833.SS,603259.SS,688036.SS,688036.SS,688303.SS,688111.SS,688012.SS,688271.SS
600895.SS,601111.SS,601268.SS,601818.SS,601958.SS,601969.SS,603000.SS,601997.SS,603858.SS,603260.SS,000001.SZ,688111.SS,688363.SS,688126.SS,688036.SS,688303.SS
600900.SS,601117.SS,601718.SS,601857.SS,601988.SS,601985.SS,603885.SS,601998.SS,603993.SS,603288.SS,000002.SZ,688126.SS,688396.SS,688187.SS,688041.SS,688396.SS
600970.SS,601118.SS,601766.SS,601866.SS,601989.SS,601988.SS,603993.SS,603160.SS,000001.SZ,603501.SS,000063.SZ,688169.SS,688561.SS,688223.SS,688082.SS,688472.SS
600997.SS,601158.SS,601788.SS,601888.SS,601992.SS,601989.SS,000001.SZ,603799.SS,000002.SZ,603833.SS,000066.SZ,688363.SS,688599.SS,688256.SS,688111.SS,688506.SS
600999.SS,601166.SS,601808.SS,601898.SS,601998.SS,601991.SS,000002.SZ,603833.SS,000069.SZ,603899.SS,000069.SZ,688396.SS,688981.SS,688271.SS,688126.SS,000001.SZ
601001.SS,601168.SS,601818.SS,601899.SS,603000.SS,601992.SS,000008.SZ,603858.SS,000100.SZ,603986.SS,000100.SZ,688561.SS,000001.SZ,688303.SS,688169.SS,000002.SZ
601003.SS,601169.SS,601857.SS,601901.SS,603288.SS,601998.SS,000009.SZ,603993.SS,000157.SZ,603993.SS,000157.SZ,688599.SS,000002.SZ,688363.SS,688187.SS,000063.SZ
601006.SS,601179.SS,601866.SS,601918.SS,603699.SS,603000.SS,000027.SZ,000001.SZ,000166.SZ,000001.SZ,000166.SZ,688981.SS,000063.SZ,688396.SS,688223.SS,000100.SZ
601009.SS,601186.SS,601888.SS,601928.SS,603993.SS,603288.SS,000039.SZ,000002.SZ,000338.SZ,000002.SZ,000333.SZ,000001.SZ,000069.SZ,688561.SS,688256.SS,000157.SZ
601088.SS,601268.SS,601898.SS,601933.SS,000001.SZ,603885.SS,000060.SZ,000008.SZ,000402.SZ,000063.SZ,000338.SZ,000002.SZ,000100.SZ,688599.SS,688271.SS,000166.SZ
601099.SS,601718.SS,601899.SS,601939.SS,000002.SZ,603993.SS,000061.SZ,000060.SZ,000413.SZ,000069.SZ,000425.SZ,000063.SZ,000157.SZ,688981.SS,688303.SS,000301.SZ
601107.SS,601727.SS,601901.SS,601958.SS,000009.SZ,000001.SZ,000063.SZ,000063.SZ,000423.SZ,000100.SZ,000538.SZ,000066.SZ,000166.SZ,000001.SZ,688396.SS,000333.SZ
601111.SS,601766.SS,601918.SS,601988.SS,000024.SZ,000002.SZ,000069.SZ,000069.SZ,000425.SZ,000157.SZ,000568.SZ,000069.SZ,000301.SZ,000002.SZ,688472.SS,000338.SZ
601117.SS,601788.SS,601919.SS,601989.SS,000027.SZ,000009.SZ,000100.SZ,000100.SZ,000503.SZ,000166.SZ,000596.SZ,000100.SZ,000333.SZ,000063.SZ,688506.SS,000425.SZ
601139.SS,601808.SS,601928.SS,601991.SS,000039.SZ,000027.SZ,000156.SZ,000157.SZ,000553.SZ,000338.SZ,000625.SZ,000157.SZ,000338.SZ,000069.SZ,688599.SS,000538.SZ
601166.SS,601818.SS,601933.SS,601992.SS,000060.SZ,000039.SZ,000157.SZ,000166.SZ,000568.SZ,000415.SZ,000627.SZ,000166.SZ,000408.SZ,000100.SZ,688981.SS,000568.SZ
601168.SS,601857.SS,601939.SS,601998.SS,000061.SZ,000046.SZ,000166.SZ,000333.SZ,000625.SZ,000423.SZ,000651.SZ,000333.SZ,000425.SZ,000157.SZ,000001.SZ,000596.SZ
601169.SS,601866.SS,601958.SS,603000.SS,000063.SZ,000060.SZ,000333.SZ,000338.SZ,000627.SZ,000425.SZ,000656.SZ,000338.SZ,000538.SZ,000166.SZ,000002.SZ,000617.SZ
601179.SS,601888.SS,601988.SS,603993.SS,000069.SZ,000061.SZ,000338.SZ,000402.SZ,000630.SZ,000568.SZ,000661.SZ,000538.SZ,000568.SZ,000301.SZ,000063.SZ,000625.SZ
601186.SS,601898.SS,601989.SS,000001.SZ,000100.SZ,000063.SZ,000402.SZ,000413.SZ,000651.SZ,000596.SZ,000671.SZ,000568.SZ,000596.SZ,000333.SZ,000100.SZ,000630.SZ
601727.SS,601899.SS,601991.SS,000002.SZ,000156.SZ,000069.SZ,000413.SZ,000415.SZ,000661.SZ,000625.SZ,000703.SZ,000596.SZ,000625.SZ,000338.SZ,000157.SZ,000651.SZ
601766.SS,601918.SS,601992.SS,000009.SZ,000157.SZ,000100.SZ,000415.SZ,000423.SZ,000671.SZ,000629.SZ,000708.SZ,000625.SZ,000651.SZ,000408.SZ,000166.SZ,000661.SZ
601788.SS,601919.SS,601998.SS,000012.SZ,000333.SZ,000156.SZ,000423.SZ,000425.SZ,000709.SZ,000630.SZ,000723.SZ,000651.SZ,000661.SZ,000425.SZ,000301.SZ,000708.SZ
601801.SS,601933.SS,000001.SZ,000024.SZ,000338.SZ,000157.SZ,000425.SZ,000503.SZ,000725.SZ,000656.SZ,000725.SZ,000661.SZ,000708.SZ,000538.SZ,000333.SZ,000725.SZ
601808.SS,601939.SS,000002.SZ,000039.SZ,000400.SZ,000166.SZ,000503.SZ,000538.SZ,000728.SZ,000671.SZ,000768.SZ,000703.SZ,000723.SZ,000568.SZ,000338.SZ,000768.SZ
601857.SS,601958.SS,000009.SZ,000046.SZ,000401.SZ,000333.SZ,000538.SZ,000540.SZ,000768.SZ,000703.SZ,000776.SZ,000708.SZ,000725.SZ,000596.SZ,000408.SZ,000776.SZ
601866.SS,601988.SS,000012.SZ,000060.SZ,000402.SZ,000338.SZ,000540.SZ,000559.SZ,000776.SZ,000709.SZ,000783.SZ,000725.SZ,000733.SZ,000617.SZ,000425.SZ,000786.SZ
601872.SS,601989.SS,000021.SZ,000061.SZ,000413.SZ,000400.SZ,000555.SZ,000568.SZ,000783.SZ,000723.SZ,000786.SZ,000768.SZ,000768.SZ,000625.SZ,000538.SZ,000792.SZ
601877.SS,601998.SS,000024.SZ,000063.SZ,000423.SZ,000402.SZ,000559.SZ,000623.SZ,000786.SZ,000725.SZ,000858.SZ,000776.SZ,000776.SZ,000651.SZ,000568.SZ,000807.SZ
601888.SS,000001.SZ,000039.SZ,000069.SZ,000425.SZ,000413.SZ,000568.SZ,000625.SZ,000792.SZ,000728.SZ,000860.SZ,000783.SZ,000786.SZ,000661.SZ,000596.SZ,000858.SZ
601898.SS,000002.SZ,000046.SZ,000100.SZ,000503.SZ,000415.SZ,000623.SZ,000627.SZ,000826.SZ,000768.SZ,000876.SZ,000786.SZ,000792.SZ,000708.SZ,000617.SZ,000876.SZ
601899.SS,000009.SZ,000059.SZ,000156.SZ,000536.SZ,000423.SZ,000625.SZ,000630.SZ,000839.SZ,000776.SZ,000895.SZ,000800.SZ,000800.SZ,000725.SZ,000625.SZ,000895.SZ
601918.SS,000012.SZ,000060.SZ,000157.SZ,000538.SZ,000425.SZ,000627.SZ,000651.SZ,000858.SZ,000783.SZ,000938.SZ,000858.SZ,000858.SZ,000733.SZ,000630.SZ,000938.SZ
601919.SS,000021.SZ,000061.SZ,000338.SZ,000559.SZ,000503.SZ,000630.SZ,000671.SZ,000876.SZ,000786.SZ,000961.SZ,000876.SZ,000876.SZ,000768.SZ,000651.SZ,000963.SZ
601939.SS,000024.SZ,000063.SZ,000400.SZ,000562.SZ,000538.SZ,000651.SZ,000686.SZ,000895.SZ,000858.SZ,000963.SZ,000895.SZ,000877.SZ,000776.SZ,000661.SZ,000975.SZ
601958.SS,000027.SZ,000069.SZ,000401.SZ,000568.SZ,000539.SZ,000671.SZ,000709.SZ,000898.SZ,000876.SZ,002001.SZ,000938.SZ,000895.SZ,000786.SZ,000708.SZ,000977.SZ
601988.SS,000031.SZ,000100.SZ,000402.SZ,000581.SZ,000540.SZ,000686.SZ,000723.SZ,000959.SZ,000898.SZ,002007.SZ,000963.SZ,000938.SZ,000792.SZ,000725.SZ,000983.SZ
601989.SS,000039.SZ,000157.SZ,000423.SZ,000598.SZ,000559.SZ,000709.SZ,000725.SZ,000961.SZ,000938.SZ,002008.SZ,000977.SZ,000963.SZ,000800.SZ,000768.SZ,000999.SZ
601991.SS,000059.SZ,000338.SZ,000425.SZ,000623.SZ,000568.SZ,000712.SZ,000728.SZ,000963.SZ,000961.SZ,002024.SZ,001979.SZ,000977.SZ,000858.SZ,000776.SZ,001391.SZ
601998.SS,000060.SZ,000401.SZ,000528.SZ,000625.SZ,000581.SZ,000718.SZ,000738.SZ,000983.SZ,000963.SZ,002027.SZ,002001.SZ,001289.SZ,000876.SZ,000786.SZ,001965.SZ
000001.SZ,000061.SZ,000402.SZ,000536.SZ,000629.SZ,000598.SZ,000725.SZ,000750.SZ,001965.SZ,001979.SZ,002032.SZ,002007.SZ,001979.SZ,000877.SZ,000792.SZ,001979.SZ
000002.SZ,000063.SZ,000422.SZ,000538.SZ,000630.SZ,000623.SZ,000728.SZ,000768.SZ,001979.SZ,002001.SZ,002044.SZ,002008.SZ,002001.SZ,000895.SZ,000800.SZ,002001.SZ
000009.SZ,000069.SZ,000423.SZ,000562.SZ,000651.SZ,000625.SZ,000738.SZ,000776.SZ,002001.SZ,002007.SZ,002049.SZ,002024.SZ,002007.SZ,000938.SZ,000807.SZ,002027.SZ
000012.SZ,000100.SZ,000425.SZ,000568.SZ,000686.SZ,000629.SZ,000750.SZ,000783.SZ,002007.SZ,002008.SZ,002050.SZ,002027.SZ,002008.SZ,000963.SZ,000858.SZ,002028.SZ
000021.SZ,000157.SZ,000527.SZ,000581.SZ,000709.SZ,000630.SZ,000768.SZ,000792.SZ,002008.SZ,002010.SZ,002120.SZ,002032.SZ,002027.SZ,000977.SZ,000876.SZ,002049.SZ
000024.SZ,000338.SZ,000528.SZ,000596.SZ,000725.SZ,000651.SZ,000776.SZ,000826.SZ,002024.SZ,002024.SZ,002129.SZ,002044.SZ,002032.SZ,000983.SZ,000895.SZ,002050.SZ
000027.SZ,000401.SZ,000538.SZ,000598.SZ,000728.SZ,000686.SZ,000778.SZ,000839.SZ,002027.SZ,002027.SZ,002142.SZ,002049.SZ,002049.SZ,000999.SZ,000938.SZ,002074.SZ
000031.SZ,000402.SZ,000559.SZ,000623.SZ,000729.SZ,000709.SZ,000783.SZ,000858.SZ,002032.SZ,002032.SZ,002146.SZ,002050.SZ,002050.SZ,001289.SZ,000963.SZ,002142.SZ
000039.SZ,000422.SZ,000562.SZ,000625.SZ,000750.SZ,000712.SZ,000792.SZ,000876.SZ,002044.SZ,002044.SZ,002153.SZ,002064.SZ,002064.SZ,001979.SZ,000975.SZ,002179.SZ
000046.SZ,000423.SZ,000568.SZ,000629.SZ,000768.SZ,000725.SZ,000793.SZ,000895.SZ,002050.SZ,002050.SZ,002157.SZ,002120.SZ,002074.SZ,002001.SZ,000977.SZ,002230.SZ
000059.SZ,000425.SZ,000581.SZ,000630.SZ,000776.SZ,000728.SZ,000800.SZ,000898.SZ,002065.SZ,002081.SZ,002179.SZ,002129.SZ,002120.SZ,002007.SZ,000983.SZ,002236.SZ
000060.SZ,000527.SZ,000623.SZ,000651.SZ,000778.SZ,000729.SZ,000826.SZ,000938.SZ,002081.SZ,002120.SZ,002202.SZ,002142.SZ,002129.SZ,002027.SZ,000999.SZ,002241.SZ
000061.SZ,000528.SZ,000625.SZ,000656.SZ,000783.SZ,000738.SZ,000839.SZ,000959.SZ,002085.SZ,002142.SZ,002230.SZ,002157.SZ,002142.SZ,002049.SZ,001289.SZ,002252.SZ
000063.SZ,000536.SZ,000629.SZ,000686.SZ,000792.SZ,000750.SZ,000858.SZ,000961.SZ,002120.SZ,002146.SZ,002236.SZ,002179.SZ,002179.SZ,002050.SZ,001965.SZ,002304.SZ
000069.SZ,000538.SZ,000630.SZ,000703.SZ,000793.SZ,000768.SZ,000876.SZ,000963.SZ,002142.SZ,002153.SZ,002241.SZ,002202.SZ,002180.SZ,002074.SZ,001979.SZ,002311.SZ
000089.SZ,000559.SZ,000651.SZ,000709.SZ,000800.SZ,000776.SZ,000895.SZ,000983.SZ,002146.SZ,002179.SZ,002252.SZ,002230.SZ,002202.SZ,002129.SZ,002001.SZ,002352.SZ
000100.SZ,000562.SZ,000680.SZ,000718.SZ,000825.SZ,000778.SZ,000917.SZ,001979.SZ,002153.SZ,002230.SZ,002271.SZ,002236.SZ,002230.SZ,002142.SZ,002007.SZ,002371.SZ
000157.SZ,000568.SZ,000686.SZ,000725.SZ,000826.SZ,000783.SZ,000938.SZ,002007.SZ,002179.SZ,002236.SZ,002304.SZ,002241.SZ,002236.SZ,002179.SZ,002027.SZ,002384.SZ
000338.SZ,000612.SZ,000703.SZ,000728.SZ,000831.SZ,000792.SZ,000963.SZ,002008.SZ,002202.SZ,002241.SZ,002311.SZ,002252.SZ,002241.SZ,002180.SZ,002028.SZ,002415.SZ
000401.SZ,000623.SZ,000709.SZ,000729.SZ,000839.SZ,000793.SZ,000977.SZ,002024.SZ,002230.SZ,002271.SZ,002352.SZ,002271.SZ,002252.SZ,002202.SZ,002049.SZ,002422.SZ
000402.SZ,000625.SZ,000718.SZ,000750.SZ,000858.SZ,000800.SZ,000983.SZ,002027.SZ,002236.SZ,002294.SZ,002371.SZ,002304.SZ,002271.SZ,002230.SZ,002050.SZ,002459.SZ
000422.SZ,000630.SZ,000725.SZ,000758.SZ,000869.SZ,000825.SZ,001979.SZ,002044.SZ,002241.SZ,002304.SZ,002384.SZ,002311.SZ,002304.SZ,002236.SZ,002074.SZ,002460.SZ
000423.SZ,000651.SZ,000728.SZ,000768.SZ,000876.SZ,000826.SZ,002007.SZ,002065.SZ,002271.SZ,002311.SZ,002410.SZ,002352.SZ,002311.SZ,002241.SZ,002129.SZ,002463.SZ
000425.SZ,000680.SZ,000729.SZ,000776.SZ,000878.SZ,000831.SZ,002008.SZ,002074.SZ,002294.SZ,002352.SZ,002414.SZ,002371.SZ,002352.SZ,002252.SZ,002142.SZ,002466.SZ
000488.SZ,000685.SZ,000758.SZ,000778.SZ,000883.SZ,000858.SZ,002024.SZ,002081.SZ,002304.SZ,002410.SZ,002415.SZ,002410.SZ,002371.SZ,002271.SZ,002179.SZ,002475.SZ
000527.SZ,000686.SZ,000768.SZ,000783.SZ,000895.SZ,000876.SZ,002027.SZ,002142.SZ,002311.SZ,002411.SZ,002422.SZ,002414.SZ,002410.SZ,002304.SZ,002180.SZ,002493.SZ
000528.SZ,000690.SZ,000776.SZ,000792.SZ,000898.SZ,000883.SZ,002049.SZ,002146.SZ,002352.SZ,002415.SZ,002456.SZ,002415.SZ,002414.SZ,002311.SZ,002230.SZ,002594.SZ
000538.SZ,000709.SZ,000778.SZ,000793.SZ,000917.SZ,000895.SZ,002065.SZ,002153.SZ,002415.SZ,002422.SZ,002460.SZ,002459.SZ,002415.SZ,002352.SZ,002236.SZ,002600.SZ
000562.SZ,000718.SZ,000780.SZ,000800.SZ,000937.SZ,000898.SZ,002074.SZ,002174.SZ,002422.SZ,002460.SZ,002463.SZ,002460.SZ,002459.SZ,002371.SZ,002241.SZ,002601.SZ
000568.SZ,000725.SZ,000783.SZ,000826.SZ,000960.SZ,000917.SZ,002081.SZ,002202.SZ,002456.SZ,002468.SZ,002475.SZ,002466.SZ,002460.SZ,002410.SZ,002252.SZ,002625.SZ
000612.SZ,000728.SZ,000792.SZ,000831.SZ,000963.SZ,000937.SZ,002085.SZ,002230.SZ,002460.SZ,002475.SZ,002493.SZ,002475.SZ,002466.SZ,002415.SZ,002271.SZ,002648.SZ
000623.SZ,000729.SZ,000800.SZ,000839.SZ,000970.SZ,000963.SZ,002129.SZ,002236.SZ,002468.SZ,002493.SZ,002508.SZ,002493.SZ,002475.SZ,002459.SZ,002304.SZ,002709.SZ
000625.SZ,000758.SZ,000807.SZ,000858.SZ,000983.SZ,000983.SZ,002131.SZ,002241.SZ,002475.SZ,002508.SZ,002555.SZ,002555.SZ,002493.SZ,002460.SZ,002311.SZ,002714.SZ
000630.SZ,000768.SZ,000825.SZ,000869.SZ,000999.SZ,000999.SZ,002142.SZ,002252.SZ,002493.SZ,002555.SZ,002558.SZ,002568.SZ,002555.SZ,002466.SZ,002352.SZ,002736.SZ
000631.SZ,000776.SZ,000839.SZ,000876.SZ,002001.SZ,002007.SZ,002146.SZ,002292.SZ,002508.SZ,002558.SZ,002594.SZ,002594.SZ,002594.SZ,002475.SZ,002371.SZ,002916.SZ
000651.SZ,000778.SZ,000858.SZ,000878.SZ,002007.SZ,002008.SZ,002152.SZ,002294.SZ,002555.SZ,002594.SZ,002600.SZ,002600.SZ,002600.SZ,002493.SZ,002415.SZ,002920.SZ
000652.SZ,000780.SZ,000869.SZ,000895.SZ,002008.SZ,002024.SZ,002153.SZ,002304.SZ,002572.SZ,002601.SZ,002601.SZ,002601.SZ,002601.SZ,002555.SZ,002422.SZ,002938.SZ
000667.SZ,000783.SZ,000876.SZ,000933.SZ,002024.SZ,002038.SZ,002174.SZ,002310.SZ,002594.SZ,002602.SZ,002602.SZ,002602.SZ,002602.SZ,002594.SZ,002459.SZ,003816.SZ
000680.SZ,000792.SZ,000878.SZ,000937.SZ,002038.SZ,002065.SZ,002183.SZ,002352.SZ,002601.SZ,002607.SZ,002607.SZ,002607.SZ,002648.SZ,002601.SZ,002460.SZ,300014.SZ
000685.SZ,000800.SZ,000895.SZ,000960.SZ,002051.SZ,002081.SZ,002195.SZ,002385.SZ,002625.SZ,002624.SZ,002624.SZ,002624.SZ,002709.SZ,002603.SZ,002463.SZ,300015.SZ
000686.SZ,000807.SZ,000898.SZ,000961.SZ,002065.SZ,002129.SZ,002202.SZ,002411.SZ,002673.SZ,002673.SZ,002673.SZ,002709.SZ,002714.SZ,002648.SZ,002466.SZ,300033.SZ
000690.SZ,000825.SZ,000933.SZ,000963.SZ,002081.SZ,002142.SZ,002230.SZ,002415.SZ,002714.SZ,002714.SZ,002714.SZ,002714.SZ,002736.SZ,002709.SZ,002475.SZ,300059.SZ
000709.SZ,000839.SZ,000937.SZ,000970.SZ,002129.SZ,002146.SZ,002236.SZ,002424.SZ,002736.SZ,002736.SZ,002736.SZ,002736.SZ,002756.SZ,002714.SZ,002493.SZ,300122.SZ
000717.SZ,000858.SZ,000960.SZ,000983.SZ,002142.SZ,002153.SZ,002241.SZ,002426.SZ,002773.SZ,002739.SZ,002739.SZ,002791.SZ,002812.SZ,002736.SZ,002555.SZ,300124.SZ
000718.SZ,000869.SZ,000961.SZ,000999.SZ,002146.SZ,002195.SZ,002252.SZ,002450.SZ,002797.SZ,002773.SZ,002773.SZ,002812.SZ,002821.SZ,002812.SZ,002594.SZ,300251.SZ
000725.SZ,000876.SZ,000968.SZ,002001.SZ,002153.SZ,002202.SZ,002292.SZ,002456.SZ,002925.SZ,002841.SZ,002812.SZ,002821.SZ,002841.SZ,002821.SZ,002601.SZ,300274.SZ
000728.SZ,000878.SZ,000969.SZ,002007.SZ,002202.SZ,002230.SZ,002299.SZ,002460.SZ,300003.SZ,002916.SZ,002821.SZ,002841.SZ,002916.SZ,002841.SZ,002648.SZ,300308.SZ
000729.SZ,000895.SZ,000983.SZ,002024.SZ,002230.SZ,002236.SZ,002304.SZ,002465.SZ,300015.SZ,002938.SZ,002841.SZ,002916.SZ,002920.SZ,002916.SZ,002709.SZ,300316.SZ
000758.SZ,000898.SZ,000999.SZ,002038.SZ,002236.SZ,002241.SZ,002310.SZ,002466.SZ,300017.SZ,002939.SZ,002916.SZ,002938.SZ,002938.SZ,002920.SZ,002714.SZ,300347.SZ
000768.SZ,000927.SZ,002001.SZ,002051.SZ,002241.SZ,002252.SZ,002385.SZ,002468.SZ,300024.SZ,002945.SZ,002938.SZ,003816.SZ,003816.SZ,002938.SZ,002736.SZ,300394.SZ
000778.SZ,000933.SZ,002007.SZ,002065.SZ,002252.SZ,002292.SZ,002415.SZ,002470.SZ,300033.SZ,002958.SZ,002939.SZ,300003.SZ,300014.SZ,003816.SZ,002812.SZ,300408.SZ
000780.SZ,000937.SZ,002024.SZ,002069.SZ,002292.SZ,002294.SZ,002424.SZ,002475.SZ,300059.SZ,300003.SZ,002945.SZ,300014.SZ,300015.SZ,300014.SZ,002916.SZ,300413.SZ
000783.SZ,000951.SZ,002038.SZ,002081.SZ,002294.SZ,002304.SZ,002426.SZ,002500.SZ,300070.SZ,300017.SZ,002958.SZ,300015.SZ,300033.SZ,300015.SZ,002920.SZ,300418.SZ
000792.SZ,000960.SZ,002069.SZ,002106.SZ,002304.SZ,002353.SZ,002450.SZ,002508.SZ,300122.SZ,300024.SZ,003816.SZ,300033.SZ,300059.SZ,300033.SZ,002938.SZ,300433.SZ
000800.SZ,000961.SZ,002073.SZ,002129.SZ,002310.SZ,002375.SZ,002456.SZ,002555.SZ,300124.SZ,300033.SZ,300003.SZ,300059.SZ,300122.SZ,300059.SZ,003816.SZ,300442.SZ
000807.SZ,000968.SZ,002081.SZ,002142.SZ,002344.SZ,002385.SZ,002465.SZ,002558.SZ,300136.SZ,300059.SZ,300014.SZ,300122.SZ,300124.SZ,300122.SZ,300014.SZ,300476.SZ
000825.SZ,000969.SZ,002092.SZ,002146.SZ,002353.SZ,002399.SZ,002466.SZ,002572.SZ,300142.SZ,300070.SZ,300015.SZ,300124.SZ,300142.SZ,300124.SZ,300015.SZ,300498.SZ
000839.SZ,000983.SZ,002106.SZ,002155.SZ,002375.SZ,002410.SZ,002470.SZ,002594.SZ,300144.SZ,300122.SZ,300033.SZ,300142.SZ,300207.SZ,300142.SZ,300033.SZ,300502.SZ
000858.SZ,000999.SZ,002122.SZ,002202.SZ,002385.SZ,002415.SZ,002475.SZ,002601.SZ,300251.SZ,300136.SZ,300059.SZ,300144.SZ,300223.SZ,300223.SZ,300059.SZ,300628.SZ
000876.SZ,002001.SZ,002128.SZ,002230.SZ,002399.SZ,002422.SZ,002500.SZ,002602.SZ,300296.SZ,300142.SZ,300122.SZ,300274.SZ,300274.SZ,300274.SZ,300122.SZ,300661.SZ
000878.SZ,002007.SZ,002142.SZ,002236.SZ,002400.SZ,002450.SZ,002568.SZ,002608.SZ,300408.SZ,300144.SZ,300124.SZ,300316.SZ,300316.SZ,300308.SZ,300124.SZ,300750.SZ
000895.SZ,002024.SZ,002146.SZ,002241.SZ,002410.SZ,002456.SZ,002594.SZ,002624.SZ,300433.SZ,300347.SZ,300136.SZ,300347.SZ,300347.SZ,300316.SZ,300274.SZ,300759.SZ
000897.SZ,002028.SZ,002155.SZ,002269.SZ,002415.SZ,002465.SZ,002673.SZ,002673.SZ,,300408.SZ,300142.SZ,300408.SZ,300408.SZ,300347.SZ,300308.SZ,300760.SZ
000898.SZ,002069.SZ,002202.SZ,002294.SZ,002416.SZ,002470.SZ,002714.SZ,002714.SZ,,300413.SZ,300144.SZ,300413.SZ,300413.SZ,300408.SZ,300316.SZ,300782.SZ
000900.SZ,002073.SZ,002241.SZ,002299.SZ,002422.SZ,002475.SZ,002736.SZ,002736.SZ,,300433.SZ,300347.SZ,300433.SZ,300433.SZ,300413.SZ,300347.SZ,300803.SZ
000927.SZ,002092.SZ,002299.SZ,002304.SZ,002429.SZ,002500.SZ,002739.SZ,002739.SZ,,300498.SZ,300408.SZ,300450.SZ,300450.SZ,300433.SZ,300394.SZ,300832.SZ
000932.SZ,002106.SZ,002304.SZ,002310.SZ,002450.SZ,002594.SZ,002797.SZ,002797.SZ,,,300413.SZ,300498.SZ,300454.SZ,300450.SZ,300408.SZ,300866.SZ
000933.SZ,002122.SZ,002310.SZ,002344.SZ,002456.SZ,002673.SZ,300002.SZ,002831.SZ,,,300433.SZ,300529.SZ,300496.SZ,300454.SZ,300413.SZ,300896.SZ
000937.SZ,002128.SZ,002344.SZ,002353.SZ,002465.SZ,002736.SZ,300015.SZ,002839.SZ,,,300498.SZ,300558.SZ,300498.SZ,300496.SZ,300418.SZ,300979.SZ
000951.SZ,002142.SZ,002353.SZ,002375.SZ,002470.SZ,002739.SZ,300017.SZ,002841.SZ,,,300529.SZ,300595.SZ,300529.SZ,300498.SZ,300433.SZ,300999.SZ
000959.SZ,002146.SZ,002378.SZ,002385.SZ,002475.SZ,300002.SZ,300024.SZ,300003.SZ,,,300601.SZ,300601.SZ,300595.SZ,300628.SZ,300442.SZ,301236.SZ
000960.SZ,002155.SZ,002385.SZ,002399.SZ,002500.SZ,300003.SZ,300027.SZ,300015.SZ,,,300628.SZ,300628.SZ,300601.SZ,300661.SZ,300450.SZ,302132.SZ
000961.SZ,002202.SZ,002399.SZ,002415.SZ,002570.SZ,300015.SZ,300033.SZ,300017.SZ,,,300676.SZ,300676.SZ,300628.SZ,300750.SZ,300498.SZ,
000968.SZ,002244.SZ,002405.SZ,002422.SZ,002594.SZ,300017.SZ,300058.SZ,300024.SZ,,,,300677.SZ,300661.SZ,300751.SZ,300502.SZ,
000969.SZ,002294.SZ,002415.SZ,002431.SZ,002603.SZ,300024.SZ,300059.SZ,300027.SZ,,,,300750.SZ,300750.SZ,300759.SZ,300628.SZ,
000983.SZ,002304.SZ,002422.SZ,002450.SZ,002653.SZ,300027.SZ,300070.SZ,300033.SZ,,,,300759.SZ,300751.SZ,300760.SZ,300661.SZ,
000999.SZ,002310.SZ,002431.SZ,002456.SZ,002673.SZ,300058.SZ,300072.SZ,300059.SZ,,,,300760.SZ,300759.SZ,300763.SZ,300750.SZ,
002001.SZ,002385.SZ,002493.SZ,002500.SZ,300015.SZ,300059.SZ,300085.SZ,300070.SZ,,,,300782.SZ,300760.SZ,300782.SZ,300759.SZ,
