Date,600000.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600023.SS,600025.SS,600026.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600039.SS,600048.SS,600050.SS,600061.SS,600066.SS,600085.SS,600089.SS,600104.SS,600111.SS,600115.SS,600150.SS,600160.SS,600161.SS,600176.SS,600183.SS,600188.SS,600196.SS,600219.SS,600233.SS,600276.SS,600309.SS,600332.SS,600346.SS,600362.SS,600372.SS,600377.SS,600406.SS,600415.SS,600426.SS,600436.SS,600438.SS,600460.SS,600482.SS,600489.SS,600515.SS,600519.SS,600547.SS,600570.SS,600584.SS,600585.SS,600588.SS,600600.SS,600660.SS,600674.SS,600690.SS,600741.SS,600745.SS,600760.SS,600795.SS,600803.SS,600809.SS,600837.SS,600845.SS,600875.SS,600886.SS,600887.SS,600893.SS,600900.SS,600905.SS,600918.SS,600919.SS,600926.SS,600938.SS,600941.SS,600958.SS,600989.SS,600999.SS,601006.SS,601009.SS,601012.SS,601021.SS,601059.SS,601066.SS,601088.SS,601100.SS,601111.SS,601117.SS,601127.SS,601136.SS,601138.SS,601166.SS,601169.SS,601186.SS,601211.SS,601225.SS,601229.SS,601236.SS,601238.SS,601728.SS,601766.SS,601788.SS,601799.SS,601800.SS,601808.SS,601816.SS,601818.SS,601838.SS,601857.SS,601865.SS,601868.SS,601872.SS,601877.SS,601878.SS,601881.SS,601888.SS,601898.SS,601899.SS,601901.SS,601916.SS,601919.SS,601939.SS,601985.SS,601988.SS,601989.SS,601995.SS,601998.SS,603019.SS,603195.SS,603259.SS,603260.SS,603288.SS,603296.SS,603369.SS,603392.SS,603501.SS,603659.SS,603799.SS,603806.SS,603833.SS,603986.SS,603993.SS,605117.SS,605499.SS,688008.SS,688009.SS,688012.SS,688036.SS,688041.SS,688082.SS,688111.SS,688126.SS,688169.SS,688187.SS,688223.SS,688256.SS,688271.SS,688303.SS,688396.SS,688472.SS,688506.SS,688599.SS,688981.SS,000001.SZ,000002.SZ,000063.SZ,000100.SZ,000157.SZ,000166.SZ,000301.SZ,000333.SZ,000338.SZ,000408.SZ,000425.SZ,000538.SZ,000568.SZ,000596.SZ,000617.SZ,000625.SZ,000630.SZ,000651.SZ,000661.SZ,000708.SZ,000725.SZ,000768.SZ,000776.SZ,000786.SZ,000792.SZ,000800.SZ,000807.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,000963.SZ,000975.SZ,000977.SZ,000983.SZ,000999.SZ,001289.SZ,001965.SZ,001979.SZ,002001.SZ,002007.SZ,002027.SZ,002028.SZ,002049.SZ,002050.SZ,002074.SZ,002129.SZ,002142.SZ,002179.SZ,002180.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002271.SZ,002304.SZ,002311.SZ,002352.SZ,002371.SZ,002415.SZ,002422.SZ,002459.SZ,002460.SZ,002463.SZ,002466.SZ,002475.SZ,002493.SZ,002555.SZ,002594.SZ,002601.SZ,002648.SZ,002709.SZ,002714.SZ,002736.SZ,002812.SZ,002916.SZ,002920.SZ,002938.SZ,003816.SZ,300014.SZ,300015.SZ,300033.SZ,300059.SZ,300122.SZ,300124.SZ,300274.SZ,300308.SZ,300316.SZ,300347.SZ,300394.SZ,300408.SZ,300413.SZ,300418.SZ,300433.SZ,300442.SZ,300450.SZ,300498.SZ,300502.SZ,300628.SZ,300661.SZ,300750.SZ,300759.SZ,300760.SZ,300782.SZ,300832.SZ,300896.SZ,300979.SZ,300999.SZ,301269.SZ
2024-03-26,102.27,96.78,12.16,35.19,29.47,122.94,7.53,15.08,10.42,10.17,24.74,11.55,18.02,9.45,108.01,679.77,164.17,86.12,232.6,8.64,58.91,686.74,362.5,923.63,158.01,377.76,5.17,112.69,227.41,368.82,173.23,162.16,96.3,279.18,23.92,67.18,2784.98,2356.43,43.86,142.45,33.76,34.49,24.88,1060.58,332.29,273.13,1314.57,280.62,289.82,55.44,142.32,11.65,10666.77,518.49,966.79,28.25,110.45,605.0,111.86,1864.28,302.08,723.08,797.2,85.66,370.61,1345.29,135.56,1119.14,225.73,415.7,46.14,635.87,2137.83,109.67,57.88,4.84,7.04,11.2,25.77,30.88,112.2,10.3,17.09,26.96,14.1,49.43,399.25,111.51,15.29,23.73,56.7,180.95,8.2,8.18,91.56,19.68,25.36,77.67,21.5,11.12,18.27,30.91,21.65,7.59,15.84,6.38,8.51,20.16,152.36,10.79,19.01,5.12,5.44,16.3,13.07,29.49,2.18,11.5,36.71,12.11,13.56,183.21,13.21,25.7,8.23,3.89,20.03,11.73,9.82,7.7,7.64,33.38,10.21,194.78,163.35,116.71,76.39,334.26,75.39,152.63,204.44,131.95,82.83,67.07,126.55,99.13,434.26,25.3,261.62,192.5,48.24,6.06,152.99,165.72,76.33,86.77,308.73,13.83,684.66,44.52,8.42,172.6,134.38,31.86,40.11,13.1,127.0,25.44,44.54,1834.12,1827.0,413.56,14.78,527.17,6.87,19.4,283.12,300.66,219.58,255.53,1275.0,4258.08,781.79,43.93,206.71,127.01,5239.01,1066.03,53.16,20.7,192.64,86.64,287.9,115.89,24.86,68.8,2424.82,169.3,506.32,147.36,352.48,120.3,290.17,91.58,98.86,18.66,12.94,14.28,601.9,776.17,95.13,1018.22,369.74,296.15,85.96,65.41,40.26,495.73,111.17,633.45,833.66,389.03,163.39,559.63,431.74,289.52,121.74,1460.32,679.0,196.13,47.28,496.21,85.87,422.06,1031.12,159.0,228.36,222.0,181.94,193.05,313.67,767.81,10.88,153.14,155.02,124.59,25.95,4.3,711.23,810.79,1180.52,1042.44,294.01,1350.37,676.12,722.72,316.14,628.57,702.21,107.88,43.77,154.94,79.62,59.28,507.27,39.67,584.26,476.21,495.32,349.02,48.35,303.47,538.72,149.79,623.16,61.26,30.8,78.85
2024-03-27,102.44,94.69,12.03,34.93,29.53,124.0,7.52,15.11,10.57,10.27,24.33,11.57,18.05,9.41,106.85,673.27,163.78,86.02,228.32,8.57,57.76,672.25,369.01,909.51,157.78,368.92,5.13,111.88,224.92,366.77,168.85,157.4,95.58,271.87,23.66,66.47,2763.8,2349.65,43.97,141.57,33.43,33.42,24.84,1049.36,326.39,279.34,1307.4,272.98,278.65,54.22,143.25,11.45,10620.12,520.65,913.47,140.99,109.94,575.67,110.31,1858.02,303.8,728.07,793.52,81.81,364.65,1334.29,135.35,1102.24,223.87,406.1,44.97,638.14,2127.53,107.21,57.87,4.79,6.85,11.28,25.81,30.68,113.5,10.11,16.91,26.89,14.14,49.59,386.17,111.05,15.04,23.41,57.51,170.22,8.19,8.03,90.15,18.89,24.04,78.09,21.5,11.05,18.11,30.79,21.68,7.36,15.53,6.45,8.51,19.8,150.67,10.69,19.66,5.11,5.45,16.51,13.03,29.89,2.15,11.45,35.98,12.24,13.09,179.45,13.31,25.98,7.95,3.87,20.15,11.74,9.87,7.76,7.58,32.59,10.27,188.04,163.91,114.64,74.17,327.22,72.0,154.9,196.03,132.75,80.19,64.59,124.07,96.45,402.87,25.63,247.41,190.23,46.5,6.22,150.99,165.35,75.27,84.15,295.33,13.33,680.07,45.88,8.25,169.17,132.7,31.06,39.99,12.41,125.05,24.44,43.41,1823.58,1802.22,400.92,14.95,520.47,6.85,19.03,286.68,294.05,220.98,251.21,1263.52,4200.47,773.39,42.9,198.34,127.32,5291.48,1050.04,52.91,20.75,186.8,85.82,290.48,114.39,24.17,67.19,2389.29,168.37,476.38,141.11,352.27,121.62,288.56,91.06,100.35,18.46,12.93,14.01,605.09,767.37,93.24,1014.87,353.01,285.32,82.01,62.37,40.4,474.41,106.5,605.44,800.46,370.03,162.51,533.62,426.57,289.7,117.06,1449.41,680.8,196.91,45.32,478.95,83.15,405.8,980.77,156.03,222.63,214.38,182.22,192.94,310.14,769.87,10.75,143.83,154.23,122.0,25.25,4.26,673.33,795.23,1124.76,1015.13,284.95,1330.56,667.24,703.22,306.27,638.28,689.61,105.0,42.16,145.44,77.89,53.99,482.73,39.26,555.78,464.62,482.12,342.18,46.91,300.65,513.89,146.58,627.69,62.82,30.4,76.97
2024-03-28,102.44,96.2,12.16,34.88,29.44,123.83,7.55,15.06,10.65,10.25,24.27,11.62,18.05,9.39,106.66,668.29,163.31,86.31,226.9,8.62,57.93,673.27,371.29,910.07,157.67,375.55,5.14,111.58,226.58,359.94,168.45,160.55,95.79,275.13,24.11,67.58,2781.45,2367.46,44.0,144.83,33.9,35.39,24.86,1050.56,331.25,277.17,1305.86,273.63,284.16,54.65,146.61,11.42,10623.72,531.43,939.54,140.6,110.12,594.65,110.76,1863.24,304.9,762.28,789.23,84.69,367.83,1338.69,133.24,1097.24,224.06,414.89,45.71,639.65,2107.53,109.2,57.9,4.82,6.86,11.27,25.73,30.98,114.28,10.14,17.07,26.93,14.13,49.51,387.52,112.15,15.21,23.6,57.31,165.78,8.29,8.15,91.36,19.19,25.08,76.99,21.37,11.02,18.09,30.65,21.63,7.47,15.89,6.49,8.58,19.98,152.24,10.64,20.16,5.14,5.21,16.44,13.11,29.59,2.15,11.41,36.3,11.99,13.1,185.45,13.36,26.55,8.12,3.82,20.27,11.61,9.95,7.64,7.66,32.7,10.14,195.17,163.19,115.69,74.68,323.74,76.66,156.63,199.86,134.22,80.67,64.99,126.81,99.27,413.85,26.47,242.4,193.33,47.66,6.23,149.46,171.36,76.83,84.98,301.32,13.35,679.92,46.16,8.36,178.66,131.33,31.2,39.76,12.46,125.09,24.7,44.0,1817.56,1805.2,419.17,15.31,525.74,6.81,19.18,290.1,297.58,220.24,251.93,1267.75,4212.76,772.94,43.35,200.22,131.69,5340.27,1056.33,52.67,21.12,191.95,85.68,290.48,114.28,24.65,71.22,2395.39,168.37,475.39,149.8,349.39,122.68,319.48,91.58,99.55,18.74,12.9,14.02,603.06,782.86,93.83,1016.88,377.0,295.01,85.53,62.68,40.19,480.21,108.54,654.11,820.06,365.06,162.73,535.46,425.63,282.75,116.94,1440.71,682.6,198.95,45.6,481.09,84.17,407.16,991.89,157.38,226.63,210.78,182.36,197.0,310.41,766.1,10.76,144.51,156.29,128.0,26.32,4.31,680.67,798.22,1155.08,1022.15,283.93,1345.2,674.5,705.44,308.33,654.35,693.3,107.32,42.7,161.93,80.32,56.6,488.48,38.88,563.68,480.24,483.9,343.58,47.43,297.18,527.84,132.82,624.76,62.83,30.45,80.25
2024-03-29,102.1,97.59,12.23,35.48,29.47,123.65,7.61,15.26,10.85,10.44,25.4,11.74,18.34,9.38,106.15,673.27,163.39,87.76,223.42,8.72,58.66,700.97,365.67,920.8,158.35,380.7,5.13,118.82,228.79,380.85,172.56,158.28,97.92,274.54,24.3,69.0,2767.33,2426.41,44.26,147.04,34.85,35.36,24.69,1059.78,326.39,285.75,1294.38,275.19,282.47,56.72,156.46,11.52,10630.81,572.0,932.43,136.25,110.3,589.9,109.85,1874.03,305.68,758.85,796.89,84.71,366.84,1347.49,134.72,1097.15,224.62,409.64,46.47,646.09,2112.98,110.42,58.04,4.83,6.86,11.34,25.83,32.06,113.95,10.15,17.75,27.13,14.17,49.22,385.59,112.83,15.2,23.57,57.76,165.03,8.29,8.24,87.66,19.26,24.4,75.47,21.4,11.09,17.71,30.74,21.65,7.53,15.74,6.59,8.78,20.07,150.92,11.03,21.89,5.17,5.21,16.51,13.74,29.25,2.17,11.74,36.34,12.01,13.26,183.93,13.64,27.63,8.48,3.88,20.23,11.66,10.19,7.66,7.88,32.87,10.21,190.78,164.31,113.7,74.29,322.48,82.7,154.83,194.75,134.1,81.53,66.29,127.71,98.87,409.02,26.92,232.01,191.73,47.15,6.37,149.5,176.33,77.3,87.17,293.33,13.24,681.17,48.95,8.39,173.46,130.0,31.2,39.44,12.42,125.57,24.79,43.66,1822.08,1781.41,426.76,15.33,534.35,6.86,19.45,288.75,303.42,232.09,257.33,1273.8,4203.29,766.11,44.06,196.35,133.56,5350.4,1045.85,53.57,21.26,193.15,85.36,288.35,115.06,24.83,72.07,2401.08,170.07,480.6,148.22,352.27,130.4,308.35,92.3,98.13,18.99,12.99,13.81,601.03,795.53,94.06,1040.87,373.26,291.82,85.25,62.89,39.87,482.37,111.03,642.49,831.26,369.16,164.27,528.11,422.44,289.21,117.12,1435.6,675.58,200.81,45.81,486.51,83.42,409.78,980.77,159.54,224.15,205.46,185.79,212.91,316.53,784.95,10.85,147.19,157.33,126.51,25.9,4.37,678.79,794.63,1141.8,1022.93,281.95,1366.52,678.39,713.92,306.19,665.14,690.83,106.64,42.43,158.83,80.81,57.68,495.57,39.67,555.7,492.5,488.8,346.06,47.29,298.75,533.59,130.64,637.41,64.42,30.44,83.85
2024-04-01,102.96,98.5,12.42,35.01,29.71,123.12,7.64,15.25,10.74,10.31,25.27,11.57,18.29,9.59,107.13,688.58,165.1,89.6,222.79,8.84,58.91,730.71,372.26,934.36,159.49,391.02,5.22,120.18,223.91,377.71,178.13,161.36,98.01,278.3,24.63,69.79,2787.92,2470.3,44.65,149.86,35.18,35.98,24.24,1063.39,332.29,293.05,1326.93,278.13,291.1,57.41,158.66,11.72,10734.53,596.7,960.47,136.2,110.75,625.7,109.38,1927.63,302.55,776.48,825.42,86.61,366.44,1325.49,130.92,1129.31,225.92,402.06,46.67,637.0,2128.13,110.73,57.69,4.84,6.92,11.42,26.18,31.81,112.78,10.25,18.24,27.41,14.18,49.75,397.91,116.15,15.29,23.9,57.05,173.42,8.5,8.28,91.09,19.53,24.94,75.63,21.52,11.22,17.81,30.38,21.8,7.64,15.89,6.53,8.83,20.24,152.86,11.25,22.17,5.22,5.19,16.63,13.6,30.75,2.23,11.74,36.62,11.75,13.41,188.09,13.56,27.71,8.53,3.87,20.28,11.7,9.88,7.72,7.9,33.27,10.22,195.25,164.32,117.6,76.83,325.29,76.4,157.23,194.07,136.99,84.94,72.7,128.22,105.34,412.14,26.71,254.69,191.5,47.0,6.38,151.95,177.27,78.52,87.63,308.77,13.69,670.18,49.39,8.49,174.58,128.34,31.6,39.95,12.68,121.03,25.38,44.3,1840.14,1779.43,429.14,16.63,548.71,6.95,19.59,296.25,310.79,233.16,265.25,1272.59,4339.47,791.31,44.18,206.18,133.56,5424.97,1077.04,53.08,22.54,194.87,85.86,297.34,117.45,24.88,73.59,2453.41,172.39,485.81,150.66,356.18,133.9,317.02,90.93,98.78,18.84,12.78,13.84,613.2,786.38,96.31,1033.65,375.86,297.06,86.86,65.36,41.39,486.01,114.34,652.95,839.26,382.55,165.38,546.17,433.39,291.49,117.48,1446.84,688.0,199.79,46.88,524.44,87.73,429.6,989.27,162.38,231.49,214.41,189.36,213.13,329.72,810.48,11.07,152.29,168.62,127.4,25.39,4.31,704.74,814.38,1179.72,1038.54,292.15,1371.9,712.34,743.14,313.83,664.54,744.69,111.48,44.08,177.86,83.72,57.43,510.72,40.43,588.05,521.23,490.87,359.89,48.73,300.04,541.26,134.04,645.5,63.49,31.4,83.11
2024-04-02,103.3,98.71,12.42,35.66,29.71,123.83,7.71,15.32,10.8,10.32,25.65,11.75,18.47,9.53,106.66,686.66,164.75,89.7,218.52,8.81,58.34,752.56,364.45,928.15,159.61,395.07,5.17,120.15,227.96,374.7,177.21,156.96,97.14,277.11,24.95,70.35,2737.32,2481.59,44.54,153.66,35.78,35.64,24.23,1056.58,330.9,288.12,1324.11,278.69,286.99,57.76,156.93,11.62,10693.22,588.47,946.65,131.27,110.57,605.86,107.07,1901.18,300.68,785.43,829.1,85.66,359.98,1334.29,132.12,1136.9,225.36,387.92,45.78,633.59,2105.11,109.3,57.53,4.91,6.83,11.47,26.38,32.63,112.63,10.2,18.29,27.43,14.2,49.71,395.98,116.71,15.14,23.7,57.72,173.05,8.49,8.25,89.41,19.19,24.53,74.86,21.5,11.14,17.66,30.9,21.87,7.56,15.72,6.52,8.87,20.1,151.84,11.28,22.01,5.24,5.17,16.74,13.82,30.65,2.23,12.05,36.73,11.34,13.18,184.47,13.57,27.83,8.65,3.91,20.52,11.75,9.89,7.77,7.87,32.95,10.25,189.96,166.07,115.76,76.71,317.88,77.86,156.78,189.07,132.73,86.48,78.02,124.54,103.45,409.18,26.98,256.91,194.45,46.95,6.31,149.75,174.26,77.3,86.07,303.23,13.66,667.8,50.33,8.35,170.88,126.99,31.23,39.69,12.46,119.54,25.2,43.95,1826.59,1731.86,423.25,16.27,547.75,6.93,19.98,296.36,320.16,234.09,264.53,1260.29,4331.81,785.15,44.06,205.76,133.56,5413.0,1072.15,53.84,22.36,190.75,85.4,302.77,117.62,24.69,74.15,2428.7,170.38,487.25,147.1,351.86,130.99,298.0,91.0,96.29,18.7,12.98,13.4,613.2,777.93,96.31,1031.64,370.14,288.06,91.1,64.9,41.75,476.83,113.7,643.52,822.46,378.88,162.51,547.7,430.67,289.4,115.2,1402.84,676.12,195.83,46.77,527.59,84.91,432.22,955.59,163.73,228.47,214.74,189.57,218.39,346.72,805.17,11.1,154.64,167.1,127.62,25.11,4.34,713.62,805.4,1158.6,1027.61,288.31,1363.94,699.77,741.09,312.02,651.83,734.97,110.4,43.33,175.9,81.67,52.86,510.53,39.96,591.51,538.7,479.82,363.24,47.74,298.76,527.42,132.37,636.51,64.92,31.13,83.99
2024-04-03,102.96,98.68,12.68,35.64,29.68,123.29,7.82,15.3,10.89,10.32,26.29,11.79,18.52,9.45,105.97,682.84,163.51,90.57,217.73,8.72,57.85,744.94,367.95,933.23,159.95,406.86,5.08,121.24,216.26,380.58,177.74,155.71,99.75,277.21,25.53,71.1,2696.13,2479.08,44.63,153.75,37.34,35.02,24.14,1030.93,331.94,293.94,1305.31,279.51,284.87,58.72,159.36,11.52,10699.52,601.6,919.4,131.66,110.33,579.55,106.82,1904.66,299.89,795.69,817.75,84.47,360.18,1332.09,130.57,1134.23,223.69,391.15,45.35,632.08,2099.05,108.14,57.18,4.86,6.78,11.37,26.24,32.75,112.74,10.12,18.33,27.45,14.22,49.79,392.13,115.35,14.91,23.47,58.26,165.09,8.37,8.27,87.07,18.71,23.55,74.27,21.47,11.11,17.57,31.38,21.82,7.56,15.6,6.51,8.86,19.98,149.9,11.28,22.71,5.24,5.15,16.67,14.04,30.03,2.23,12.09,36.35,11.18,13.14,182.09,13.98,28.67,8.74,3.89,20.53,11.74,9.91,7.75,7.92,32.64,10.21,184.12,167.27,116.35,78.08,316.1,76.73,155.65,185.2,132.15,86.85,77.36,123.38,104.29,407.59,28.18,247.39,194.62,46.47,6.3,150.29,163.99,74.54,85.02,287.33,13.53,672.1,48.87,8.15,162.1,127.75,30.73,39.69,12.55,123.69,25.04,44.24,1813.05,1701.14,415.94,16.57,547.27,6.95,20.17,298.16,320.01,244.28,262.01,1282.86,4364.04,785.71,43.73,203.88,137.92,5447.98,1069.53,54.04,22.54,186.8,84.71,300.55,119.56,24.53,78.42,2416.21,173.93,485.03,143.54,353.4,132.84,281.12,92.95,96.36,18.57,12.97,13.41,612.62,769.83,97.84,1030.3,365.83,275.63,88.25,63.92,40.81,469.01,112.84,628.81,806.46,376.51,163.17,539.74,430.27,290.63,113.94,1398.54,668.74,197.63,47.05,530.99,81.93,435.52,959.51,164.13,223.93,210.56,193.28,218.5,339.1,821.11,11.14,153.35,164.76,129.95,24.56,4.32,701.16,804.2,1121.48,1016.69,283.93,1372.12,685.38,711.84,308.16,630.25,701.31,110.44,42.12,169.74,82.37,49.62,512.44,40.79,562.03,552.31,473.08,359.55,47.34,298.61,522.91,130.56,591.75,65.43,31.33,81.98
2024-04-08,103.39,97.5,12.68,36.65,29.76,122.94,7.82,15.35,10.87,10.52,25.72,12.05,18.54,9.38,104.85,692.4,164.17,90.47,214.56,8.74,56.62,746.72,363.88,916.29,159.72,405.39,4.98,123.66,215.7,370.19,172.3,153.14,100.2,272.37,25.34,70.94,2733.79,2531.76,44.07,152.95,37.68,34.38,24.28,1040.95,325.35,287.53,1263.05,268.66,274.12,58.74,163.42,11.45,10426.86,641.58,885.43,126.34,109.97,565.75,103.46,1931.11,307.87,796.74,821.74,81.86,351.73,1380.49,135.0,1103.79,220.35,397.01,45.38,646.47,2074.81,106.03,58.79,4.97,6.6,11.43,26.34,32.58,113.8,9.96,18.28,27.03,14.27,50.36,383.67,114.45,14.84,23.0,58.25,161.15,8.31,8.16,89.21,18.39,23.63,74.5,21.6,11.04,17.37,31.12,21.89,7.42,15.81,6.55,8.83,19.53,152.06,11.29,21.25,5.27,5.16,16.74,14.13,29.27,2.22,11.78,35.56,10.85,12.81,176.83,13.86,28.35,8.29,3.87,20.61,11.84,10.55,7.8,8.14,31.79,10.44,183.53,169.71,113.53,74.87,311.06,75.23,149.78,192.51,128.82,86.6,75.35,120.81,95.37,397.33,27.88,242.04,195.24,45.1,6.21,149.4,164.52,74.05,83.17,286.02,13.01,665.06,48.73,7.96,158.97,125.3,29.98,38.88,11.83,126.12,23.88,42.51,1808.53,1682.32,410.61,16.52,555.88,6.9,20.03,292.87,319.7,243.75,268.49,1281.86,4116.87,748.63,43.41,208.17,138.23,5374.34,1038.85,54.34,22.59,185.09,84.2,301.44,119.17,24.42,76.43,2314.76,172.23,486.03,140.78,337.06,134.69,284.57,93.01,96.85,18.86,13.09,13.37,606.53,745.55,98.78,1080.79,354.88,269.25,84.2,61.18,40.86,469.14,111.71,620.29,800.86,365.92,159.21,519.24,419.11,288.6,112.44,1410.24,665.5,196.67,44.4,521.16,82.99,428.84,935.97,162.51,219.5,214.4,191.67,218.39,327.14,814.77,11.12,147.6,163.42,136.48,24.3,4.44,669.4,788.04,1106.92,994.85,276.73,1330.56,675.99,750.21,293.83,658.43,729.48,106.96,41.14,166.09,81.51,49.6,494.61,40.71,572.9,542.74,457.13,354.06,45.7,293.54,503.37,133.39,538.49,66.16,31.28,80.36
2024-04-09,103.21,96.99,13.01,36.52,29.65,122.41,7.85,15.26,10.87,10.4,24.59,12.03,18.24,9.42,104.9,691.64,163.82,88.83,213.3,8.62,56.7,743.41,370.23,875.05,159.66,421.78,5.04,120.15,216.9,373.06,174.42,153.0,99.72,278.1,25.27,70.78,2742.03,2529.25,44.38,151.63,37.54,34.6,24.28,1032.93,328.47,285.46,1277.95,271.51,285.01,57.89,159.01,11.52,10401.87,633.35,891.36,126.97,109.82,574.81,104.05,1905.0,305.37,790.16,818.06,83.24,354.32,1376.09,131.62,1099.18,219.42,416.91,46.24,647.61,2080.26,105.84,58.43,4.98,6.6,11.4,26.3,31.94,112.95,10.0,18.01,26.99,14.22,50.2,388.67,115.45,14.88,23.14,58.36,163.66,8.38,8.12,86.2,18.49,23.52,74.44,21.52,10.88,17.38,31.01,21.8,7.43,16.21,6.44,8.7,19.47,149.96,11.08,21.19,5.21,5.16,16.69,13.98,30.09,2.23,11.77,36.58,10.88,12.76,177.11,13.79,27.92,8.51,3.87,20.46,11.81,10.27,7.76,8.0,31.98,10.37,181.89,168.05,115.44,80.15,311.58,73.86,149.15,199.5,129.76,93.3,77.98,121.67,95.64,397.93,27.4,243.3,192.59,45.45,6.2,147.62,165.2,75.83,83.37,286.51,13.59,672.19,48.42,8.15,157.56,126.0,30.65,39.65,12.03,129.33,24.58,42.7,1804.01,1681.33,413.14,16.3,549.66,6.86,20.22,291.82,316.17,237.89,265.61,1278.83,4074.37,756.7,43.22,207.23,137.92,5239.01,1053.97,53.16,22.5,185.86,84.57,300.46,120.79,24.42,74.3,2303.51,172.85,483.92,139.2,344.56,132.05,274.37,94.83,98.83,18.63,13.2,13.16,603.35,752.94,99.49,1053.78,358.29,270.73,88.86,62.89,40.71,466.71,113.43,622.35,807.26,371.75,161.19,530.26,422.94,286.87,112.5,1405.04,669.82,195.23,45.17,550.65,82.25,445.6,949.38,160.76,221.77,214.48,191.18,217.95,358.42,805.85,11.05,156.71,162.84,134.0,24.6,4.37,695.52,807.2,1111.16,1001.09,282.91,1303.22,667.89,751.75,299.75,710.35,712.56,109.08,41.97,161.57,81.24,49.67,513.21,40.07,559.89,543.58,465.29,356.58,47.29,296.59,504.72,136.36,551.68,66.64,31.23,80.58
2024-04-10,103.3,96.83,12.55,36.55,29.76,122.23,7.85,15.26,10.79,10.51,24.47,12.17,18.29,9.47,102.49,703.5,164.52,87.96,207.6,8.54,55.64,749.26,373.16,864.32,159.55,405.2,5.04,119.43,211.37,365.95,172.16,148.01,101.25,274.44,25.34,72.72,2736.73,2542.29,44.15,154.01,38.65,34.18,24.55,1025.31,324.31,288.61,1263.27,267.09,276.39,57.89,160.52,11.32,10321.73,638.25,865.29,121.94,108.77,561.44,101.98,1913.01,308.81,792.0,817.44,80.15,348.15,1378.29,133.94,1095.77,217.19,418.23,46.01,660.1,2069.96,104.88,59.27,4.98,6.48,11.36,26.36,32.09,112.87,9.9,18.06,26.54,14.25,50.0,379.05,118.61,14.47,23.06,58.8,165.5,8.46,8.04,83.81,17.95,22.73,75.28,21.5,10.78,17.18,31.34,21.84,7.26,16.49,6.46,8.63,19.14,150.21,10.97,21.45,5.23,5.15,16.62,14.13,28.54,2.19,11.87,36.23,10.62,12.45,171.15,13.87,29.39,8.35,3.88,20.49,11.83,10.44,7.77,8.01,31.48,10.49,175.81,167.8,112.28,78.65,307.58,71.67,146.63,194.13,130.37,89.77,75.8,116.32,91.62,379.11,28.18,227.45,193.64,44.35,6.2,143.19,165.63,73.59,81.16,284.41,13.25,668.29,48.13,8.02,150.09,126.28,30.44,39.44,11.92,127.0,23.72,42.18,1785.95,1640.7,405.69,16.16,562.11,6.83,20.24,292.31,316.63,238.62,274.97,1269.77,4024.21,752.53,42.38,203.88,141.97,5222.44,1027.41,53.27,22.18,181.57,83.93,295.74,119.68,24.13,74.87,2256.88,169.76,485.59,134.85,339.11,136.14,263.86,96.0,100.11,18.47,13.29,12.75,596.1,742.73,99.61,1055.96,341.79,265.72,87.91,61.29,39.58,462.67,111.89,606.09,782.46,362.03,158.33,512.51,415.31,285.83,111.21,1368.59,657.94,191.51,43.59,537.29,80.6,434.17,924.53,160.35,216.37,214.24,189.01,219.38,353.38,799.34,10.98,152.09,160.78,130.55,24.08,4.44,682.03,784.45,1072.84,986.26,275.29,1297.62,650.97,727.26,293.23,718.74,671.75,107.4,40.44,160.63,79.51,48.86,505.54,39.43,543.1,581.04,451.79,350.71,46.08,291.89,491.81,132.63,546.44,67.19,30.93,78.54
