Date,600000.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600023.SS,600025.SS,600026.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600039.SS,600048.SS,600050.SS,600061.SS,600066.SS,600085.SS,600089.SS,600104.SS,600111.SS,600115.SS,600150.SS,600160.SS,600161.SS,600176.SS,600183.SS,600188.SS,600196.SS,600219.SS,600233.SS,600276.SS,600309.SS,600332.SS,600346.SS,600362.SS,600372.SS,600377.SS,600406.SS,600415.SS,600426.SS,600436.SS,600438.SS,600460.SS,600482.SS,600489.SS,600515.SS,600519.SS,600547.SS,600570.SS,600584.SS,600585.SS,600588.SS,600600.SS,600660.SS,600674.SS,600690.SS,600741.SS,600745.SS,600760.SS,600795.SS,600803.SS,600809.SS,600837.SS,600845.SS,600875.SS,600886.SS,600887.SS,600893.SS,600900.SS,600905.SS,600918.SS,600919.SS,600926.SS,600938.SS,600941.SS,600958.SS,600989.SS,600999.SS,601006.SS,601009.SS,601012.SS,601021.SS,601059.SS,601066.SS,601088.SS,601100.SS,601111.SS,601117.SS,601127.SS,601136.SS,601138.SS,601166.SS,601169.SS,601186.SS,601211.SS,601225.SS,601229.SS,601236.SS,601238.SS,601728.SS,601766.SS,601788.SS,601799.SS,601800.SS,601808.SS,601816.SS,601818.SS,601838.SS,601857.SS,601865.SS,601868.SS,601872.SS,601877.SS,601878.SS,601881.SS,601888.SS,601898.SS,601899.SS,601901.SS,601916.SS,601919.SS,601939.SS,601985.SS,601988.SS,601989.SS,601995.SS,601998.SS,603019.SS,603195.SS,603259.SS,603260.SS,603288.SS,603296.SS,603369.SS,603392.SS,603501.SS,603659.SS,603799.SS,603806.SS,603833.SS,603986.SS,603993.SS,605117.SS,605499.SS,688008.SS,688009.SS,688012.SS,688036.SS,688041.SS,688082.SS,688111.SS,688126.SS,688169.SS,688187.SS,688223.SS,688256.SS,688271.SS,688303.SS,688396.SS,688472.SS,688506.SS,688599.SS,688981.SS,000001.SZ,000002.SZ,000063.SZ,000100.SZ,000157.SZ,000166.SZ,000301.SZ,000333.SZ,000338.SZ,000408.SZ,000425.SZ,000538.SZ,000568.SZ,000596.SZ,000617.SZ,000625.SZ,000630.SZ,000651.SZ,000661.SZ,000708.SZ,000725.SZ,000768.SZ,000776.SZ,000786.SZ,000792.SZ,000800.SZ,000807.SZ,000858.SZ,000876.SZ,000895.SZ,000938.SZ,000963.SZ,000975.SZ,000977.SZ,000983.SZ,000999.SZ,001289.SZ,001965.SZ,001979.SZ,002001.SZ,002007.SZ,002027.SZ,002028.SZ,002049.SZ,002050.SZ,002074.SZ,002129.SZ,002142.SZ,002179.SZ,002180.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002271.SZ,002304.SZ,002311.SZ,002352.SZ,002371.SZ,002415.SZ,002422.SZ,002459.SZ,002460.SZ,002463.SZ,002466.SZ,002475.SZ,002493.SZ,002555.SZ,002594.SZ,002601.SZ,002648.SZ,002709.SZ,002714.SZ,002736.SZ,002812.SZ,002916.SZ,002920.SZ,002938.SZ,003816.SZ,300014.SZ,300015.SZ,300033.SZ,300059.SZ,300122.SZ,300124.SZ,300274.SZ,300308.SZ,300316.SZ,300347.SZ,300394.SZ,300408.SZ,300413.SZ,300418.SZ,300433.SZ,300442.SZ,300450.SZ,300498.SZ,300502.SZ,300628.SZ,300661.SZ,300750.SZ,300759.SZ,300760.SZ,300782.SZ,300832.SZ,300896.SZ,300979.SZ,300999.SZ,301269.SZ
2024-06-12,110.5,91.88,11.19,35.38,30.0,119.22,8.1,15.57,11.23,11.52,25.76,12.2,18.05,9.78,101.89,730.29,166.85,95.7,238.92,8.31,54.49,856.0,392.2,866.02,153.33,359.15,5.57,121.06,224.0,442.35,186.82,183.06,100.14,280.47,27.47,71.54,2539.6,2563.74,47.2,154.1,36.63,37.13,24.97,1030.12,321.88,306.17,1296.04,247.68,266.2,54.3,172.11,10.96,9892.33,569.85,811.97,139.68,115.07,545.48,104.93,2048.05,338.68,901.71,777.88,68.91,420.89,1547.66,143.51,1039.64,213.67,448.54,53.17,770.69,2132.38,122.03,64.08,4.76,6.18,11.11,29.71,34.25,110.78,9.8,17.69,27.25,14.05,53.87,330.56,116.71,15.2,22.4,63.32,170.16,8.5,9.52,86.65,21.27,26.0,80.32,21.42,11.0,17.48,33.46,23.64,6.79,15.32,6.33,8.99,19.24,132.38,11.28,20.08,5.32,5.23,18.1,13.86,23.99,2.18,12.76,36.53,11.65,12.65,155.55,15.42,28.52,8.48,3.75,26.61,11.94,11.34,7.67,8.25,31.83,10.57,162.21,194.59,111.81,74.03,293.71,83.72,136.7,193.81,137.05,69.79,63.9,112.29,100.48,489.85,26.71,236.85,235.91,53.1,6.71,145.63,132.79,70.98,84.17,266.39,15.09,818.61,48.8,8.96,189.8,116.14,29.4,39.03,10.51,204.17,21.28,47.9,1876.27,1671.42,420.16,14.81,527.65,6.82,17.01,303.44,289.6,196.04,300.88,1366.44,3673.71,699.21,43.22,164.16,128.86,5479.28,953.6,54.02,21.35,221.98,81.35,319.16,122.79,22.98,77.52,2184.43,174.4,478.16,156.65,363.68,129.21,254.19,98.79,118.3,18.92,13.87,14.23,674.54,709.3,92.89,1242.31,336.23,292.62,80.86,53.35,43.67,541.74,123.98,567.75,742.45,398.94,170.88,506.84,397.94,318.19,121.59,1526.58,704.74,214.22,37.88,432.46,91.96,297.92,1111.89,144.21,194.93,245.3,203.22,214.88,277.22,847.5,11.88,137.21,171.48,108.45,35.35,4.74,714.45,749.71,999.16,970.66,200.77,1211.06,633.15,758.38,293.82,718.5,568.19,125.96,39.59,137.91,91.12,52.82,403.17,43.75,759.44,688.71,594.9,346.88,48.69,315.0,477.78,151.61,502.19,72.16,29.67,85.45
2024-06-13,110.68,90.47,11.06,35.53,29.82,118.69,8.04,15.52,11.3,11.6,25.57,12.26,17.92,9.69,101.79,711.16,165.8,95.41,234.97,8.32,54.16,856.76,379.18,859.8,152.07,355.47,5.53,124.26,221.79,449.6,180.19,184.16,99.15,276.81,27.01,70.86,2537.25,2541.41,46.63,152.25,36.21,37.24,25.01,1051.77,319.1,302.32,1273.37,245.38,268.89,53.34,169.68,11.13,9798.52,563.18,804.46,141.04,113.3,545.48,103.55,2047.36,339.61,889.87,763.16,69.41,421.59,1549.86,144.21,1025.25,214.59,448.78,52.64,771.07,2123.29,122.37,64.64,4.82,6.13,10.94,29.53,34.1,111.69,9.77,17.8,27.3,14.02,53.38,327.86,115.97,15.4,22.56,63.25,169.76,8.48,9.52,87.06,21.47,27.53,79.97,21.4,10.91,17.62,33.36,23.55,6.73,15.47,6.37,8.98,19.31,133.55,11.17,19.99,5.32,5.2,17.93,13.77,24.15,2.16,12.68,36.43,11.73,12.67,154.69,15.4,27.92,8.54,3.7,26.3,11.95,11.43,7.71,8.3,32.0,10.4,164.36,194.38,110.92,72.1,292.82,84.4,134.75,196.91,139.35,67.97,63.12,110.88,100.02,503.03,26.26,259.5,238.45,54.2,6.71,145.4,130.63,71.98,87.42,269.83,14.85,825.09,49.45,9.08,195.53,112.3,29.43,39.95,10.87,207.82,21.57,47.2,1864.23,1653.58,422.68,14.65,520.0,6.85,16.77,298.79,285.45,193.51,292.6,1339.43,3625.16,693.78,43.67,164.05,125.43,5435.09,941.28,53.56,21.07,221.64,81.72,312.84,122.12,22.9,76.67,2138.08,168.37,479.27,159.61,360.29,125.91,255.57,97.36,113.77,18.97,13.66,14.07,672.8,696.63,92.89,1232.58,337.14,303.88,79.53,52.93,42.73,547.54,125.12,569.68,739.25,403.05,171.54,483.89,398.18,320.16,119.19,1541.37,697.54,215.42,37.65,427.54,96.03,292.08,1105.68,141.92,193.75,255.39,199.65,211.7,273.41,807.74,12.09,134.9,181.86,105.34,35.5,4.85,707.11,739.54,997.32,969.88,197.71,1226.13,634.67,786.72,306.87,713.95,579.03,128.68,39.23,137.91,92.85,53.87,403.17,42.18,791.79,706.69,590.16,346.13,48.15,314.95,486.54,150.89,495.12,71.6,29.07,84.99
2024-06-14,110.76,90.91,11.12,35.14,29.94,118.69,8.0,15.7,11.13,11.37,24.81,11.94,17.94,9.66,103.51,715.37,169.64,92.12,237.18,8.46,54.49,856.76,376.74,866.58,153.96,354.92,5.54,122.27,220.22,431.42,180.85,192.74,98.01,275.63,27.27,70.74,2527.83,2559.22,46.99,152.51,36.15,37.54,24.74,1063.74,308.35,301.83,1273.97,247.6,265.92,51.51,169.56,11.26,9798.46,559.26,817.1,140.7,114.92,545.48,102.9,2039.0,336.17,908.81,775.42,68.93,413.94,1519.07,145.62,1052.88,227.77,445.75,52.29,747.59,2141.47,121.53,63.24,4.84,6.21,11.31,29.81,33.54,111.36,9.99,17.94,27.5,13.98,53.77,331.9,116.09,15.44,22.91,63.02,168.45,8.38,9.51,88.45,22.44,28.86,80.91,21.35,10.94,18.28,33.03,23.43,6.88,15.33,6.33,8.87,19.63,135.86,11.19,19.89,5.28,5.23,18.31,13.69,24.37,2.17,12.35,36.92,12.13,13.01,154.95,15.18,28.34,8.7,3.71,26.55,11.93,11.04,7.75,7.96,32.74,10.5,169.93,198.93,107.86,71.96,296.75,81.58,134.48,193.13,139.6,68.17,62.57,110.75,100.61,512.14,26.8,255.76,227.78,54.5,6.48,141.06,135.07,73.18,83.17,273.55,14.93,797.54,49.25,8.61,200.01,113.2,29.86,39.64,11.21,196.94,21.74,46.49,1879.13,1676.37,424.37,14.65,523.35,6.91,16.63,305.13,292.21,195.98,287.92,1356.36,3627.37,691.46,44.96,165.83,126.05,5499.54,915.59,53.01,21.3,215.46,82.41,320.23,120.73,22.81,74.63,2153.62,169.45,482.26,157.18,357.82,123.67,260.94,96.45,114.15,18.67,12.94,14.36,670.48,697.69,92.89,1231.24,333.85,285.98,80.25,53.24,43.69,554.42,125.12,573.81,752.05,405.42,174.41,489.4,400.33,321.63,119.76,1516.1,705.64,216.44,38.11,425.91,103.06,290.72,1142.3,142.46,194.5,255.45,188.17,211.48,277.63,817.16,11.85,133.98,189.12,104.09,37.7,4.7,710.18,734.75,1020.52,983.14,194.95,1247.88,614.31,878.9,306.69,672.94,632.01,129.72,39.37,136.26,94.36,52.91,403.75,42.85,897.32,723.15,599.87,345.6,46.75,317.89,476.69,140.9,487.52,72.13,29.37,84.85
2024-06-17,110.42,91.23,11.06,34.67,29.62,117.98,7.96,15.32,10.96,11.34,24.15,11.51,17.67,9.77,103.65,713.84,169.33,93.37,234.02,8.46,54.16,877.6,376.09,875.62,154.07,353.07,5.57,122.87,217.82,434.56,179.0,192.3,96.9,274.24,27.08,72.17,2564.9,2541.16,46.46,150.57,35.5,37.46,24.82,1095.8,306.62,299.46,1261.73,246.77,279.07,51.32,168.98,11.0,9722.49,557.69,805.25,151.48,114.56,543.32,103.76,2022.3,329.92,897.5,778.49,72.78,420.4,1503.67,144.98,1046.33,226.47,446.36,53.1,743.42,2123.89,121.59,63.22,4.76,6.18,11.18,29.38,33.22,109.28,9.97,17.7,27.75,13.9,53.93,331.9,116.17,15.49,22.92,62.21,165.31,8.41,9.34,93.56,22.47,29.14,80.58,21.12,10.93,18.16,32.72,23.07,6.94,15.37,6.28,8.73,19.69,136.12,11.13,19.92,5.31,5.2,17.87,13.51,23.69,2.16,12.16,36.75,12.06,13.15,153.95,14.69,28.26,8.71,3.68,26.3,11.87,11.03,7.69,7.98,32.98,10.47,167.93,191.27,108.5,71.74,296.9,82.99,133.25,193.07,141.62,71.17,62.26,109.26,98.06,532.0,26.53,260.13,227.62,55.33,6.33,142.79,131.32,73.6,85.75,261.53,14.85,816.21,51.02,8.64,210.99,112.9,30.34,40.1,10.75,201.89,21.17,47.77,1867.09,1647.63,423.39,14.54,514.25,6.98,16.34,301.08,288.83,195.18,288.64,1353.94,3652.35,701.71,44.25,170.44,122.93,5447.06,929.31,52.05,21.35,218.38,82.46,317.2,120.4,22.83,72.54,2154.32,169.91,477.38,154.28,356.08,122.41,257.95,94.76,117.73,18.39,13.06,14.08,684.68,697.33,93.47,1259.59,339.86,286.55,88.01,52.06,42.94,554.29,131.91,567.36,747.65,428.32,179.7,475.94,396.43,316.83,119.31,1565.43,692.5,213.92,37.5,427.29,104.9,291.06,1228.95,141.92,192.02,259.61,187.89,210.6,297.48,819.39,11.78,138.71,193.62,101.99,41.15,4.67,752.52,725.77,1011.24,983.14,193.99,1258.86,626.52,905.48,307.04,669.34,624.95,130.72,38.53,134.53,98.95,50.95,409.5,42.19,913.71,718.61,620.93,351.56,47.56,314.77,490.64,143.71,488.15,72.88,29.09,84.99
2024-06-18,110.33,92.65,11.12,34.86,29.76,118.34,8.09,15.41,11.06,11.35,24.37,11.49,17.72,9.92,103.88,728.38,169.25,93.66,231.65,8.52,54.74,892.6,379.18,880.14,154.3,357.31,5.58,124.47,216.99,427.73,180.32,192.45,96.72,272.96,27.53,71.89,2531.95,2525.61,46.46,151.54,35.97,37.46,25.38,1099.81,302.11,303.8,1257.04,246.4,278.08,52.52,171.07,11.0,9609.93,562.99,811.57,152.06,114.95,545.48,101.7,2029.26,327.26,894.08,783.7,72.64,414.73,1508.07,146.25,1022.96,232.41,448.18,53.78,740.01,2094.8,121.93,63.07,4.67,6.22,11.25,29.34,33.33,110.34,10.05,17.93,27.82,13.93,54.63,332.29,115.71,15.45,23.19,62.24,167.21,8.38,9.57,101.01,22.59,30.25,80.68,21.2,11.11,18.28,32.83,23.17,7.01,15.37,6.3,9.03,19.67,138.2,11.28,20.13,5.34,5.2,17.83,13.62,23.65,2.19,12.27,36.8,12.17,13.23,154.97,14.8,28.08,8.74,3.68,27.02,11.9,11.15,7.7,8.16,33.15,10.57,171.61,190.06,105.11,73.78,297.35,84.63,131.83,191.48,142.72,69.39,61.98,105.83,96.23,528.27,26.38,277.28,228.04,55.88,6.43,143.47,129.88,74.78,86.0,261.73,14.64,819.21,51.41,8.63,209.1,113.33,30.01,39.64,10.9,196.73,21.06,48.13,1864.08,1635.74,431.39,14.81,520.95,6.97,16.46,302.24,289.6,194.58,293.68,1359.18,3590.71,684.01,44.31,173.47,123.56,5451.66,925.72,52.9,21.62,218.89,82.5,321.3,120.68,23.14,72.4,2128.78,170.22,473.83,164.29,352.48,121.09,265.24,94.83,117.84,18.26,13.3,13.99,688.44,683.96,92.41,1265.63,340.48,290.54,87.29,52.83,42.85,551.46,130.28,576.4,754.45,430.7,178.81,478.08,393.94,315.73,118.08,1567.58,697.18,215.0,37.67,429.69,106.89,294.45,1261.32,143.13,192.13,258.04,191.67,213.13,290.82,810.31,11.71,136.29,191.32,103.0,42.2,4.68,750.13,726.97,1014.84,986.26,192.19,1256.49,641.09,933.26,308.32,651.35,640.45,125.8,38.62,135.04,100.3,51.09,412.95,41.71,952.48,711.39,628.79,355.4,46.37,311.71,482.24,141.01,495.52,71.83,29.08,83.43
2024-06-19,111.45,91.77,11.06,34.6,29.94,118.69,8.06,15.5,11.06,11.53,24.2,11.43,17.8,9.75,103.05,720.73,170.96,93.47,231.49,8.56,54.25,878.36,379.91,863.19,153.16,352.52,5.57,121.81,217.64,423.08,178.86,185.11,96.93,270.19,27.53,71.93,2496.06,2502.28,46.55,150.22,36.13,37.12,25.26,1088.59,300.37,301.43,1240.38,243.74,274.12,52.68,176.17,10.93,9668.33,571.02,798.14,153.76,114.59,536.85,101.42,1998.98,325.7,881.19,780.33,71.71,412.25,1503.67,147.23,1010.93,226.66,443.69,52.67,738.12,2089.96,121.34,63.49,4.57,6.18,11.29,29.79,34.34,111.82,9.94,17.99,27.65,13.91,55.16,324.98,115.11,15.1,22.94,62.11,163.01,8.33,9.64,100.76,22.03,30.1,81.42,21.27,11.15,18.02,32.62,23.38,7.0,15.23,6.38,9.05,19.49,131.57,11.27,20.24,5.35,5.21,17.96,13.75,23.53,2.18,12.27,36.17,11.89,12.97,151.41,14.84,28.68,8.51,3.66,27.03,12.0,11.25,7.75,8.11,32.62,10.57,170.95,186.48,103.72,72.7,294.83,83.46,130.65,187.93,140.93,66.91,60.65,104.12,95.26,534.36,27.16,280.77,227.07,56.67,6.43,146.01,128.04,75.47,85.25,248.88,14.68,803.53,50.19,8.56,217.31,116.19,28.45,39.34,10.54,197.84,20.5,47.53,1874.62,1629.8,430.13,14.65,516.65,6.97,16.29,299.09,285.91,194.04,291.88,1350.72,3573.59,686.56,43.8,171.8,124.49,5412.08,920.83,53.61,21.62,216.4,82.04,314.93,119.17,22.9,72.12,2133.36,168.21,473.17,162.84,347.03,123.07,276.9,96.06,115.75,18.03,13.1,13.76,686.71,680.44,92.3,1209.44,338.1,280.74,85.25,51.7,42.97,534.86,129.33,569.17,747.65,428.75,179.04,472.88,391.02,312.22,118.83,1544.41,693.04,210.56,36.6,419.1,104.9,288.69,1263.94,142.59,188.67,256.4,189.99,216.53,284.29,802.6,11.56,133.74,189.37,99.04,40.98,4.66,748.94,704.83,996.92,971.44,188.17,1216.44,630.6,927.51,299.06,648.83,656.01,126.2,37.46,132.57,100.08,49.85,403.56,41.4,950.26,709.21,621.37,353.02,45.7,312.11,476.22,139.07,484.95,73.61,28.99,82.88
2024-06-20,111.28,90.1,10.93,34.8,29.82,117.98,8.08,15.53,11.2,11.67,24.87,11.61,17.97,9.72,102.35,716.52,170.42,93.28,227.53,8.47,53.35,908.86,366.65,851.33,152.36,342.58,5.53,122.81,218.19,422.84,174.09,185.26,97.05,268.91,27.66,71.26,2451.33,2498.27,46.03,149.95,36.07,36.44,25.63,1088.99,296.9,297.0,1221.57,241.62,272.28,52.44,177.21,10.7,9663.26,567.3,762.99,150.52,114.8,521.32,99.86,1993.06,329.92,876.72,775.42,69.81,408.87,1519.07,147.51,1007.23,225.73,437.26,52.72,747.96,2049.36,119.82,64.01,4.45,6.09,11.19,29.39,34.87,111.88,9.81,18.4,27.55,13.91,54.95,309.97,113.81,14.78,22.96,63.3,162.11,8.28,9.61,101.85,22.18,30.24,80.39,21.32,11.03,17.92,33.24,23.45,6.88,14.87,6.36,9.07,19.33,131.65,11.21,20.05,5.36,5.19,17.85,13.92,22.91,2.16,12.67,35.78,12.19,12.97,147.11,15.22,29.04,8.47,3.62,27.91,12.04,11.38,7.76,8.08,32.49,10.55,164.87,186.76,101.72,71.01,292.23,81.21,129.5,189.98,140.56,64.68,58.4,101.98,92.81,524.98,27.31,289.42,226.52,57.58,6.5,148.58,125.3,75.05,85.58,249.58,14.86,810.39,50.11,8.51,214.74,116.09,28.43,40.59,10.57,195.0,19.84,48.8,1859.56,1604.03,419.45,14.26,513.78,6.91,16.09,300.86,282.22,193.51,289.0,1330.97,3537.93,681.29,42.96,169.39,123.87,5392.75,892.78,52.79,21.26,209.88,81.4,311.64,118.06,22.57,72.12,2105.32,168.52,466.29,157.97,337.67,124.33,267.77,96.0,109.69,18.01,13.1,13.47,684.97,675.16,91.82,1209.77,337.53,272.65,82.86,49.22,42.53,530.54,124.26,557.03,722.45,419.46,178.81,460.94,383.76,307.73,117.96,1552.37,682.6,207.08,34.8,404.86,103.3,279.63,1237.45,142.05,184.35,253.9,187.26,211.37,274.5,807.23,11.64,129.97,187.94,96.83,40.85,4.71,736.99,679.69,979.64,951.94,183.79,1171.01,626.25,919.3,284.9,631.69,660.8,123.96,36.27,127.31,99.92,48.36,389.18,41.62,935.19,714.75,658.45,351.18,45.29,313.61,469.07,137.86,473.05,74.24,28.49,84.07
2024-06-21,111.02,89.33,10.93,34.67,29.8,117.98,8.1,15.43,11.31,11.66,24.54,11.61,17.92,9.66,102.63,733.71,169.21,93.18,228.32,8.56,53.35,909.37,364.94,847.94,152.53,341.47,5.53,122.57,219.02,420.54,175.81,185.55,96.63,268.41,27.72,70.58,2418.38,2479.71,46.07,150.3,35.92,36.67,25.59,1090.59,297.25,298.87,1221.57,247.14,268.75,52.84,177.44,10.8,9499.49,566.91,766.15,150.13,117.11,519.17,97.87,1985.75,327.1,870.14,780.64,69.31,409.76,1523.47,147.44,976.1,224.8,438.96,52.9,750.24,2057.23,119.51,63.99,4.45,6.1,11.23,29.36,34.83,112.93,9.82,17.73,27.63,13.9,55.12,307.66,114.35,14.8,22.38,62.78,160.62,8.29,9.67,100.31,22.02,30.1,80.55,21.35,11.09,17.9,32.96,23.41,6.9,14.98,6.42,9.2,19.42,132.28,11.29,19.95,5.35,5.18,17.87,13.83,22.76,2.17,12.55,35.93,12.04,12.96,145.71,15.05,28.68,8.5,3.65,27.94,12.03,11.38,7.74,8.16,32.6,10.71,166.01,184.94,100.31,71.7,289.86,81.04,129.78,191.2,141.51,64.31,58.07,101.59,91.73,533.21,26.95,282.36,224.14,58.31,6.58,151.0,125.02,76.89,86.66,250.1,14.96,819.76,50.02,8.46,215.29,117.28,27.99,41.58,10.45,193.7,19.88,48.75,1852.04,1602.05,426.33,14.37,519.04,6.87,16.12,298.91,283.45,192.11,293.68,1330.97,3508.32,668.5,43.02,170.54,123.87,5387.22,891.12,52.46,21.35,214.52,81.35,310.39,123.18,22.69,71.64,2077.56,172.08,465.85,159.35,335.93,124.26,269.46,94.96,107.49,17.59,13.41,13.51,690.18,679.03,92.89,1217.82,330.16,271.51,83.05,49.22,42.46,532.29,122.26,565.16,725.65,426.16,178.81,464.31,380.77,307.91,117.39,1550.31,686.2,211.46,34.49,396.93,103.17,273.19,1252.5,143.81,184.67,253.07,187.96,213.35,269.33,797.97,11.68,128.78,189.46,97.09,41.1,4.68,727.43,683.88,979.96,951.94,184.63,1171.66,622.54,908.57,283.27,637.2,646.5,124.4,36.27,127.86,102.3,49.01,384.2,41.88,932.47,720.63,651.7,346.09,45.85,309.77,458.34,140.02,465.18,72.07,28.28,83.88
2024-06-24,110.85,88.47,10.8,35.14,29.86,117.1,8.03,15.42,11.35,11.65,24.14,11.57,17.9,9.66,102.53,735.25,170.65,91.92,225.64,8.52,52.45,898.44,343.46,838.9,152.24,336.68,5.53,120.64,216.81,415.13,175.15,185.85,93.54,263.08,27.08,70.19,2433.09,2504.29,45.54,150.48,35.4,35.69,25.85,1099.41,293.09,300.45,1222.29,241.99,262.81,52.2,174.66,10.57,9530.73,562.59,743.64,150.08,115.73,509.68,98.33,1995.5,332.11,884.61,775.73,64.99,402.71,1521.27,145.69,985.33,226.1,436.54,52.08,762.35,2068.75,118.32,64.97,4.47,6.02,11.19,28.96,35.3,112.88,9.78,18.23,27.58,13.86,54.99,299.38,114.31,14.64,21.8,62.92,161.21,8.23,9.49,95.89,22.02,29.18,80.78,21.27,10.95,17.86,32.66,23.45,6.74,14.74,6.42,9.05,19.23,127.84,11.2,19.75,5.39,5.19,17.7,13.89,22.23,2.15,12.42,35.61,12.06,12.77,145.35,14.71,28.91,8.35,3.62,27.39,12.06,11.54,7.76,7.93,32.06,10.55,160.13,184.51,100.15,71.37,297.49,78.02,131.3,189.58,140.51,61.59,56.89,98.96,89.1,521.96,26.71,276.82,225.3,58.63,6.47,148.01,121.91,73.77,83.95,248.81,14.64,803.06,49.03,8.24,206.31,114.71,26.48,40.68,9.97,193.07,18.98,47.26,1849.02,1582.23,412.85,14.34,514.25,6.78,15.88,302.39,281.3,190.72,291.88,1324.92,3496.44,688.88,42.44,164.79,121.69,5418.52,865.25,51.97,20.93,210.83,80.98,313.68,120.07,22.38,70.89,2089.08,166.51,462.3,151.78,335.21,120.3,256.11,92.62,106.63,17.42,13.2,13.23,682.94,664.25,92.06,1220.0,315.51,262.28,81.48,47.21,42.42,529.87,119.41,549.03,707.25,418.6,173.75,459.72,384.74,306.74,115.59,1529.67,678.46,206.36,33.32,388.23,102.66,269.89,1257.73,140.16,180.46,252.34,186.28,213.13,266.34,793.52,11.62,123.37,187.61,93.54,41.19,4.74,734.94,673.11,965.32,941.02,180.73,1155.73,623.9,890.96,275.12,632.88,618.53,125.28,35.29,122.52,100.84,45.96,370.78,41.0,918.73,688.04,659.04,349.37,44.68,314.13,441.03,137.55,461.1,70.35,28.24,81.49
2024-06-25,111.28,87.75,10.8,35.14,30.1,117.45,8.05,15.44,11.23,11.62,24.06,11.6,17.87,9.66,101.14,749.79,171.54,90.86,227.38,8.44,52.04,899.97,344.51,831.0,152.02,336.13,5.47,118.97,230.36,412.01,177.94,181.01,93.75,264.76,27.53,71.46,2398.37,2541.92,45.81,153.22,35.78,35.32,26.03,1080.97,298.99,302.32,1207.23,235.82,252.34,51.37,171.53,10.54,9587.57,559.65,733.37,145.29,116.96,499.32,98.39,2019.17,330.54,887.24,783.7,62.09,395.26,1530.06,145.19,983.73,224.8,424.53,52.41,754.02,2056.63,116.49,64.55,4.43,5.97,11.14,29.18,35.09,112.78,9.62,18.25,27.45,13.85,55.07,288.03,113.97,14.48,21.35,62.6,163.04,8.19,9.47,86.37,22.36,28.07,80.45,21.4,10.98,17.67,32.45,23.33,6.65,14.66,6.44,9.09,18.86,127.58,11.23,20.23,5.4,5.21,17.79,13.91,21.56,2.14,12.32,35.4,11.62,12.42,142.39,14.74,28.73,8.26,3.66,27.25,12.09,11.52,7.79,7.92,31.32,10.63,155.15,186.52,100.31,71.26,296.61,75.63,131.1,189.29,136.11,60.13,56.56,99.2,88.68,508.24,26.95,270.4,225.65,56.46,6.49,141.8,119.7,71.31,80.57,242.33,14.06,804.49,47.91,7.9,197.2,114.49,25.52,38.99,9.92,187.45,18.61,45.54,1864.08,1594.12,405.27,14.29,516.17,6.68,15.97,303.93,291.29,188.52,296.56,1327.94,3514.37,677.63,42.38,163.43,123.56,5453.51,849.7,51.91,20.7,207.4,80.29,314.93,119.23,22.53,71.88,2095.75,165.74,462.3,147.43,334.18,120.17,247.67,92.62,107.01,17.41,13.33,13.52,709.01,659.67,91.12,1203.9,301.67,257.49,80.0,46.03,43.14,526.9,117.06,549.41,693.65,410.18,175.73,459.72,386.25,303.91,116.25,1477.91,669.46,204.5,32.09,382.06,99.09,265.07,1234.18,143.0,178.52,256.41,188.94,217.19,259.81,791.12,11.53,122.25,185.0,93.09,40.4,4.83,717.01,662.33,947.4,920.73,177.73,1171.23,591.43,857.43,268.68,618.97,575.63,122.08,35.3,120.01,98.62,44.96,360.04,41.09,874.93,677.12,632.87,348.18,43.69,311.99,416.71,135.52,452.04,69.83,28.05,77.52
