Date,600000.SS,600005.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600019.SS,600022.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600037.SS,600048.SS,600050.SS,600058.SS,600062.SS,600066.SS,600068.SS,600085.SS,600089.SS,600096.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600123.SS,600125.SS,600132.SS,600143.SS,600150.SS,600153.SS,600160.SS,600166.SS,600169.SS,600170.SS,600177.SS,600183.SS,600188.SS,600196.SS,600208.SS,600216.SS,600219.SS,600221.SS,600252.SS,600256.SS,600259.SS,600266.SS,600267.SS,600271.SS,600276.SS,600307.SS,600309.SS,600315.SS,600316.SS,600320.SS,600331.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600376.SS,600383.SS,600395.SS,600406.SS,600415.SS,600418.SS,600432.SS,600456.SS,600489.SS,600497.SS,600498.SS,600500.SS,600508.SS,600516.SS,600518.SS,600519.SS,600528.SS,600535.SS,600546.SS,600547.SS,600549.SS,600550.SS,600583.SS,600585.SS,600588.SS,600595.SS,600598.SS,600600.SS,600642.SS,600649.SS,600655.SS,600660.SS,600664.SS,600674.SS,600690.SS,600694.SS,600703.SS,600718.SS,600739.SS,600741.SS,600770.SS,600779.SS,600783.SS,600795.SS,600804.SS,600809.SS,600811.SS,600812.SS,600827.SS,600832.SS,600837.SS,600839.SS,600859.SS,600863.SS,600873.SS,600875.SS,600881.SS,600887.SS,600893.SS,600895.SS,600900.SS,600970.SS,600971.SS,600997.SS,600999.SS,601001.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601099.SS,601101.SS,601106.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601216.SS,601233.SS,601258.SS,601268.SS,601718.SS,601766.SS,601788.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601918.SS,601919.SS,601928.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000157.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000581.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000680.SZ,000686.SZ,000703.SZ,000709.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000776.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000800.SZ,000807.SZ,000825.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000895.SZ,000898.SZ,000933.SZ,000937.SZ,000960.SZ,000961.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002038.SZ,002069.SZ,002073.SZ,002081.SZ,002092.SZ,002106.SZ,002122.SZ,002128.SZ,002142.SZ,002146.SZ,002155.SZ,002202.SZ,002241.SZ,002299.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002378.SZ,002385.SZ,002399.SZ,002405.SZ,002415.SZ,002422.SZ,002431.SZ,002493.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ
2012-02-28,61.5,15.38,33.41,13.62,19.4,19.96,85.01,9.49,15.31,11.53,8.13,54.61,562.81,43.42,41.95,103.54,8.04,108.11,76.97,231.56,44.93,126.17,277.83,16.04,198.92,95.04,57.81,45.86,335.98,5.83,206.54,136.02,149.5,143.54,129.87,75.65,75.28,79.53,85.49,45.2,19.92,118.28,37.21,56.51,98.33,25.55,24.1,17.29,7.85,107.58,324.45,64.15,37.04,106.84,177.4,294.53,16.71,339.5,101.14,76.45,55.82,88.24,135.99,53.62,35.21,19.77,38.53,50.59,66.72,61.84,380.2,152.81,38.76,70.61,54.23,157.32,144.84,43.19,40.76,56.39,52.44,250.14,970.1,22.15,131.5,102.61,375.66,259.15,87.75,106.92,58.7,235.42,48.51,18.56,42.99,21.39,24.98,1334.58,353.72,56.54,53.16,147.54,151.18,105.57,133.36,420.25,339.29,218.1,129.22,114.93,604.82,51.9,108.1,90.87,27.75,84.53,66.44,182.11,61.22,92.39,57.39,39.16,63.54,5.8,471.37,48.04,139.5,14.2,112.04,95.05,42.55,16.58,29.8,9.25,14.13,2.75,29.83,10.26,7.5,49.73,3.67,7.42,6.95,8.16,7.07,14.31,11.79,11.41,4.14,4.86,18.44,27.44,22.18,7.86,3.73,5.15,13.9,18.26,3.19,11.8,3.16,27.36,10.47,7.43,4.93,13.45,5.8,9.35,31.7,5.67,17.56,3.71,9.88,12.17,10.09,5.12,908.41,883.07,68.59,186.78,82.64,86.31,294.23,172.1,14.42,329.73,152.57,210.9,199.63,6.11,482.23,117.48,63.42,179.34,206.13,407.88,194.05,503.35,97.79,508.65,109.13,58.87,878.93,77.36,299.46,29.81,22.51,134.99,963.79,37.88,111.37,93.26,26.21,32.93,9.31,14.66,61.31,154.73,77.75,67.6,46.11,73.13,20.26,166.06,25.2,34.64,26.44,65.47,491.4,277.33,140.9,49.63,276.13,6.9,119.73,86.33,72.35,22.49,30.69,109.36,95.4,30.28,189.63,290.43,766.63,205.02,157.7,136.72,210.85,32.12,64.22,64.2,34.45,11.0,41.92,37.73,43.9,160.58,31.51,296.92,270.6,46.38,146.1,25.86,34.25,54.88,28.7,85.1,91.1,82.38,41.76,7.5,24.9,26.38,34.67
2012-02-29,60.78,15.15,33.41,13.69,19.35,19.73,85.01,9.45,14.94,11.43,7.97,53.76,566.26,43.18,41.82,100.2,7.89,111.97,76.68,230.53,43.53,125.44,275.94,16.04,194.42,93.9,56.34,44.98,339.79,5.72,204.3,134.35,145.21,147.13,127.03,75.79,74.27,80.05,84.19,43.9,19.47,114.72,36.08,55.71,98.03,24.46,67.05,17.21,7.65,108.0,319.19,68.06,36.01,104.08,173.71,285.69,4.65,341.17,100.46,74.55,54.65,87.76,134.43,52.67,35.03,19.37,39.01,49.53,64.72,61.65,377.55,151.6,37.9,70.24,53.96,160.09,146.04,43.34,40.08,55.41,51.11,247.07,987.41,21.59,128.22,102.54,381.16,257.67,86.8,105.39,57.08,231.1,7.05,18.21,42.8,21.13,24.46,1335.98,350.94,55.71,53.16,144.39,148.77,103.12,130.86,412.92,334.08,216.87,129.07,114.99,604.82,50.82,108.62,89.57,27.24,83.57,65.7,178.77,60.67,90.54,55.96,39.37,62.73,351.83,467.13,47.64,135.74,14.11,109.12,95.1,42.06,16.44,29.68,9.17,13.99,2.72,29.51,10.12,7.33,49.15,3.61,7.25,6.77,8.17,6.94,14.31,11.76,10.71,4.11,4.81,17.73,27.42,24.4,7.84,3.66,5.04,13.63,17.97,3.17,11.72,3.09,27.14,10.42,7.52,4.81,13.27,6.31,9.48,31.04,5.64,17.55,3.71,9.72,12.03,10.0,5.05,900.24,859.29,65.86,183.56,80.49,85.69,290.6,171.11,14.11,329.73,146.33,210.43,195.36,5.91,479.36,114.67,61.7,173.3,203.85,412.19,190.81,492.39,95.65,509.42,109.89,57.58,883.16,79.13,293.82,29.17,22.46,135.36,967.01,36.97,108.07,93.0,25.71,32.35,9.17,14.41,61.92,155.49,75.26,65.69,45.02,72.82,19.8,162.31,24.67,34.59,26.12,64.91,497.51,282.47,139.9,49.43,273.69,6.76,117.82,85.33,73.14,21.97,30.67,107.56,94.1,30.26,187.66,286.37,746.38,203.52,156.14,133.3,206.8,32.12,62.59,64.12,34.17,10.82,41.09,38.19,43.41,157.22,30.89,300.4,277.38,45.66,146.68,25.98,34.25,54.74,27.37,83.46,91.04,80.75,41.1,7.29,24.69,26.14,34.27
2012-03-01,60.84,15.15,33.71,13.55,19.45,19.66,85.01,9.4,14.9,11.36,7.97,53.96,564.73,43.32,41.65,100.56,7.8,109.88,75.54,234.95,43.59,124.55,275.63,16.04,195.01,94.19,56.13,45.18,338.44,5.75,204.89,134.73,145.37,145.3,126.75,76.16,75.0,80.68,83.54,44.04,19.54,115.18,36.28,55.65,98.33,24.88,67.07,17.19,7.65,112.22,321.82,67.02,35.94,104.73,173.86,278.13,16.27,344.09,100.04,75.04,54.46,87.52,134.76,52.89,34.79,19.51,39.12,50.51,65.77,62.37,377.22,152.29,38.35,69.6,53.82,156.14,145.1,43.36,40.12,55.46,51.42,246.41,978.66,21.72,128.16,102.39,371.76,258.95,87.51,105.73,56.6,230.53,48.16,18.4,42.67,21.06,24.56,1309.38,351.29,55.84,53.2,150.83,149.12,103.04,131.27,414.61,337.76,217.55,129.79,115.17,611.41,51.13,107.41,89.73,27.24,83.27,65.81,179.33,60.12,90.2,56.61,40.28,62.39,348.46,460.26,48.88,138.67,14.16,109.34,94.75,42.0,16.49,29.76,9.15,13.97,2.72,29.42,10.18,7.34,49.18,3.61,7.24,6.74,8.11,6.89,14.31,11.72,10.71,4.11,4.79,17.93,27.16,25.5,7.9,3.64,5.03,13.75,18.25,3.16,11.64,3.13,27.06,10.4,7.37,4.85,13.38,6.3,9.3,30.95,5.62,17.43,3.7,9.88,12.07,9.98,5.06,907.32,861.27,66.99,184.33,82.41,86.19,15.3,169.14,14.2,325.52,146.07,209.85,197.11,5.93,481.75,114.12,60.87,174.7,205.1,402.83,190.45,506.09,95.53,500.11,109.13,57.65,885.17,77.97,292.53,29.86,22.32,133.49,996.01,37.08,107.44,92.57,25.66,32.64,9.22,14.46,61.92,153.64,75.61,66.4,45.07,72.57,20.19,161.27,24.93,34.55,26.01,65.23,494.18,279.07,138.82,48.97,267.0,6.73,117.92,85.01,72.13,22.2,30.8,108.04,94.2,30.08,186.24,286.82,746.38,201.6,153.8,133.75,207.41,33.59,63.73,63.64,34.19,10.81,41.59,37.08,43.5,160.52,30.91,301.6,272.31,45.76,147.16,27.06,34.5,54.46,27.5,84.3,89.54,80.94,40.98,7.28,24.75,25.74,33.97
2012-03-02,61.68,15.31,34.03,13.65,19.42,19.9,86.24,9.42,15.04,11.46,8.1,55.54,576.21,43.75,42.56,104.86,7.89,111.74,77.16,236.08,44.2,125.69,279.4,16.04,198.14,97.38,57.08,46.5,343.66,5.84,209.37,137.08,146.64,145.34,130.15,78.78,78.2,81.75,84.19,45.13,19.93,118.92,36.67,56.55,99.91,26.34,68.24,17.41,7.81,112.54,328.12,67.98,37.37,105.33,175.45,283.91,16.39,347.65,99.89,75.72,55.43,89.2,137.62,54.56,35.43,9.13,39.84,52.7,70.09,65.41,380.53,155.24,40.39,71.02,54.87,156.86,147.32,44.08,40.76,56.65,52.48,249.92,970.85,22.39,128.5,103.6,372.66,266.79,88.93,107.77,57.95,233.71,49.28,18.66,43.15,21.26,25.12,1326.18,357.2,56.67,54.5,158.59,150.93,104.86,133.36,427.87,347.57,222.2,129.69,117.06,613.61,51.67,107.07,91.03,27.46,84.35,67.17,185.27,61.77,91.06,57.19,40.54,63.21,367.36,468.75,50.66,142.85,14.34,111.23,97.16,42.79,17.04,30.42,9.22,14.18,2.75,29.73,10.38,7.52,50.56,3.67,7.34,6.91,8.22,7.02,14.31,11.89,10.71,4.15,4.83,18.51,27.56,25.43,8.01,3.71,5.1,14.11,18.37,3.19,11.79,3.15,27.28,10.53,7.41,5.0,13.7,6.35,9.53,31.22,5.65,17.69,3.71,10.01,12.15,10.34,5.18,920.93,893.97,68.22,187.86,83.65,90.23,300.99,174.08,14.66,330.33,148.8,213.59,202.14,6.18,494.19,116.39,18.88,180.96,209.35,407.79,193.57,524.94,98.11,503.57,111.42,60.0,886.58,78.71,301.58,31.24,22.84,136.3,1026.38,37.81,15.3,94.07,26.1,34.29,9.4,14.84,62.0,156.24,79.3,71.35,46.01,73.86,21.1,165.8,26.5,35.59,26.28,66.34,496.12,278.78,141.45,49.73,269.58,6.79,119.83,87.45,74.0,23.31,31.6,109.24,95.75,30.2,189.0,290.54,768.25,203.52,155.9,135.91,211.46,33.86,64.96,64.92,35.1,10.93,43.92,37.85,44.04,164.42,31.37,301.84,279.6,46.22,148.5,28.73,34.84,55.02,27.89,84.9,90.5,83.02,41.8,7.52,25.41,26.16,34.85
2012-03-05,61.02,15.19,33.57,13.51,18.9,19.66,85.13,9.34,14.84,11.36,8.04,55.66,576.97,43.18,42.43,103.72,7.65,110.85,76.49,227.05,43.87,125.36,276.88,16.04,194.42,95.22,56.55,46.02,350.29,5.79,209.49,135.67,144.1,143.54,130.81,82.73,78.47,81.02,82.45,44.79,19.88,117.82,37.29,56.19,99.81,26.1,67.51,17.67,7.71,115.38,326.81,67.82,37.92,103.48,172.26,278.34,16.05,347.65,32.5,75.44,55.34,89.28,137.29,54.2,35.4,19.67,40.05,52.21,70.51,66.93,379.65,154.37,39.67,70.79,55.48,154.88,148.17,42.23,40.52,56.37,53.23,244.44,965.92,22.29,126.21,105.87,370.16,283.3,88.78,105.73,57.2,230.87,49.45,18.61,42.92,20.87,24.88,1327.58,357.9,55.97,55.46,156.49,151.33,106.12,132.94,429.0,343.28,225.75,131.19,118.16,602.62,52.36,107.7,90.38,27.17,83.93,66.75,186.75,60.12,89.29,56.48,39.93,62.7,377.48,465.11,51.22,143.68,14.32,108.69,96.25,42.39,17.65,30.3,9.16,14.04,2.75,29.57,10.27,7.5,50.14,3.66,7.29,6.8,8.22,6.97,14.31,12.06,10.71,4.1,4.79,18.22,28.0,26.4,8.02,3.74,5.02,14.21,17.94,3.15,11.67,3.11,27.01,10.43,7.35,4.96,13.59,6.29,9.52,31.66,5.6,17.84,3.68,10.03,11.85,10.41,5.12,909.5,882.08,67.2,187.71,83.2,89.12,304.13,173.09,15.63,319.22,148.15,210.9,200.38,6.31,507.59,116.36,62.05,178.18,20.11,398.25,193.33,520.48,99.05,492.15,109.58,60.39,894.44,75.74,299.23,31.01,22.51,136.74,1016.26,38.17,112.43,97.83,25.77,34.14,9.31,15.01,63.48,157.68,77.75,71.51,45.54,73.37,20.94,164.65,26.58,36.11,25.91,65.71,491.4,274.86,139.82,49.58,263.23,6.7,119.35,87.45,75.01,23.94,31.23,110.19,95.8,29.64,187.66,287.5,757.72,202.38,157.34,134.56,207.41,33.62,65.57,66.2,34.94,10.81,43.34,38.02,43.54,164.48,31.95,299.8,276.45,45.44,154.4,31.56,34.6,55.4,28.1,84.58,89.5,83.54,42.98,7.46,26.79,26.4,34.52
2012-03-06,60.18,15.0,33.92,13.18,18.8,19.19,83.78,9.28,14.57,11.21,7.86,55.3,560.13,42.22,42.43,103.54,7.42,106.25,74.69,231.0,43.03,122.59,270.27,16.04,188.76,95.44,55.71,45.18,338.99,5.67,206.77,133.35,145.05,139.87,128.54,84.8,77.47,79.26,81.47,43.56,20.44,116.45,36.63,54.59,97.83,26.16,66.03,17.51,7.52,114.43,316.96,65.14,36.99,103.86,163.21,277.7,15.6,343.47,99.83,75.04,54.85,87.76,134.43,52.82,34.36,19.87,39.3,50.99,70.19,66.46,373.8,151.08,38.62,69.15,54.64,149.81,146.38,41.37,40.36,54.82,51.64,237.65,948.29,21.89,125.71,103.86,356.16,283.56,86.01,104.04,54.83,226.31,48.34,18.13,42.47,20.87,24.32,1288.37,353.72,54.69,57.15,166.88,147.36,103.28,130.58,422.51,342.67,222.88,132.84,115.6,596.02,51.67,106.67,87.46,26.69,82.12,66.44,185.08,58.48,87.71,55.18,39.26,62.19,370.05,465.11,52.74,141.38,14.34,106.8,94.8,41.26,17.45,29.62,9.04,13.71,2.72,28.81,10.26,7.36,48.8,3.6,7.15,6.61,8.04,6.8,28.45,11.81,10.71,4.02,4.67,17.88,29.28,25.45,7.82,3.67,4.9,14.0,17.63,3.12,11.52,3.02,27.12,10.12,7.19,4.91,13.3,6.2,9.79,31.65,5.57,17.34,3.66,9.96,11.83,10.02,4.58,892.08,874.15,67.68,182.17,81.73,89.61,301.98,174.74,15.76,309.61,143.47,208.56,196.36,6.21,491.32,114.15,61.16,178.87,203.02,391.92,187.09,518.43,96.79,493.78,107.75,59.81,899.47,73.18,293.0,31.01,22.0,132.25,1019.94,36.94,110.88,43.81,25.44,33.27,9.12,15.1,62.58,152.54,77.84,72.48,44.76,71.04,20.4,160.75,26.69,35.26,25.64,64.99,487.93,273.2,137.81,48.51,264.74,6.56,115.91,85.25,73.33,23.98,30.38,107.68,93.16,29.13,184.42,288.29,770.68,197.75,153.62,129.52,203.91,32.57,66.34,64.28,34.03,10.61,43.09,37.42,42.6,27.23,31.29,295.72,275.67,44.46,159.72,33.55,34.25,55.22,27.27,86.52,86.7,82.51,45.22,7.31,26.5,26.65,33.3
2012-03-07,59.58,14.96,33.62,13.09,18.67,18.95,82.79,9.24,14.6,11.18,7.79,54.93,547.5,41.65,41.91,101.79,7.45,103.7,74.12,233.45,42.75,121.62,268.07,16.04,184.46,95.73,57.71,45.22,333.77,5.63,209.25,130.85,145.69,148.66,124.66,90.75,77.29,78.01,81.58,42.81,20.22,116.82,36.47,53.43,98.33,26.16,65.39,17.17,7.56,114.75,318.67,63.02,36.01,103.18,159.45,284.01,15.73,350.78,98.99,75.44,54.46,85.76,131.64,52.52,33.36,20.27,39.28,50.14,70.09,65.87,366.4,149.69,39.62,67.91,53.3,147.04,143.05,42.72,39.61,54.43,50.49,236.12,934.71,21.59,126.39,105.03,348.66,269.88,84.19,103.19,53.84,18.18,47.05,17.89,41.9,20.74,24.36,1284.17,354.07,54.56,54.55,163.99,144.94,101.54,130.02,425.33,340.21,219.47,131.39,112.12,593.82,56.04,103.64,86.81,26.36,81.88,65.07,186.57,58.2,87.68,55.51,39.06,62.39,372.08,480.66,52.96,138.67,14.37,105.02,93.2,40.71,17.41,29.14,9.03,13.57,2.69,28.45,10.28,7.35,47.88,3.58,7.12,6.5,7.82,6.78,28.15,11.63,10.92,4.0,4.68,17.66,29.22,25.43,7.77,3.64,4.84,14.11,17.59,3.1,11.48,2.98,27.43,10.0,7.08,4.86,13.27,6.05,9.99,32.3,5.53,16.82,3.65,10.25,11.77,9.63,5.04,883.91,874.15,66.02,179.72,80.94,88.62,300.66,175.4,15.54,305.71,143.08,207.86,198.12,6.18,486.06,112.04,61.06,176.32,200.43,394.67,183.85,513.63,95.03,494.54,108.51,61.29,900.88,32.09,290.3,30.96,21.38,128.07,1026.38,36.54,110.95,100.46,25.38,33.13,9.03,15.1,63.52,147.68,76.64,73.24,44.66,69.5,20.33,158.38,27.35,34.55,25.64,65.63,479.74,271.49,135.8,47.69,269.29,6.56,114.2,83.33,70.16,23.72,29.76,105.71,90.46,29.45,183.16,293.93,835.48,195.04,153.92,129.34,202.4,32.09,64.34,62.6,33.42,10.54,42.17,36.05,42.29,158.48,30.99,295.1,277.41,43.86,157.4,32.6,34.65,26.61,27.45,87.26,85.92,80.5,43.62,7.25,27.03,27.29,32.8
2012-03-08,60.3,15.0,33.8,13.37,18.67,19.05,83.04,9.28,14.33,11.26,7.88,56.47,553.63,41.82,43.38,105.39,7.45,107.88,77.68,233.92,43.37,122.43,271.22,16.04,187.59,96.41,58.44,49.7,360.79,5.67,211.02,134.85,149.18,146.25,124.85,90.07,80.11,79.71,82.99,43.49,20.85,118.73,36.63,54.05,99.41,26.71,66.45,17.39,7.66,115.28,323.53,66.16,37.32,103.22,159.02,287.17,15.7,353.08,97.83,76.13,55.04,87.2,133.33,54.49,33.95,21.17,39.4,50.43,71.04,67.52,363.3,151.08,39.76,68.78,54.46,150.01,145.18,42.91,39.92,55.31,51.6,237.43,940.8,21.89,126.64,104.95,356.66,279.14,86.48,105.22,54.68,18.18,48.08,18.14,42.21,20.87,24.91,1302.38,356.16,54.82,54.85,166.09,145.79,107.14,132.11,449.88,343.89,225.21,134.13,113.46,596.02,55.12,105.11,88.27,26.65,81.88,66.96,191.95,58.2,88.23,55.96,39.57,62.7,381.53,486.72,52.77,142.43,14.41,106.15,94.6,41.35,17.49,29.68,9.05,13.67,2.72,28.66,10.57,7.8,48.56,3.62,7.18,6.63,7.92,6.84,28.43,11.87,10.95,4.03,4.71,18.1,29.36,25.43,7.93,3.68,4.87,14.67,17.72,3.11,11.53,3.06,27.49,10.09,7.14,5.05,13.39,6.16,9.98,32.66,5.53,17.13,3.66,10.32,11.69,9.82,5.05,896.43,891.99,67.41,181.25,82.07,91.06,301.82,171.77,15.61,313.81,145.29,207.16,201.13,6.18,489.89,113.03,61.54,177.71,203.44,394.58,186.49,518.08,96.03,493.78,109.58,62.7,907.53,73.64,300.99,30.5,21.51,130.13,1029.61,37.05,116.72,103.58,25.38,34.39,9.17,15.84,63.89,153.84,77.07,75.01,45.28,70.67,20.98,161.09,27.37,35.11,25.75,67.78,483.91,269.54,137.19,48.43,269.58,6.59,116.68,85.25,71.71,24.41,30.21,107.92,91.46,29.71,186.24,293.59,841.96,196.32,155.48,130.33,205.38,32.66,64.5,63.24,33.93,10.62,43.38,36.83,42.69,162.44,31.63,294.6,293.1,44.06,161.72,34.13,34.73,55.72,26.99,87.1,86.26,81.52,44.28,7.57,27.15,27.13,32.93
2012-03-09,60.36,15.07,34.43,13.44,19.27,19.18,83.53,9.29,14.2,11.32,7.95,56.47,561.28,41.99,43.29,105.3,7.49,109.51,15.96,235.33,43.81,122.76,274.68,16.04,190.52,96.41,58.65,50.14,385.66,5.76,214.2,143.1,151.88,146.41,126.08,93.91,80.11,84.42,86.15,43.77,21.37,119.1,37.99,55.65,100.3,27.13,67.82,17.47,7.75,115.7,326.94,66.99,37.24,105.59,163.65,286.01,15.76,355.8,97.71,77.62,54.95,88.56,137.88,55.0,34.48,21.57,40.35,11.86,70.83,69.29,363.97,157.49,39.76,69.56,55.09,151.46,148.08,43.21,40.84,57.3,53.36,244.22,966.34,22.45,127.6,107.8,363.46,282.49,88.62,106.07,55.52,18.18,7.0,18.31,42.88,21.06,24.91,1326.18,361.73,55.27,12.61,164.25,151.28,108.48,133.78,464.27,345.73,225.62,136.15,116.63,602.62,55.12,110.76,89.73,27.24,84.83,67.91,192.51,58.2,89.19,56.16,39.72,63.28,382.2,491.17,16.94,143.89,14.55,108.58,97.06,42.43,17.18,30.26,9.1,13.67,2.73,28.99,10.59,7.74,50.63,3.65,7.25,6.71,8.12,6.93,28.32,12.07,10.98,4.1,4.75,18.71,29.78,25.55,7.97,3.71,4.89,14.64,17.98,3.1,11.53,3.04,27.6,10.25,7.23,5.1,13.8,6.19,10.15,32.1,5.52,17.37,3.65,10.38,11.81,9.79,5.07,887.72,891.0,67.79,187.86,83.31,91.63,308.74,174.08,16.03,318.62,149.45,211.6,200.88,6.16,495.63,114.41,62.05,177.25,212.67,399.16,188.89,508.15,97.79,500.01,111.57,62.86,941.78,74.3,304.98,30.27,21.6,132.87,1044.34,37.34,117.98,104.14,25.49,34.58,9.4,15.8,65.54,156.44,77.07,74.89,46.37,72.51,21.26,164.69,11.61,35.78,25.8,67.62,503.06,276.45,139.51,49.12,270.66,6.61,120.69,87.89,73.14,24.41,30.8,111.51,93.56,30.3,188.05,295.06,880.03,201.88,157.4,132.22,205.79,33.56,66.4,63.8,35.12,10.65,44.21,37.31,43.32,165.98,31.73,306.6,294.81,48.38,161.82,33.48,34.8,56.58,27.55,87.1,88.96,82.13,44.76,7.63,27.36,27.39,33.59
2012-03-12,59.82,14.92,34.22,13.6,19.29,18.98,82.42,9.25,14.09,11.25,7.85,56.03,557.07,41.45,43.38,101.35,7.44,112.66,81.01,240.51,43.42,126.91,275.63,16.04,187.59,94.53,59.5,49.38,393.03,5.67,216.32,145.75,156.17,144.38,125.33,94.95,80.11,86.16,86.58,43.97,21.48,119.46,37.68,55.97,101.79,26.34,68.91,17.43,7.68,116.44,327.07,71.66,36.57,108.91,163.5,292.95,15.66,349.95,103.11,77.38,54.85,89.04,136.9,55.87,34.74,21.37,40.61,49.78,69.04,68.13,370.7,155.07,38.94,70.65,60.2,150.53,150.39,43.8,41.07,56.77,53.54,258.24,969.17,21.96,131.69,106.01,361.56,288.33,89.41,107.26,54.8,240.43,49.28,18.19,42.94,20.97,24.67,1321.98,357.55,56.48,12.61,164.91,155.51,109.35,135.45,472.74,337.15,223.98,135.37,118.1,593.82,55.58,112.43,89.4,27.72,85.5,67.7,190.65,57.93,93.06,57.45,40.13,63.64,374.1,483.29,53.52,141.8,14.48,109.72,95.5,42.3,17.01,29.86,9.05,13.49,2.72,28.69,10.66,7.71,50.28,3.68,7.16,6.83,8.04,6.9,27.89,12.11,10.92,4.1,4.67,18.74,29.22,26.05,8.04,3.77,4.87,14.6,18.09,3.08,11.48,2.97,28.3,10.1,7.22,5.05,13.54,6.12,10.26,32.0,5.5,17.6,3.65,10.56,11.73,9.71,5.01,878.47,866.23,69.12,187.71,83.09,87.96,305.28,172.1,15.75,316.22,150.1,218.04,196.61,6.13,490.84,113.87,60.97,174.7,214.12,408.34,188.05,493.76,97.73,509.51,110.96,62.47,957.89,73.75,306.39,30.38,22.14,133.18,1029.15,37.08,117.7,102.29,25.38,33.76,9.35,15.71,65.7,162.74,77.67,74.14,46.68,72.08,21.01,164.72,26.93,35.64,25.58,69.21,505.7,276.34,140.05,49.2,271.73,6.55,119.64,86.73,73.62,23.38,31.45,112.53,92.51,32.16,190.03,314.23,881.65,205.23,160.04,135.91,211.36,32.6,61.39,64.2,35.1,10.58,43.09,37.66,43.68,162.2,31.65,305.4,302.07,49.6,157.4,33.5,34.8,57.1,27.93,89.12,91.62,83.12,43.92,7.65,27.35,27.12,34.2
2012-03-13,60.36,15.04,34.27,13.53,19.42,19.24,83.29,9.29,14.16,11.34,7.89,56.35,559.37,41.85,44.37,102.31,7.49,112.15,79.63,238.06,43.48,126.58,281.29,16.04,207.91,94.19,65.59,12.2,393.09,5.7,215.61,146.54,154.58,145.03,127.69,94.09,80.3,86.16,89.73,44.86,21.33,121.2,37.84,56.39,9.62,26.34,68.99,17.43,7.73,116.12,339.15,70.54,36.82,108.01,164.52,294.32,15.79,352.25,103.17,79.27,55.53,91.28,138.46,56.97,35.01,21.27,39.84,49.57,69.46,67.73,366.06,155.07,38.44,71.48,59.83,152.25,150.64,44.18,41.31,57.3,54.56,258.24,974.38,22.12,132.09,107.0,362.36,285.17,89.57,108.79,55.13,249.09,49.45,18.47,43.8,21.06,24.88,1335.98,360.68,56.54,12.61,164.25,157.43,109.51,137.54,505.47,336.53,236.01,135.17,118.22,593.82,55.58,113.63,90.54,27.53,86.1,68.33,190.84,57.93,93.14,57.06,40.38,65.44,377.48,494.6,52.77,142.85,14.58,112.09,97.31,43.01,17.17,30.2,9.08,13.63,2.72,29.07,10.62,7.85,51.31,3.81,7.24,6.85,8.3,6.99,28.37,12.17,11.02,4.25,4.7,19.7,30.74,25.65,8.18,3.79,4.87,14.65,18.96,3.11,11.57,3.0,28.24,10.16,7.22,5.09,13.81,6.18,10.23,31.9,5.53,17.67,3.67,10.84,11.77,9.93,5.07,886.63,883.07,67.9,191.85,84.33,88.13,307.09,172.43,15.61,317.72,151.79,219.56,199.12,6.11,491.32,116.52,61.6,175.63,216.5,408.8,191.53,499.24,99.43,508.17,114.32,62.78,966.75,74.82,308.27,30.21,22.35,134.74,1030.07,37.62,121.43,45.81,25.55,33.71,9.4,15.86,65.54,162.19,78.01,74.23,46.84,73.19,21.4,170.62,27.1,35.78,25.8,70.88,516.38,279.4,140.21,49.48,281.04,6.67,121.36,87.97,74.22,23.96,31.68,114.08,93.75,32.39,189.32,310.06,883.27,206.8,164.54,139.42,217.43,10.66,61.21,64.6,35.53,10.79,43.34,37.68,44.49,162.62,15.61,309.62,303.63,50.24,159.34,33.52,35.38,56.92,27.74,89.1,93.18,88.72,44.52,7.74,27.39,27.13,34.84
