Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600058.SS,600060.SS,600062.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600096.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600123.SS,600143.SS,600150.SS,600153.SS,600157.SS,600160.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600216.SS,600219.SS,600221.SS,600252.SS,600256.SS,600259.SS,600266.SS,600267.SS,600271.SS,600276.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600376.SS,600383.SS,600395.SS,600403.SS,600406.SS,600415.SS,600436.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600528.SS,600535.SS,600546.SS,600547.SS,600549.SS,600582.SS,600583.SS,600585.SS,600588.SS,600597.SS,600598.SS,600600.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600694.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600811.SS,600827.SS,600832.SS,600837.SS,600839.SS,600859.SS,600863.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600970.SS,600971.SS,600997.SS,600999.SS,601001.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601099.SS,601101.SS,601106.SS,601111.SS,601117.SS,601118.SS,601139.SS,601158.SS,601166.SS,601168.SS,601169.SS,601186.SS,601231.SS,601238.SS,601258.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601918.SS,601928.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000024.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000423.SZ,000425.SZ,000528.SZ,000536.SZ,000538.SZ,000562.SZ,000568.SZ,000581.SZ,000596.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000656.SZ,000686.SZ,000703.SZ,000709.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000758.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000895.SZ,000933.SZ,000937.SZ,000960.SZ,000961.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002069.SZ,002081.SZ,002106.SZ,002129.SZ,002142.SZ,002146.SZ,002155.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002269.SZ,002294.SZ,002299.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002415.SZ,002422.SZ,002431.SZ,002450.SZ,002456.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ
2013-04-25,64.79,23.94,33.85,12.58,22.28,17.96,131.6,3.25,9.11,5.82,10.74,5.58,58.38,400.15,42.42,126.67,5.86,56.09,78.28,106.41,258.39,25.03,194.37,190.87,212.95,23.53,124.86,90.54,67.69,61.38,340.16,4.18,220.54,113.64,91.77,62.1,68.34,156.52,47.2,74.73,28.8,97.57,36.95,124.52,21.11,61.34,14.09,7.62,140.9,447.87,48.53,31.06,91.94,109.79,352.5,438.57,213.05,70.28,47.81,124.13,90.1,82.01,28.3,18.01,49.25,41.54,76.91,46.87,51.31,299.08,107.02,162.41,125.59,104.54,44.33,47.31,353.71,876.88,23.64,234.04,62.45,32.13,221.58,153.57,109.04,57.17,152.56,28.7,14.95,47.71,41.86,20.41,40.56,29.05,1039.11,340.15,40.38,45.04,69.06,7.0,178.85,37.1,116.53,80.7,122.64,364.1,298.5,66.95,635.61,70.25,87.81,79.51,53.0,58.12,213.11,45.58,58.85,40.9,25.6,33.41,132.0,622.87,14.23,104.17,15.63,80.79,54.58,10.68,16.91,18.12,9.16,13.36,2.55,23.51,8.99,6.06,28.47,2.5,5.66,9.57,5.38,14.04,6.84,38.63,7.72,11.23,5.58,15.28,6.08,14.35,4.31,5.2,16.41,3.23,10.04,2.23,31.41,7.63,5.22,7.45,8.78,6.99,26.3,5.68,13.94,3.69,7.19,9.79,6.64,4.96,41.28,8.9,999.88,1139.73,55.6,135.63,106.61,240.47,159.9,274.84,123.63,147.47,197.74,7.68,22.9,401.36,92.25,104.23,39.08,156.82,407.24,124.59,58.94,40.66,837.13,90.13,589.26,82.72,73.11,160.94,260.69,63.15,15.48,94.71,1274.48,22.06,130.64,41.02,20.82,29.35,11.33,14.64,47.01,87.04,100.06,84.87,66.86,39.87,22.47,114.89,111.09,25.9,141.35,93.39,48.26,320.69,144.79,88.89,33.98,316.34,71.41,53.69,51.43,20.12,117.61,207.84,62.16,50.29,154.01,277.8,510.67,447.37,69.1,131.34,86.54,307.72,64.0,22.03,11.2,58.23,30.9,29.3,129.44,632.27,302.3,19.5,224.06,12.02,153.12,497.54,73.08,328.4,72.81,46.51,37.24,149.42,127.44,78.19,117.44,204.62,7.44,41.3,23.82,33.28,45.15,14.0
2013-04-26,64.61,23.22,33.66,12.49,21.82,18.4,130.25,3.23,9.12,5.7,10.67,5.48,58.01,393.27,42.19,127.19,5.75,55.35,76.28,103.03,258.3,24.87,186.49,187.94,212.32,22.61,120.95,90.65,65.48,60.34,341.39,4.1,216.25,111.93,90.55,61.65,68.34,154.18,46.86,70.6,28.87,97.94,36.03,123.43,20.87,60.64,13.95,7.26,137.84,437.0,49.17,30.61,91.94,107.98,357.58,432.09,214.99,66.65,46.47,123.28,88.48,78.0,28.15,17.87,47.52,41.26,77.97,46.78,51.29,305.54,106.33,161.53,127.37,104.21,44.33,47.58,350.43,864.28,23.35,240.64,61.17,32.13,217.83,148.83,110.74,57.14,149.96,27.75,14.47,47.68,41.91,20.38,38.05,28.82,1053.11,342.58,39.75,44.66,70.46,7.01,177.27,37.1,113.77,78.41,122.22,360.43,298.5,67.68,637.81,71.32,87.28,77.4,52.45,58.02,214.04,45.58,58.56,39.86,25.4,32.45,130.1,598.43,14.23,103.34,15.61,78.97,53.03,10.68,16.76,17.66,8.99,13.5,2.56,23.31,8.87,6.02,28.23,2.49,5.58,9.1,5.26,14.12,6.71,38.48,7.66,11.44,5.6,14.68,6.0,14.13,4.27,5.13,16.29,3.23,10.0,2.21,31.03,7.55,5.24,7.26,8.59,7.05,26.1,5.65,13.62,3.66,6.86,9.89,6.63,4.92,39.75,8.68,992.8,1144.68,53.09,134.71,107.85,234.87,162.87,271.23,121.75,144.78,198.07,7.5,22.62,394.18,87.95,105.1,37.43,156.59,396.14,123.03,58.31,40.31,828.78,89.58,583.82,82.02,70.98,144.66,260.54,62.57,15.36,93.78,1269.88,21.8,132.05,39.86,20.6,29.4,11.15,14.61,47.42,86.35,98.91,82.21,66.27,39.72,22.4,114.19,111.93,27.88,140.0,86.79,47.63,320.0,143.14,85.96,33.75,311.09,69.59,52.37,51.3,20.41,114.75,218.0,61.76,48.23,152.51,278.93,505.81,435.18,67.2,131.97,86.18,301.57,63.76,21.96,11.18,57.69,30.76,28.45,127.58,600.59,298.1,19.1,217.14,12.02,144.91,492.57,78.12,327.2,70.86,45.85,36.38,146.78,124.2,71.73,113.84,186.14,7.38,40.69,24.55,31.64,44.21,14.07
2013-05-02,64.25,23.19,34.06,12.42,22.13,18.59,132.46,3.22,9.14,5.77,10.61,5.42,58.25,377.96,42.02,129.72,5.76,55.3,71.19,100.8,257.45,24.81,187.38,194.45,213.27,22.91,119.78,90.65,65.8,61.66,328.13,4.05,203.99,108.0,90.4,60.65,69.07,150.74,45.2,68.65,29.38,97.02,33.89,124.62,20.81,60.15,13.85,7.3,139.11,421.4,46.51,31.06,92.24,107.91,357.01,437.32,227.68,65.88,46.82,127.94,85.23,79.9,27.42,18.07,46.37,41.91,80.07,45.7,49.53,306.2,105.98,158.12,123.62,99.11,44.84,47.68,360.5,850.88,23.38,257.26,58.06,32.13,204.88,144.58,111.93,56.69,149.14,28.49,14.47,46.75,44.35,20.67,39.32,28.19,1033.51,340.5,39.98,45.61,72.18,7.03,174.91,37.1,112.59,76.52,115.82,360.99,298.81,64.87,651.01,77.08,82.97,82.26,52.64,57.39,215.15,45.86,58.17,40.96,25.5,32.22,130.81,582.87,14.23,102.71,15.61,79.1,52.28,33.0,16.75,16.88,8.97,13.71,2.54,23.09,8.92,6.08,27.86,2.46,5.61,9.17,5.28,13.61,6.62,38.59,7.64,11.49,5.63,15.22,5.87,13.25,4.23,5.04,16.01,3.28,9.95,2.19,30.35,7.37,5.15,7.51,8.38,7.1,26.45,5.71,13.34,3.65,6.68,9.89,6.67,4.87,40.52,8.29,1004.24,1175.4,9.92,134.71,110.24,227.45,165.18,266.43,120.82,154.84,201.99,7.6,22.73,384.14,86.42,109.88,36.12,157.05,395.04,121.59,58.38,40.32,836.46,91.93,570.52,80.86,67.53,147.79,261.3,64.81,15.28,90.66,1271.72,22.41,136.9,38.75,20.49,30.52,11.01,14.75,46.76,86.88,94.69,80.67,66.63,40.08,22.24,105.43,110.81,27.88,144.24,79.79,48.02,313.33,141.83,86.73,33.01,325.25,68.26,51.37,49.56,20.83,112.47,220.46,60.91,48.14,151.8,283.44,492.85,464.98,66.57,133.65,86.36,298.61,65.14,22.11,11.13,59.02,29.86,28.36,128.7,626.83,326.24,18.89,225.36,12.02,137.95,511.42,79.26,338.0,71.37,45.93,35.9,149.9,122.5,69.84,116.67,200.02,7.46,39.8,24.6,31.43,45.89,14.11
2013-05-03,65.39,23.76,34.2,12.51,22.65,18.9,135.29,3.25,9.22,5.83,10.72,5.49,59.79,378.72,42.85,131.52,5.86,57.02,72.01,107.93,271.85,25.15,194.2,195.67,223.35,23.19,121.54,92.7,66.64,63.22,328.99,4.09,209.51,108.47,91.92,61.34,69.53,152.01,46.2,70.17,29.48,98.67,34.15,130.64,21.23,61.31,13.97,7.46,142.69,434.87,46.79,31.46,93.02,110.44,363.94,449.65,229.12,67.74,49.55,132.36,85.94,79.53,27.83,18.67,46.81,42.44,80.91,45.86,49.86,306.53,107.2,158.52,124.9,100.63,44.85,48.64,362.91,857.12,23.48,258.25,58.54,32.13,208.17,146.05,113.62,57.5,151.19,28.9,14.57,47.2,45.32,20.71,40.83,28.33,1051.71,344.67,40.64,47.79,72.34,7.19,182.14,37.1,117.95,78.51,116.79,370.02,300.34,68.05,662.01,77.54,83.68,83.72,53.54,58.12,223.13,46.13,58.82,42.07,26.06,33.03,134.6,600.45,14.23,104.38,15.77,80.47,52.98,30.07,17.41,17.18,8.97,13.96,2.56,23.32,9.14,6.25,28.5,2.48,5.75,9.25,5.47,13.62,6.7,39.48,7.84,11.68,5.65,15.54,6.21,13.4,4.31,5.09,16.3,3.34,10.02,2.22,31.37,7.4,5.19,7.75,8.48,7.11,26.42,5.81,13.44,3.68,6.76,10.05,6.67,4.96,41.96,8.41,1048.89,1180.36,58.38,136.24,114.12,229.59,167.16,270.33,122.46,155.2,202.64,7.65,22.98,385.57,87.95,108.61,36.47,158.45,400.08,123.15,58.94,41.7,865.63,93.3,573.54,82.37,67.93,150.29,270.62,65.96,15.4,92.4,1298.88,22.84,147.45,39.1,20.66,31.43,11.15,15.07,47.91,88.93,95.84,82.39,68.43,40.29,22.71,105.65,113.6,29.22,148.83,80.56,50.09,315.42,143.98,90.05,33.52,328.13,68.83,52.09,50.35,21.19,113.9,220.61,61.51,50.54,155.36,290.43,498.52,468.68,67.05,134.99,87.56,307.04,68.31,23.04,11.34,59.18,30.17,28.85,128.86,630.51,337.1,18.99,232.08,23.21,138.84,512.13,80.7,338.0,74.43,46.23,36.46,149.9,127.8,72.4,120.22,200.58,7.67,42.36,26.2,31.89,46.17,14.65
2013-05-06,66.11,24.05,34.41,12.76,22.88,18.99,135.78,3.27,9.25,5.87,10.88,5.52,60.2,382.93,43.45,132.04,6.0,59.48,74.22,112.4,273.54,25.42,203.06,196.49,226.18,23.21,125.25,93.62,66.75,65.42,345.32,4.09,215.64,110.47,94.49,61.95,70.44,156.16,47.53,71.91,29.52,99.67,34.39,131.14,21.36,62.01,14.09,7.48,143.01,436.05,49.13,31.86,94.65,112.9,371.0,453.21,227.53,69.75,49.55,131.51,87.31,80.48,28.75,18.85,47.5,42.84,81.55,46.72,52.9,314.82,107.89,158.93,126.29,104.97,46.0,50.17,365.76,882.0,23.61,257.29,59.12,32.13,227.82,149.32,114.47,58.25,153.79,29.49,14.74,47.27,45.88,20.77,41.54,29.0,1068.52,347.11,41.14,48.17,73.12,7.2,184.38,37.1,117.95,79.58,119.16,377.08,304.33,68.9,659.81,78.47,86.91,84.37,54.57,60.65,224.99,45.86,59.99,42.26,26.47,33.9,135.07,610.55,14.23,105.01,15.7,81.18,53.68,29.73,17.9,17.42,9.08,14.09,2.56,23.48,9.4,6.36,29.16,2.5,5.83,9.32,5.55,13.97,6.77,39.78,7.95,11.76,5.73,16.63,6.38,13.55,4.34,5.18,16.55,3.39,10.06,2.27,32.18,7.48,5.25,7.84,8.63,7.76,27.3,5.81,13.72,3.69,6.84,10.07,6.75,5.1,46.16,8.67,1080.46,1173.42,59.83,137.78,114.36,230.58,169.79,276.04,123.86,162.68,203.29,7.65,23.87,387.49,89.45,111.58,36.82,159.61,410.17,124.83,59.63,41.57,855.65,94.43,586.84,86.24,71.79,154.68,278.71,66.59,15.64,95.83,1309.92,22.41,148.15,39.82,20.71,31.19,11.19,15.21,48.32,96.68,103.05,83.5,69.39,40.39,23.01,107.18,117.5,29.84,155.07,85.25,51.37,324.72,147.53,90.13,34.52,339.74,69.98,53.45,51.87,21.1,116.18,234.95,62.7,52.74,157.09,292.46,509.86,461.56,68.21,142.15,88.82,316.0,66.77,23.31,11.49,61.26,30.74,28.98,132.81,629.23,351.5,19.26,226.36,23.99,142.27,503.64,81.1,337.2,78.57,47.07,37.44,151.3,127.6,74.96,124.59,197.46,7.85,43.03,28.82,32.39,48.11,15.13
2013-05-07,65.69,24.2,35.01,12.9,23.19,18.76,136.76,3.27,9.29,5.94,10.82,5.49,59.59,382.55,43.32,133.52,5.95,61.01,74.84,112.49,280.98,25.2,199.97,197.71,225.55,23.15,124.86,94.25,65.59,64.46,359.56,4.07,213.03,112.11,94.49,62.19,71.08,163.21,47.25,72.45,29.2,99.4,34.91,129.95,21.36,61.37,14.11,7.36,142.37,449.05,52.42,31.86,92.84,112.54,374.35,449.23,223.47,70.04,50.32,132.74,88.09,77.86,28.71,18.67,47.73,43.41,82.6,48.65,53.51,310.51,107.2,157.74,125.69,108.45,46.02,50.6,358.75,928.0,23.74,250.54,60.4,32.13,230.03,150.3,114.3,59.45,155.43,29.92,14.74,47.43,45.75,20.84,41.2,29.45,1065.72,348.15,40.81,48.62,74.45,7.29,183.32,37.1,114.24,79.02,120.0,373.13,305.56,68.9,666.41,77.24,90.67,84.21,54.75,60.54,221.46,45.31,60.25,42.2,26.57,34.15,138.39,598.63,14.23,104.8,16.15,80.79,54.53,29.73,17.62,17.48,9.14,13.96,2.55,23.51,9.33,6.34,29.53,2.49,5.78,9.76,5.52,14.01,6.96,39.22,7.94,11.59,5.8,16.75,6.44,14.65,4.37,5.2,16.58,3.37,10.05,2.28,32.5,7.51,5.25,7.66,8.73,7.7,27.32,5.8,13.91,3.69,7.02,10.25,6.82,5.05,48.0,8.79,1077.2,1199.19,60.47,137.78,117.33,229.92,168.48,280.54,123.63,162.22,205.25,7.58,23.44,382.7,88.91,115.6,37.14,159.38,406.59,124.47,59.51,41.85,855.75,93.1,606.78,88.82,77.53,167.52,275.51,68.26,15.64,96.83,1303.02,23.14,140.06,40.08,20.71,31.87,11.1,15.02,49.23,95.39,111.66,82.81,68.52,40.34,22.33,107.4,115.96,32.48,154.82,86.51,50.73,332.77,148.54,89.44,34.72,329.83,71.12,54.17,52.13,21.48,118.29,240.7,63.4,52.08,157.17,289.64,505.81,451.65,67.86,142.08,88.88,312.51,67.26,23.17,11.44,62.76,31.05,28.85,135.82,604.43,348.02,19.31,231.58,23.73,147.55,508.6,79.66,330.52,77.34,47.35,37.22,146.66,131.82,74.61,117.34,191.78,7.76,42.57,29.46,32.09,47.87,14.91
2013-05-08,65.63,24.0,35.22,12.86,23.25,18.74,137.01,3.29,9.31,5.9,10.82,5.49,59.23,390.59,43.35,133.52,5.98,59.94,68.61,113.39,280.13,25.54,204.92,204.54,226.18,23.22,126.62,99.15,64.85,65.22,357.23,4.1,214.87,111.46,94.49,62.82,71.26,161.58,47.42,72.34,29.2,99.4,34.75,133.81,21.48,61.37,14.13,7.38,147.22,455.67,51.87,31.91,93.39,113.55,378.52,449.65,227.06,69.75,50.14,134.26,87.7,77.57,28.68,18.61,47.97,43.13,82.6,48.17,53.25,318.79,107.54,161.55,125.0,107.47,46.2,52.19,361.82,933.58,23.74,258.9,59.67,32.13,233.19,150.46,118.38,59.12,157.89,29.79,14.68,47.42,45.64,20.84,40.64,29.27,1065.72,354.77,40.58,48.36,74.37,7.19,183.32,37.1,115.9,79.17,120.55,372.28,308.32,69.82,662.01,84.92,88.95,85.51,54.57,60.75,218.31,45.03,59.94,42.26,27.64,34.25,138.62,606.71,14.23,105.01,16.08,81.5,53.88,29.49,17.39,17.42,9.25,14.02,2.57,23.6,9.4,6.28,29.32,2.5,5.86,9.74,5.52,14.13,6.9,39.04,7.92,11.71,5.87,16.97,6.53,14.73,4.42,5.21,16.6,3.37,10.08,2.28,32.34,7.52,5.24,7.47,8.66,7.81,27.21,5.86,13.83,3.71,7.1,10.33,6.83,5.08,48.98,8.79,1084.28,1215.04,59.67,145.77,117.0,232.39,170.78,279.64,126.67,163.27,204.27,7.5,25.53,389.4,91.37,123.99,37.27,160.3,422.0,125.67,59.82,45.56,865.54,92.56,603.96,89.39,75.51,168.15,274.44,67.97,15.8,95.9,1330.18,23.22,139.5,40.22,20.77,31.77,11.47,14.85,49.97,97.13,112.63,83.33,68.34,40.39,21.92,107.99,115.55,32.6,153.77,85.37,51.37,330.82,148.0,88.59,34.57,328.94,72.56,53.81,52.03,21.48,120.75,242.35,63.0,54.01,158.44,291.67,505.0,472.96,70.01,141.8,89.24,313.11,68.03,23.51,11.46,62.8,30.88,29.48,134.53,628.43,355.4,19.2,230.62,23.63,146.35,516.32,79.3,335.16,77.79,47.39,37.8,147.42,134.08,75.6,121.33,208.9,7.68,43.25,29.67,32.41,48.21,14.73
2013-05-09,65.15,24.23,35.19,12.69,23.48,18.49,136.76,3.29,9.3,5.9,10.65,5.46,58.9,383.7,42.78,130.88,5.86,59.85,66.35,111.4,300.75,25.26,205.74,206.98,224.29,22.97,128.18,95.9,66.01,65.14,354.4,4.09,218.86,108.58,97.67,62.31,71.45,154.72,46.81,74.95,28.66,97.75,34.17,131.34,21.11,61.7,14.07,7.43,145.43,455.19,52.15,31.51,94.35,113.63,374.47,439.41,227.09,70.8,49.75,131.46,84.9,75.97,28.49,18.21,47.99,42.6,80.49,47.22,52.13,333.7,106.68,161.62,125.2,110.08,46.11,53.46,350.87,972.14,23.38,256.74,56.86,32.13,231.11,147.85,118.04,57.02,158.57,30.15,14.55,46.95,45.71,20.9,41.04,29.5,1055.91,363.82,40.21,48.94,73.59,7.16,179.38,37.1,116.14,77.74,120.41,368.05,302.18,68.53,657.61,88.6,89.81,84.54,54.2,60.02,218.12,44.21,59.91,42.91,27.13,34.05,136.26,592.97,14.23,103.96,16.08,79.36,52.58,28.78,17.26,17.04,9.12,13.88,2.55,23.36,9.51,6.36,28.63,2.52,5.78,10.12,5.44,14.66,7.17,38.61,7.87,11.56,5.83,17.52,6.43,14.8,4.38,5.21,16.55,3.34,10.05,2.25,31.99,7.47,5.21,7.38,8.41,7.97,27.64,5.86,13.95,3.69,7.03,10.33,6.69,5.03,51.17,8.91,1070.66,1200.18,59.67,145.15,114.32,229.76,171.44,279.64,127.84,167.48,200.68,7.45,24.76,386.05,91.18,122.0,36.41,158.68,429.62,124.11,59.19,45.13,874.85,94.94,613.03,95.97,75.82,171.59,273.37,65.73,15.68,95.15,1307.62,22.68,140.62,40.35,20.66,31.29,11.33,14.88,49.89,95.39,117.64,85.47,67.65,39.93,22.52,107.62,114.71,32.68,154.57,84.39,53.36,336.51,148.2,89.67,34.64,332.42,70.93,51.69,52.25,20.88,120.15,238.69,61.36,53.3,157.41,285.13,528.49,468.68,70.93,144.25,88.1,308.18,65.73,23.08,11.33,61.02,30.8,29.3,136.96,615.31,355.7,19.31,228.49,23.79,150.12,501.31,79.3,330.4,76.02,46.99,37.58,142.34,66.54,73.84,118.69,209.38,7.76,42.43,32.64,32.07,47.27,15.49
2013-05-10,65.51,24.1,35.19,12.69,23.14,18.62,136.89,3.32,9.31,5.86,10.61,5.51,58.9,385.23,44.18,132.25,5.9,59.15,68.31,115.1,304.23,25.31,206.79,202.34,228.38,23.13,127.4,96.41,67.27,16.04,351.83,4.1,217.32,109.17,97.22,62.88,72.18,156.34,47.31,75.82,29.16,97.94,34.49,131.83,21.11,61.63,14.13,7.33,147.22,465.12,51.59,31.86,95.44,115.07,374.81,445.26,224.73,71.25,51.53,130.89,85.49,79.32,28.53,18.17,48.84,42.88,82.49,47.92,54.14,336.02,107.2,165.2,125.0,110.29,44.64,53.36,350.87,971.81,23.41,254.01,57.44,32.13,232.18,148.17,118.21,57.08,158.98,30.08,14.76,47.07,44.35,21.0,42.89,29.64,1065.72,360.68,40.74,49.71,75.39,7.17,181.88,37.1,118.19,82.43,121.39,376.23,303.72,75.49,657.61,91.83,88.98,85.19,54.26,60.33,217.56,44.76,60.56,43.17,27.33,35.62,136.97,592.77,14.23,107.73,16.12,78.91,53.43,29.03,17.44,17.24,9.15,14.04,2.56,23.72,9.34,6.33,29.4,2.56,5.82,10.22,5.58,14.94,7.18,38.7,7.89,11.66,5.82,17.06,7.05,14.73,4.39,5.24,16.6,3.37,10.07,2.28,32.38,7.54,5.22,7.32,8.54,8.0,28.1,5.86,13.95,3.71,7.11,10.73,6.7,5.08,47.99,8.92,1073.93,1216.03,59.93,144.08,114.65,233.88,172.1,279.94,133.22,163.85,202.64,7.48,25.15,387.01,91.45,129.63,36.7,159.38,422.28,126.39,59.63,46.13,869.09,92.44,618.67,98.14,75.54,168.46,285.89,65.9,15.68,95.58,1313.61,22.92,138.23,40.71,20.66,31.53,11.24,14.88,50.46,94.32,115.18,84.79,68.01,40.08,22.24,108.51,113.6,31.74,155.02,83.9,52.96,336.65,148.37,90.98,34.7,324.73,72.27,52.41,52.13,21.06,120.35,230.99,61.91,53.4,159.07,290.66,523.63,460.2,74.1,140.67,88.7,306.81,63.79,23.12,11.41,61.22,30.64,30.28,133.15,613.23,349.7,19.37,221.87,25.21,150.7,501.31,81.2,340.28,76.11,46.43,38.14,143.58,132.4,73.74,115.42,204.78,7.69,41.67,33.98,32.95,47.09,15.34
2013-05-13,65.45,23.87,35.4,12.67,22.91,18.59,136.03,3.32,9.31,5.83,10.62,5.48,58.09,382.55,45.64,130.57,5.91,59.48,66.76,114.58,304.51,25.31,205.25,200.47,227.44,23.72,129.35,93.5,70.95,16.04,354.04,4.07,229.74,108.06,96.01,64.48,72.08,155.44,46.86,77.02,29.2,97.57,34.41,129.75,20.99,62.04,14.11,7.3,147.12,458.5,51.8,31.66,94.59,116.31,370.77,436.07,213.02,76.41,51.56,129.46,84.45,77.64,28.18,18.05,52.27,43.21,81.02,47.32,53.47,332.71,106.85,162.64,123.12,108.34,48.03,52.88,345.39,974.46,23.64,249.89,56.53,32.13,234.06,150.79,120.58,56.72,164.04,29.53,14.89,47.23,44.73,21.03,43.28,29.27,1054.51,359.64,40.81,49.64,76.01,7.27,180.69,37.1,122.92,86.2,121.81,382.72,302.49,79.95,646.61,92.75,90.46,84.7,54.63,63.91,213.85,45.31,61.16,44.86,27.39,35.27,139.81,593.98,14.23,107.1,16.1,78.13,53.58,28.81,17.08,17.12,9.07,13.97,2.55,23.74,9.24,6.27,28.97,2.54,5.83,10.16,5.52,14.87,7.24,38.03,7.83,11.59,5.71,18.76,7.57,14.6,4.47,5.21,16.74,3.35,10.02,2.27,32.61,7.47,5.18,7.29,8.45,7.83,27.4,5.83,13.82,3.69,7.24,10.93,6.56,5.05,48.22,8.78,1059.23,1203.15,59.4,150.99,113.21,237.84,167.82,279.04,135.33,170.41,201.66,7.65,24.61,383.66,90.83,135.24,36.47,160.54,416.5,126.75,60.01,45.31,853.16,92.6,622.49,96.56,76.05,165.95,281.92,64.18,15.52,95.09,1281.85,22.36,136.62,40.44,20.71,31.34,11.65,14.72,49.48,91.89,116.67,88.56,66.77,39.93,21.73,109.22,112.9,30.83,152.83,87.81,52.64,336.79,149.69,93.53,34.47,322.07,72.08,52.21,51.71,20.81,117.21,234.06,61.41,52.23,160.96,294.61,522.82,454.07,74.35,148.04,89.18,309.47,66.37,24.09,11.28,59.1,29.96,30.28,134.16,623.15,349.7,19.37,224.06,25.83,151.27,494.42,79.9,342.0,75.51,46.87,37.92,144.86,132.96,75.22,114.51,211.3,7.62,40.78,33.2,33.12,47.87,15.08
