Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600048.SS,600050.SS,600058.SS,600060.SS,600062.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600096.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600123.SS,600143.SS,600150.SS,600153.SS,600157.SS,600160.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600216.SS,600219.SS,600221.SS,600252.SS,600256.SS,600259.SS,600266.SS,600267.SS,600271.SS,600276.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600376.SS,600383.SS,600395.SS,600403.SS,600406.SS,600415.SS,600436.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600528.SS,600535.SS,600546.SS,600547.SS,600549.SS,600582.SS,600583.SS,600585.SS,600588.SS,600597.SS,600598.SS,600600.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600694.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600811.SS,600827.SS,600832.SS,600837.SS,600839.SS,600859.SS,600863.SS,600873.SS,600875.SS,600886.SS,600887.SS,600893.SS,600895.SS,600900.SS,600970.SS,600971.SS,600997.SS,600999.SS,601001.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601099.SS,601101.SS,601106.SS,601111.SS,601117.SS,601118.SS,601139.SS,601158.SS,601166.SS,601168.SS,601169.SS,601186.SS,601231.SS,601238.SS,601258.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601918.SS,601928.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601992.SS,601998.SS,603000.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000024.SZ,000039.SZ,000046.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000423.SZ,000425.SZ,000528.SZ,000536.SZ,000538.SZ,000562.SZ,000568.SZ,000581.SZ,000596.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000656.SZ,000686.SZ,000703.SZ,000709.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000758.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000895.SZ,000933.SZ,000937.SZ,000960.SZ,000961.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002069.SZ,002081.SZ,002106.SZ,002129.SZ,002142.SZ,002146.SZ,002155.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002269.SZ,002294.SZ,002299.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002415.SZ,002422.SZ,002431.SZ,002450.SZ,002456.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ
2013-10-08,70.01,23.27,39.97,11.05,20.07,18.15,131.82,6.54,8.6,4.46,9.9,4.67,59.23,321.7,41.06,116.46,5.88,13.56,59.46,105.85,320.85,20.72,255.35,188.18,412.31,21.14,173.32,86.66,99.58,53.18,352.07,3.91,250.21,89.72,106.91,63.13,74.09,124.72,42.87,64.84,31.57,100.49,27.69,144.78,22.4,66.84,12.75,6.5,165.25,367.53,46.79,30.69,119.76,151.63,458.38,406.8,208.98,72.01,47.85,164.56,66.54,95.99,23.28,19.99,50.52,38.91,71.02,37.24,44.62,351.83,131.65,178.09,101.67,96.28,61.01,47.05,371.01,720.56,22.12,289.46,46.22,230.26,205.82,130.84,132.12,50.99,233.46,45.51,22.88,53.89,106.88,21.06,141.96,40.6,1260.79,371.47,83.48,46.57,89.33,7.7,195.16,150.93,180.37,96.13,208.27,440.01,320.89,117.86,563.02,152.42,63.64,88.11,72.23,122.54,251.53,44.76,68.83,33.47,27.44,33.31,129.83,920.41,52.52,155.18,15.49,67.57,47.42,22.69,16.12,14.97,9.47,13.01,2.48,20.53,14.21,5.85,25.3,2.33,4.47,8.35,8.47,13.57,6.69,36.94,6.97,11.17,5.54,23.19,8.49,13.05,4.33,4.5,19.29,3.15,9.71,2.88,41.7,6.34,4.59,5.91,7.89,14.42,28.86,5.55,11.45,3.77,10.51,10.41,5.66,4.52,92.75,7.45,1047.58,1015.86,64.71,154.98,109.74,272.14,162.21,222.44,171.38,223.76,210.15,6.1,46.46,316.19,80.66,150.25,25.99,157.05,404.67,103.59,54.04,55.04,1132.99,73.74,550.18,86.29,56.11,141.52,270.62,62.8,12.48,73.01,1336.16,20.64,111.73,40.22,18.9,30.9,10.0,14.32,55.72,92.96,104.01,84.62,61.62,37.01,21.71,96.27,177.64,30.71,167.89,105.65,67.06,277.25,132.24,95.31,27.59,365.68,62.81,43.57,40.81,20.7,129.03,209.34,50.7,45.27,192.55,331.49,1080.91,480.67,62.13,29.88,86.96,261.32,48.9,47.79,10.24,57.02,9.73,36.89,176.05,728.91,447.08,20.87,207.93,21.17,116.76,390.62,89.44,375.89,82.77,57.6,22.4,219.02,110.5,71.92,120.7,172.74,7.01,63.71,40.15,43.64,64.29,13.82
2013-10-09,70.25,23.4,40.37,10.98,20.05,18.33,133.17,6.66,8.59,4.47,9.93,4.7,59.63,320.55,41.26,114.66,5.81,13.56,61.16,106.09,315.26,20.88,253.16,186.39,412.31,21.14,169.61,88.37,109.67,53.5,356.37,4.02,257.72,89.31,107.21,61.95,77.38,123.45,42.81,64.84,31.4,100.22,27.27,143.59,22.09,68.22,12.67,6.5,164.62,373.55,47.5,30.79,120.31,149.1,456.34,405.13,209.92,72.25,47.03,166.09,66.48,103.48,23.17,20.07,51.0,39.58,70.17,37.15,44.43,347.88,131.13,177.8,101.38,95.96,60.63,47.79,371.67,722.05,22.15,283.76,46.08,229.16,207.97,129.69,137.55,51.32,234.28,46.26,24.84,53.5,107.38,21.03,143.41,40.51,1285.99,376.35,83.61,46.45,89.25,7.68,201.74,152.49,185.34,105.76,220.38,437.18,324.57,123.84,560.82,151.34,63.79,90.7,74.52,132.33,252.46,45.03,69.82,33.66,28.2,33.13,133.61,948.89,53.82,155.18,15.37,68.48,47.32,22.69,16.23,14.89,9.39,13.09,2.59,20.43,14.36,5.85,25.14,2.38,4.47,8.31,9.3,13.48,6.72,38.01,6.98,11.19,5.51,22.97,8.55,14.35,4.29,4.5,20.88,3.16,9.68,3.0,40.53,6.32,4.58,5.91,7.89,14.93,28.24,5.56,11.48,3.8,10.53,10.41,5.64,4.54,92.11,7.31,1077.2,1000.0,66.55,161.44,107.35,274.11,161.22,222.14,170.44,220.49,209.49,6.08,46.16,314.75,81.35,161.26,25.96,155.66,405.13,103.95,54.04,55.01,1127.71,74.21,550.18,85.87,57.06,145.28,271.38,65.56,12.48,72.64,1337.08,20.48,112.85,40.17,18.95,30.47,10.04,14.36,55.39,93.26,104.63,84.36,61.94,37.27,21.71,95.86,178.2,32.68,173.33,109.64,66.26,276.42,132.44,95.46,27.54,363.91,62.43,43.25,39.26,20.39,130.75,210.23,50.3,46.0,187.34,334.76,1093.87,469.04,64.16,29.88,86.78,259.61,48.47,48.21,10.33,56.56,9.73,37.56,177.67,756.91,432.07,20.54,212.13,21.35,115.9,389.55,90.6,379.48,83.25,58.68,22.4,219.82,110.3,71.54,119.41,173.18,7.03,64.46,40.8,43.52,66.04,13.88
2013-10-10,68.51,22.98,39.26,10.93,19.94,18.05,130.1,6.34,8.56,4.4,9.85,4.64,57.73,314.04,40.56,113.93,5.65,13.56,64.86,105.14,307.64,21.11,245.69,186.23,408.21,21.23,171.17,87.63,109.14,52.38,347.28,3.98,261.67,87.96,110.54,60.92,76.92,120.92,42.15,63.54,31.44,103.14,27.07,156.14,22.4,65.75,12.77,6.47,161.25,375.33,46.82,30.74,115.72,145.26,439.3,396.77,207.63,72.25,47.85,182.42,65.11,101.3,23.04,19.53,53.61,38.97,70.07,37.12,45.7,353.91,132.0,173.93,99.6,95.74,60.21,47.42,370.14,722.28,21.92,281.29,45.57,225.66,211.12,125.11,133.14,50.84,230.59,48.0,24.02,53.01,99.78,20.97,138.55,41.46,1308.4,374.26,79.78,45.55,91.44,7.61,220.55,154.76,187.94,106.73,220.8,452.99,339.29,123.11,554.22,144.97,62.31,91.35,77.42,124.12,239.84,45.86,69.19,33.17,27.79,32.73,133.99,957.98,54.04,153.72,15.3,66.99,47.32,22.48,15.78,14.89,9.33,12.84,2.52,20.17,13.5,5.77,24.66,2.32,4.44,8.14,9.37,13.37,6.62,36.81,6.93,11.14,5.48,21.8,8.51,14.58,4.26,4.45,20.3,3.12,9.63,2.84,40.12,6.28,4.55,5.91,7.84,14.28,28.64,5.53,11.33,3.78,10.34,10.25,5.67,4.46,87.76,7.3,1053.68,1001.99,65.81,162.51,107.97,277.91,164.19,223.64,187.99,221.42,217.33,6.2,44.75,309.97,79.54,164.64,25.86,153.81,397.15,101.07,53.97,54.84,1123.87,72.48,541.51,85.8,55.44,141.21,262.53,64.07,12.6,73.76,1366.08,20.74,110.53,39.91,18.9,30.13,10.0,14.04,54.9,89.77,109.03,84.19,60.47,36.91,20.91,96.23,170.12,31.98,171.24,107.44,66.9,273.5,130.76,94.0,27.38,367.83,62.43,42.45,38.5,20.25,127.46,207.84,49.81,45.74,180.71,324.95,1166.77,461.34,65.3,29.88,85.22,265.42,47.09,50.42,10.16,57.44,9.73,39.4,177.7,752.91,428.5,19.95,206.49,20.83,114.72,385.84,89.68,401.22,83.46,58.28,22.4,225.42,105.52,70.23,115.52,163.38,6.87,64.01,39.5,41.74,66.04,13.45
2013-10-11,71.93,23.29,40.6,11.05,20.1,18.41,132.44,6.65,8.62,4.43,9.9,4.74,58.74,319.4,41.18,114.24,5.7,13.56,63.88,106.23,309.5,21.27,247.88,188.35,400.65,21.28,174.69,90.71,108.2,53.98,348.02,4.23,267.41,88.84,110.39,62.43,77.56,122.01,42.76,64.63,33.9,110.25,27.33,163.46,22.33,66.4,12.95,6.56,163.04,411.13,46.33,30.99,117.05,153.22,449.73,408.68,205.21,71.85,49.07,180.07,65.57,104.21,23.19,19.85,53.64,39.52,69.96,37.37,45.56,353.68,131.48,174.56,99.8,96.72,60.27,47.89,374.08,724.51,22.05,280.54,46.15,227.06,210.72,127.08,137.04,51.8,231.0,48.23,23.72,54.85,97.77,21.42,145.79,44.07,1434.43,384.0,87.41,47.34,91.67,7.65,221.6,160.9,195.2,106.32,216.06,498.14,351.25,122.31,560.82,146.27,62.68,93.79,80.37,125.8,244.11,46.13,73.17,33.56,29.22,33.59,136.64,949.9,54.01,164.59,15.4,68.35,47.92,22.85,16.16,15.05,9.42,13.08,2.54,20.36,13.27,5.87,24.8,2.35,4.52,8.21,9.37,13.43,6.68,38.11,7.06,11.3,5.55,21.9,8.85,15.6,4.3,4.52,20.85,3.16,9.69,2.92,40.84,6.38,4.58,5.91,7.96,14.06,29.12,5.62,11.4,3.82,10.46,10.33,6.22,4.58,83.79,7.33,1089.39,1004.96,66.06,161.44,107.35,276.75,165.84,225.14,200.4,220.14,218.96,6.18,45.33,315.71,80.96,171.56,26.85,155.43,403.75,102.99,54.41,53.39,1120.03,73.81,537.69,91.67,55.69,142.15,274.13,70.22,12.69,74.26,1365.62,20.65,112.99,41.06,19.12,30.42,10.18,14.22,57.2,93.49,108.06,84.79,61.48,37.53,21.03,98.64,170.26,33.14,175.18,107.56,66.98,274.61,131.16,99.02,28.33,379.8,63.39,42.81,38.75,20.16,126.38,206.65,50.3,46.34,183.71,324.95,1127.89,463.05,65.65,29.88,86.42,263.6,46.99,51.07,10.39,57.56,9.73,42.9,178.54,734.99,420.62,20.61,210.92,21.17,114.02,387.87,89.92,403.4,83.31,60.88,22.4,213.9,107.22,70.77,115.52,156.3,6.98,64.03,39.9,44.11,65.34,13.69
2013-10-14,70.37,23.89,42.04,11.09,20.07,18.21,129.61,6.47,8.63,4.49,9.87,4.74,58.09,325.52,40.63,111.4,5.66,13.56,64.29,106.18,307.3,21.72,238.46,191.28,400.65,21.84,169.8,92.53,115.97,53.54,338.2,4.18,265.63,90.61,107.51,62.82,76.19,123.09,42.26,65.39,33.25,110.62,27.73,161.68,22.76,67.06,13.09,6.53,155.87,419.99,44.99,30.66,114.03,156.12,433.45,408.89,198.94,72.09,50.17,173.29,66.22,102.76,22.98,19.81,54.68,38.66,68.91,37.53,46.31,342.32,130.26,172.78,98.81,96.18,60.09,47.73,378.46,734.42,23.45,272.18,46.74,224.96,209.04,127.08,139.59,51.74,232.92,47.82,24.66,58.87,99.95,21.68,135.36,47.59,1435.83,378.78,89.99,47.4,92.77,7.7,223.31,162.71,197.41,108.05,218.99,507.45,361.07,117.55,567.42,150.73,64.01,90.38,80.25,134.32,241.32,45.86,77.2,33.47,30.29,34.15,138.54,931.11,54.73,160.83,15.45,70.1,48.27,23.03,15.91,15.17,9.63,13.08,2.6,20.52,13.68,5.82,25.27,2.38,4.52,8.43,10.29,13.7,6.78,37.56,7.09,11.18,6.0,22.04,8.81,15.98,4.69,4.64,20.98,3.14,9.69,2.89,41.39,6.4,4.58,5.91,8.14,14.19,31.06,5.58,11.4,3.81,10.46,10.45,6.46,4.56,84.45,7.32,1071.97,981.18,66.49,169.58,103.93,276.09,163.53,223.34,210.46,218.38,212.1,6.15,45.29,323.37,81.35,170.99,27.58,155.2,418.79,104.43,54.85,52.13,1104.68,73.58,544.94,92.59,58.04,145.28,274.44,71.88,12.56,73.2,1403.36,20.23,112.92,41.06,19.01,29.93,10.09,14.2,62.7,92.2,106.3,84.87,61.02,38.52,20.75,97.42,187.8,33.88,181.02,103.37,66.18,281.27,134.74,108.68,28.1,385.64,63.77,43.17,38.21,19.85,125.12,202.02,50.85,45.83,180.71,329.01,1143.28,440.9,64.06,29.88,88.82,273.74,47.43,51.3,10.31,54.36,9.73,45.85,174.66,734.99,424.29,22.22,223.31,22.29,116.88,403.31,86.84,398.98,90.6,62.92,22.4,215.9,101.74,72.5,118.25,168.58,6.96,62.32,38.75,42.81,63.94,13.72
2013-10-15,69.29,23.42,42.13,11.0,20.52,18.01,127.89,6.47,8.58,4.59,9.82,4.68,58.54,331.65,40.36,110.76,5.73,13.56,63.01,106.18,310.01,21.5,239.03,195.67,397.82,21.62,177.23,92.08,113.45,53.46,347.65,4.15,261.28,91.08,105.24,61.86,76.46,122.73,43.65,64.95,33.73,114.26,27.85,176.9,23.06,68.41,13.17,6.47,153.13,421.76,45.5,30.54,118.13,156.19,423.14,411.19,210.54,72.17,49.81,176.15,65.83,103.34,23.0,19.79,53.89,38.54,69.12,37.37,45.98,343.48,134.25,177.09,99.3,96.94,61.99,47.1,396.63,755.81,22.68,275.84,46.15,226.36,210.65,126.59,136.53,52.01,234.01,46.91,23.81,58.95,101.18,22.07,136.28,46.73,1438.63,371.47,87.18,47.98,92.92,7.7,224.37,159.94,190.94,105.86,239.73,515.35,355.55,127.07,576.22,147.5,64.19,89.89,78.62,12.29,240.95,46.4,25.16,35.51,30.24,34.25,139.29,957.57,54.01,179.23,15.47,69.97,48.02,22.76,15.87,15.23,9.49,12.95,2.6,20.47,13.36,5.88,25.25,2.37,4.5,8.37,10.73,13.63,6.72,36.81,7.02,11.02,5.85,21.65,8.92,15.95,4.63,4.58,20.94,3.12,9.69,2.89,39.55,6.38,4.58,5.91,8.04,13.6,30.7,5.51,11.48,3.77,10.29,10.61,6.7,4.55,82.74,7.38,1047.58,980.18,65.81,168.2,104.17,282.36,169.79,224.24,208.59,219.2,214.72,6.1,44.04,328.15,81.89,170.66,28.02,154.73,419.99,106.23,55.48,53.09,1105.64,72.95,546.95,90.72,57.48,142.78,277.8,71.94,12.69,73.51,1410.73,20.34,113.41,40.89,19.06,29.55,9.95,14.26,64.34,93.26,107.62,84.7,61.43,38.99,20.87,90.26,193.79,33.74,175.03,103.57,66.18,281.55,135.41,107.44,28.74,382.68,63.1,43.25,38.12,19.99,125.12,203.81,50.85,46.28,182.52,342.77,1077.67,445.26,63.27,29.88,96.8,266.79,46.72,48.92,10.22,54.73,9.73,45.36,168.93,716.75,415.54,24.0,223.25,21.91,117.36,401.51,84.88,378.96,90.72,63.12,22.4,212.78,101.5,75.49,117.97,169.66,6.93,62.75,39.08,44.16,64.58,13.78
2013-10-16,68.09,23.4,40.25,10.91,20.54,17.79,125.8,5.96,8.57,4.67,9.75,4.62,57.16,319.02,40.36,108.34,5.55,13.56,61.31,103.85,301.37,20.88,228.63,192.17,384.59,21.05,167.65,89.68,102.31,50.94,336.48,4.06,250.6,88.49,107.51,60.35,74.18,118.21,41.65,63.54,32.09,109.52,27.19,176.8,21.97,66.64,13.03,6.38,151.86,431.33,43.32,29.93,113.06,152.07,423.27,413.7,217.58,68.5,48.92,176.5,64.07,96.5,22.22,19.19,52.54,37.26,67.44,36.99,44.48,336.29,138.07,173.1,102.46,93.57,58.73,46.04,387.0,755.77,22.25,277.01,45.35,232.76,203.34,122.5,133.48,52.94,222.39,45.76,22.22,58.89,91.19,22.01,123.44,44.66,1381.22,365.9,78.82,46.77,91.44,7.61,215.95,153.35,183.92,102.3,228.32,502.93,344.81,118.41,574.02,142.82,64.04,85.67,74.46,12.29,233.34,48.6,25.16,38.04,29.42,33.39,137.78,956.77,53.17,159.16,15.45,70.68,46.62,22.39,11.3,14.97,9.41,12.84,2.53,20.24,12.48,5.74,25.03,2.3,4.44,8.19,9.82,13.4,6.61,36.46,6.91,11.0,5.68,20.95,8.54,14.98,4.55,4.49,21.06,3.1,9.62,2.73,38.75,6.28,4.64,5.91,7.8,12.43,30.18,5.52,11.16,3.78,10.0,10.37,6.57,4.49,75.54,7.13,1030.16,968.29,63.54,162.97,101.12,270.16,165.84,217.63,197.59,210.89,211.13,6.13,41.19,318.58,80.12,163.99,30.02,150.79,429.07,102.99,53.79,50.03,1125.6,71.0,542.52,87.64,56.17,141.21,267.41,69.93,12.36,70.33,1363.32,19.6,110.04,40.31,19.12,28.53,9.95,13.89,64.18,90.15,101.99,84.1,59.82,38.83,20.52,88.62,181.95,33.45,169.74,94.94,62.76,278.5,134.06,100.8,27.84,375.14,62.15,41.89,37.16,19.63,123.21,195.59,49.86,45.39,174.78,332.51,1062.28,436.54,61.95,29.88,103.88,254.83,47.7,49.95,10.12,53.28,9.73,43.7,169.77,706.35,416.84,24.14,217.2,21.41,114.46,384.88,82.72,376.88,89.01,60.28,22.4,209.9,96.76,75.18,116.19,169.02,6.64,62.33,37.9,42.61,63.18,13.18
2013-10-17,67.55,25.01,40.14,11.07,20.52,17.79,124.94,5.81,8.58,4.55,9.75,4.61,56.76,315.57,39.86,108.65,5.51,13.56,59.15,102.67,300.35,21.16,217.51,188.67,393.1,21.05,165.31,89.28,104.73,50.66,336.48,3.97,259.5,90.37,104.18,60.38,73.64,120.38,42.43,63.86,31.62,108.52,28.15,171.16,21.79,66.59,12.91,6.41,151.97,421.76,43.91,30.11,109.5,151.2,430.65,419.34,216.54,67.58,48.1,175.72,65.57,95.55,22.25,19.25,51.98,37.39,66.91,37.5,45.79,335.59,131.82,172.99,99.7,91.29,55.62,45.72,395.1,755.53,22.12,275.16,46.22,225.66,202.6,124.79,132.12,53.03,220.34,45.22,22.59,58.36,89.25,21.98,119.21,45.16,1350.41,363.82,74.16,47.15,90.66,7.64,212.26,151.18,185.65,97.71,224.14,507.73,345.12,126.34,567.42,139.75,63.45,86.81,75.01,121.38,233.34,49.42,25.16,37.26,31.16,33.21,135.51,955.76,52.58,153.09,15.35,70.62,47.52,22.79,15.7,15.27,9.31,12.82,2.51,20.52,12.52,5.75,25.38,2.3,4.43,8.21,10.19,13.57,6.92,36.36,6.92,10.98,5.67,20.9,8.53,14.65,4.5,4.51,21.53,3.1,9.62,2.7,39.81,6.39,4.55,5.91,7.87,12.15,29.7,5.52,11.18,3.79,9.78,10.33,6.33,4.52,75.0,7.16,1029.28,968.29,63.6,170.35,99.39,267.35,165.51,216.13,214.21,209.25,207.86,6.1,40.88,316.19,80.54,164.93,29.45,150.32,426.68,102.87,53.35,48.84,1112.36,71.62,545.54,87.74,56.45,157.5,274.29,69.7,12.44,70.46,1359.64,19.6,111.23,40.08,19.01,28.14,9.91,13.96,64.26,90.91,101.99,83.5,60.33,39.41,21.22,89.14,183.35,32.89,175.68,96.65,62.84,278.91,134.2,102.11,28.02,371.15,63.39,42.81,37.29,19.65,121.86,195.89,50.8,45.07,177.15,328.79,1022.59,423.71,62.36,29.88,100.28,256.54,48.07,54.15,10.08,53.4,9.73,44.73,160.83,703.79,424.83,23.57,229.53,21.35,114.26,408.21,85.92,375.01,87.81,58.28,22.4,209.5,94.1,79.95,115.28,185.86,6.66,61.22,37.85,41.7,59.59,13.25
2013-10-18,67.91,24.18,40.04,11.05,20.65,17.89,125.55,5.84,8.59,4.51,9.73,4.61,57.53,317.1,39.97,109.39,5.55,13.56,59.41,100.19,299.51,20.94,220.27,188.67,380.18,20.92,169.02,89.57,105.99,51.46,336.23,3.95,263.65,91.25,104.18,61.19,73.91,119.48,41.98,63.54,31.7,116.18,27.89,187.27,21.85,66.12,12.81,6.41,152.71,412.54,44.17,30.14,111.31,153.59,421.87,411.61,212.87,68.22,47.76,173.15,64.79,94.17,22.32,19.43,54.0,37.33,67.86,37.15,45.56,343.01,135.81,172.03,100.88,91.29,55.95,46.36,395.98,749.9,22.15,273.24,46.0,228.76,202.8,124.13,135.52,52.79,225.81,45.72,22.38,58.93,89.96,21.55,120.24,43.94,1360.21,367.3,75.25,47.15,91.36,7.62,213.58,151.48,185.65,97.87,245.44,500.11,342.36,128.54,567.42,151.04,62.9,87.3,74.82,122.85,237.42,47.78,25.16,36.0,30.6,32.8,135.89,997.16,53.45,154.76,15.23,69.77,47.02,22.54,15.77,15.15,9.3,12.85,2.52,20.61,12.57,5.82,25.14,2.27,4.42,8.15,9.59,13.4,6.87,36.68,6.91,11.0,5.75,21.21,8.58,14.85,4.57,4.49,21.6,3.12,9.62,2.72,39.55,6.33,4.58,5.91,7.82,12.32,30.64,5.53,11.14,3.78,10.14,10.27,6.35,4.55,81.01,7.1,1046.71,978.2,64.58,175.57,100.09,267.85,166.83,215.83,207.66,210.78,211.13,6.08,41.57,315.23,83.19,170.52,30.28,150.56,429.25,102.75,53.41,51.71,1104.39,73.27,540.91,88.16,55.72,162.82,275.66,70.56,12.36,70.33,1361.94,19.63,113.27,39.91,18.95,28.48,9.86,14.11,66.23,91.82,102.08,82.81,60.93,39.87,22.29,88.44,181.68,33.43,175.83,97.26,63.08,276.69,132.92,101.8,27.82,371.23,62.72,42.61,36.94,19.61,121.29,196.64,50.35,44.39,180.08,329.01,1067.95,424.56,62.43,29.88,96.38,246.74,47.24,52.99,10.2,53.28,9.73,43.43,159.85,710.67,415.54,24.74,227.8,21.31,115.18,425.2,84.16,377.4,87.45,60.0,22.4,211.5,94.54,79.33,115.57,189.38,6.71,62.53,40.75,41.06,58.02,13.41
2013-10-21,69.35,24.85,40.53,11.0,20.83,18.09,126.29,5.98,8.59,4.59,9.78,4.65,58.42,318.25,40.48,109.92,5.63,13.56,62.39,102.14,306.62,21.33,231.23,189.24,417.66,21.04,176.25,90.65,106.1,52.26,338.32,3.99,266.62,92.31,106.15,61.34,74.64,121.47,42.43,64.84,32.61,120.01,28.21,205.06,22.27,67.06,12.93,6.47,155.87,425.66,44.08,30.26,113.55,161.11,424.29,426.03,224.38,69.07,49.03,173.15,65.76,97.01,22.44,19.69,54.2,37.93,68.07,37.34,46.35,338.37,140.5,173.65,101.08,91.51,57.28,47.52,400.14,759.72,22.45,276.46,46.3,229.06,202.67,125.44,140.1,52.82,230.59,47.55,22.69,61.25,95.66,22.01,122.83,47.01,1403.62,371.47,77.1,47.92,91.91,7.71,233.57,154.35,195.28,100.92,256.02,528.33,350.33,127.32,576.22,155.57,63.91,91.68,79.71,134.64,241.69,53.54,25.16,36.87,30.9,33.57,139.67,1049.48,54.51,160.2,15.19,70.23,48.62,22.76,15.91,15.31,9.34,13.0,2.53,20.83,12.73,5.86,25.27,2.29,4.45,8.25,9.81,13.58,7.22,37.23,6.95,11.07,5.8,22.57,8.75,15.4,4.69,4.53,22.55,3.15,9.65,2.73,41.07,6.36,4.62,5.91,7.9,12.53,30.72,5.56,11.2,3.83,10.21,10.37,6.43,4.59,82.29,7.16,1058.03,979.19,65.94,178.8,101.49,270.98,166.5,218.53,220.3,216.28,211.13,6.25,42.45,318.1,83.61,173.39,30.69,151.48,437.96,103.35,54.1,50.22,1112.84,73.81,544.94,93.41,56.17,176.29,283.75,72.46,12.48,70.39,1402.9,20.02,114.26,40.22,19.01,28.72,10.0,14.22,65.91,92.73,102.52,83.41,61.75,41.43,22.5,89.11,180.56,34.31,185.76,96.57,64.59,279.61,133.79,105.82,26.67,395.25,63.39,43.01,36.53,19.76,131.83,198.73,50.85,45.07,181.73,334.99,1103.59,439.19,62.41,29.88,97.94,248.57,47.76,54.69,10.31,53.15,9.73,45.63,166.6,715.15,426.45,26.81,228.89,21.55,115.87,446.38,87.84,387.49,87.81,62.8,22.4,216.62,97.4,82.29,116.77,186.18,6.79,68.65,41.89,43.78,59.94,13.58
