Date,AAL.L,ABF.L,ADM.L,ANTO.L,ASHM.L,AV.L,AZN.L,BA.L,BARC.L,BATS.L,BLND.L,BNZL.L,BP.L,BRBY.L,BT-A.L,CNA.L,CNE.L,CPG.L,CPI.L,DGE.L,EMG.L,EXPN.L,FRES.L,GSK.L,HMSO.L,HSBA.L,IAG.L,IHG.L,IMI.L,ITRK.L,ITV.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,MKS.L,NG.L,NXT.L,PRU.L,PSON.L,RKT.L,REL.L,RIO.L,RR.L,SBRY.L,SDR.L,SGE.L,SMIN.L,SN.L,SRP.L,SSE.L,STAN.L,SVT.L,TATE.L,TLW.L,TSCO.L,ULVR.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2011-03-17,2903.618408203125,965.6107788085938,1572.6953125,1339.9539794921875,302.6013488769531,426.86627197265625,2824.37939453125,305.2143859863281,260.875732421875,2306.758544921875,549.9700317382812,702.9619140625,453.6497497558594,1104.3140869140625,177.1830291748047,316.3327331542969,1985.3514404296875,4.178150177001953,6871.79345703125,1134.2667236328125,241.8802490234375,738.929443359375,1413.94677734375,1155.091796875,1984.4678955078125,621.5888061523438,217.651611328125,14.14720058441162,1068.05029296875,1903.0654296875,84.1379623413086,1984.267333984375,235.75440979003903,762.806640625,109.60900115966795,59.09321594238281,316.6712646484375,597.9049682617188,1941.5985107421875,569.0244750976562,1048.3765869140625,3059.677490234375,508.9406433105469,3960.758544921875,196.9781951904297,350.19061279296875,284.6501770019531,272.6683654785156,1292.92724609375,675.745361328125,457.56939697265625,1195.035888671875,1488.327880859375,1392.4483642578125,620.3118286132812,1171.8936767578125,483.1357116699219,1918.8575439453125,556.547119140625,176.81385803222656,1601.2647705078125,748.5614624023438,1387.8848876953125
2011-03-18,2946.303955078125,963.6167602539062,1549.9163818359375,1356.864990234375,304.8816833496094,431.4574890136719,2812.939697265625,316.4450988769531,259.5417175292969,2306.758544921875,552.9481201171875,709.438232421875,458.0115966796875,1102.32080078125,175.99053955078125,326.3672180175781,2008.0899658203125,4.131682872772217,6839.85302734375,1138.2501220703125,242.77175903320312,743.915771484375,1436.865234375,1140.115966796875,1995.815673828125,618.1168212890625,218.3491973876953,14.407304763793944,1086.8275146484375,1930.9788818359373,86.44519805908203,2047.171630859375,240.427734375,763.86572265625,108.81687927246094,59.47145462036133,316.3877868652344,624.4182739257812,1929.6622314453125,585.5179443359375,1051.360595703125,3066.76953125,512.9246826171875,3978.09326171875,198.17713928222656,348.30523681640625,291.2424011230469,272.8777770996094,1307.8570556640625,676.2434692382812,457.165283203125,1223.79638671875,1510.1318359375,1410.3258056640625,622.0492553710938,1159.1280517578125,482.1293640136719,1935.8759765625,564.4908447265625,175.26695251464844,1630.17919921875,755.52001953125,1387.8848876953125
2011-03-21,2970.072265625,966.1093139648438,1559.8201904296875,1359.849365234375,318.6634521484375,440.3463134765625,2839.299072265625,323.1039123535156,266.3500061035156,2317.6630859375,552.9481201171875,725.3807983398438,460.5892639160156,1134.21435546875,180.26361083984372,325.67169189453125,1989.2015380859373,4.2013840675354,6862.66943359375,1145.22119140625,243.16798400878903,757.3780517578125,1479.71240234375,1152.096923828125,2029.8582763671875,628.7312622070312,222.03651428222656,14.38468074798584,1121.5374755859375,1971.85107421875,85.97460174560547,2079.176513671875,242.6151885986328,768.1039428710938,112.28236389160156,60.46678924560547,323.1918029785156,625.500732421875,1933.6412353515625,596.23876953125,1075.232421875,3105.26904296875,516.4104614257812,4019.201416015625,205.028564453125,354.75537109375,293.4397888183594,280.31500244140625,1326.767822265625,683.7186279296875,465.2494201660156,1224.787841796875,1537.6231689453125,1427.2100830078125,634.2124633789062,1171.8936767578125,483.5130920410156,1956.08642578125,575.4134521484375,181.50619506835935,1702.9635009765625,766.4551391601562,1413.57080078125
2011-03-22,2965.220947265625,960.6257934570312,1556.84912109375,1345.9224853515625,319.85321044921875,436.5368041992188,2833.33154296875,318.5321350097656,265.4298095703125,2325.593505859375,554.9337158203125,720.89697265625,459.5978698730469,1115.277587890625,180.66107177734372,323.8834533691406,2028.5426025390625,4.193638801574707,6899.171875,1132.275390625,240.4936065673828,756.3807983398438,1449.819091796875,1151.097900390625,2038.028564453125,621.0930786132812,221.13958740234372,14.38468074798584,1109.5885009765625,1968.860595703125,84.08834838867188,2025.1002197265625,241.02427673339844,763.86572265625,112.6784210205078,60.87487030029297,321.7743530273437,633.6170043945312,1926.67822265625,604.8980102539062,1070.2589111328125,3075.887939453125,513.4224853515625,3975.617431640625,203.65823364257807,351.5799255371094,294.115966796875,281.25787353515625,1300.8897705078125,681.226806640625,456.3566589355469,1221.81298828125,1520.5594482421875,1410.3258056640625,623.2080078125,1181.255615234375,476.7827453613281,1925.2396240234373,576.4063720703125,179.95924377441406,1679.034912109375,752.5377197265625,1407.57763671875
2011-03-23,3023.9150390625,974.5841064453124,1564.7723388671875,1383.723876953125,314.3009033203125,422.8342590332031,2818.907958984375,316.8426208496094,264.2799377441406,2364.75,557.91162109375,725.8789672851562,466.1905822753906,1114.2808837890625,179.26991271972656,315.5379638671875,2090.141357421875,4.213000774383545,6953.927734375,1142.2335205078125,245.14892578125,775.8262329101562,1486.6868896484375,1151.5977783203125,2064.808349609375,626.2512817382812,215.2598419189453,14.32175350189209,1111.8643798828125,2016.7113037109373,79.7697525024414,2035.0322265625,242.41635131835935,768.6336059570312,113.9655990600586,59.959171295166016,326.4992980957031,633.0758666992188,1954.529052734375,601.18701171875,1066.2802734375,3100.203369140625,511.9285278320313,4089.03564453125,205.8849639892578,332.72576904296875,289.26202392578125,282.0958251953125,1318.805419921875,684.7152709960938,462.4200439453125,1197.0196533203125,1511.553466796875,1409.3326416015625,627.261962890625,1194.0208740234375,478.2294921875,1950.7677001953125,575.4134521484375,180.06240844726562,1699.97265625,740.6085815429688,1397.302978515625
2011-03-24,3089.3984375,997.0169677734376,1562.79150390625,1408.59326171875,321.53875732421875,421.7594909667969,2834.325439453125,325.19110107421875,267.63800048828125,2380.11572265625,563.8683471679688,732.853759765625,476.7485656738281,1110.2943115234375,180.36297607421875,320.9028625488281,2104.819091796875,4.243978023529053,6985.86767578125,1150.2003173828125,250.5966796875,779.3163452148438,1527.541259765625,1158.0869140625,2092.497314453125,641.4290771484375,223.73068237304688,14.791889190673828,1155.109619140625,2019.702392578125,81.90423583984375,2036.13623046875,259.9164428710937,779.7577514648438,116.93604278564452,60.06864547729492,338.4064025878906,637.94580078125,2032.113525390625,603.660888671875,1071.2540283203125,3104.255615234375,511.4305725097656,4191.55908203125,209.6533050537109,338.3819885253906,294.6719055175781,285.6575012207031,1307.8570556640625,680.728515625,464.4410400390625,1207.928466796875,1531.4610595703125,1421.2510986328125,633.0540771484375,1204.2335205078125,489.3628234863281,1987.9959716796875,580.378173828125,181.3000030517578,1727.889892578125,752.0407104492188,1440.968994140625
2011-03-25,3115.107177734375,998.0138549804688,1560.8104248046875,1409.5880126953125,325.5046691894531,424.1046752929688,2858.694580078125,323.8990783691406,266.8099670410156,2387.550048828125,564.364501953125,732.853759765625,479.3756408691406,1112.2877197265625,181.157958984375,319.71063232421875,2120.940673828125,4.263339519500732,6917.42431640625,1165.1380615234375,247.62522888183597,769.8428344726562,1554.4447021484375,1172.06396484375,2092.04345703125,642.7186889648438,228.01597595214844,14.642827033996582,1161.9383544921875,2033.658447265625,80.06757354736328,2075.865966796875,255.3424530029297,776.579345703125,116.04490661621094,59.809871673583984,331.7914733886719,637.94580078125,2008.2412109375,593.3526000976562,1074.2374267578125,3201.516845703125,511.4305725097656,4203.4453125,207.2552795410156,343.3436889648437,298.0531616210937,284.9242248535156,1310.843017578125,693.18701171875,455.9524841308594,1220.8212890625,1530.0394287109375,1431.1827392578125,634.79150390625,1204.2335205078125,488.6708984375,2006.077880859375,583.35693359375,182.0735015869141,1721.90771484375,754.5259399414062,1440.968994140625
2011-03-28,3088.914306640625,990.0377197265624,1565.7625732421875,1397.6510009765625,324.0174560546875,424.7887268066406,2857.202880859375,326.4829406738281,269.01806640625,2386.558837890625,560.3936767578125,728.8680419921875,472.9814758300781,1143.1845703125,180.46237182617188,320.9028625488281,2156.9130859375,4.282701015472412,6830.7275390625,1160.1590576171875,242.1774444580078,774.3304443359375,1529.53369140625,1178.5528564453125,2066.1708984375,648.273681640625,228.2152862548828,14.092427253723145,1156.2481689453125,2019.702392578125,80.01793670654297,2057.104248046875,251.66354370117188,776.0496215820312,115.0547866821289,60.31748962402344,333.8704528808594,640.6511840820312,2013.214599609375,597.4759521484375,1075.232421875,3228.872314453125,518.40234375,4238.61181640625,207.76919555664065,339.6719665527344,296.5316772460937,288.0668029785156,1317.8099365234375,693.18701171875,459.1861877441406,1239.6641845703125,1539.044921875,1426.216796875,630.7372436523438,1205.9356689453125,488.5451354980469,2012.4599609375,584.3497924804688,183.3624725341797,1705.9547119140625,756.0172729492188,1423.8450927734375
2011-03-29,3154.8828125,999.010986328125,1540.01318359375,1396.65576171875,326.0003662109375,425.7658081054688,2848.74853515625,329.6634216308594,263.0839538574219,2440.585205078125,561.8824462890625,734.8465576171875,462.52239990234375,1158.135009765625,180.95925903320312,320.5055236816406,2182.05810546875,4.340785026550293,6844.41748046875,1158.1671142578125,243.8613128662109,773.8319091796875,1562.416748046875,1182.0472412109375,2048.46826171875,646.1904907226562,230.5074157714844,14.654289245605469,1150.5577392578125,2014.717529296875,79.72010803222656,2069.244384765625,254.2487945556641,776.579345703125,115.35182189941406,59.92930603027344,331.9803771972656,643.3565673828125,2053.9970703125,602.4241333007812,1084.18408203125,3230.89794921875,522.8842163085938,4324.79052734375,208.96810913085935,335.3058166503906,296.1934814453125,292.78057861328125,1312.833740234375,693.685302734375,455.1441345214844,1256.5234375,1541.8887939453125,1425.2236328125,635.9498901367188,1228.9140625,486.1548156738281,2014.587890625,585.3426513671875,186.66265869140625,1697.9783935546875,764.4671020507812,1428.1260986328125
2011-03-30,3127.992431640625,1001.0050048828124,1544.96484375,1384.718505859375,325.3064270019531,427.2317810058594,2884.5556640625,327.27813720703125,261.0599060058594,2499.072509765625,557.4794311523438,738.3339233398438,454.4923095703125,1181.057861328125,183.5428924560547,328.5528869628906,2198.1796875,4.329168796539307,6839.85302734375,1172.1090087890625,244.95089721679688,775.32763671875,1566.402587890625,1193.0291748046875,2051.645263671875,650.75390625,231.7032928466797,14.883614540100098,1172.1806640625,2038.6427001953125,79.8690185546875,2067.03759765625,252.95620727539065,782.40625,115.54984283447266,58.27704620361328,321.9633483886719,644.438720703125,2000.284423828125,595.1712646484375,1097.1151123046875,3213.674560546875,533.8400268554688,4368.37451171875,212.5650787353516,332.13043212890625,295.1791076660156,293.5138244628906,1298.0145263671875,702.6553955078125,457.165283203125,1251.565185546875,1549.4725341796875,1455.019775390625,648.11279296875,1241.6798095703125,485.2742614746094,2019.905517578125,593.2863159179688,185.47662353515625,1718.916748046875,776.396240234375,1422.989013671875
2011-03-31,3111.49853515625,989.0408935546876,1539.02294921875,1353.8809814453125,328.57818603515625,422.9320373535156,2847.75390625,322.9051208496094,255.3555603027344,2480.23681640625,548.5438232421875,741.821533203125,450.0808715820313,1170.0946044921875,184.43728637695312,323.18798828125,2190.118896484375,4.340785026550293,6780.53466796875,1180.0760498046875,243.56414794921875,769.8428344726562,1537.505859375,1187.5380859375,2028.4967041015625,635.8734741210938,226.2221221923828,14.654289245605469,1172.1806640625,2027.6773681640625,76.79141998291016,2052.6904296875,244.50442504882807,777.1094360351562,114.06464385986328,57.81919097900391,318.183349609375,642.8156127929688,1969.4490966796875,582.7979125976562,1095.12548828125,3244.0693359375,537.82373046875,4337.66845703125,212.05130004882807,332.72576904296875,293.48846435546875,291.3139953613281,1291.0467529296875,700.6619873046875,451.10198974609375,1250.5731201171875,1532.8828125,1451.04638671875,668.9638061523438,1232.3179931640625,479.2988586425781,2020.969482421875,587.3289184570312,182.02182006835935,1725.8961181640625,763.97021484375,1412.7144775390625
2011-04-01,3159.039306640625,1000.0079345703124,1595.473388671875,1389.6925048828125,329.3714904785156,436.1242980957031,2879.58349609375,328.3714599609375,266.30389404296875,2516.420166015625,560.4580688476562,744.8106689453125,465.9425964355469,1196.00830078125,187.0209808349609,328.0560607910156,2196.25439453125,4.36789083480835,6748.595703125,1194.017333984375,250.69577026367188,774.8287963867188,1559.4268798828125,1198.5201416015625,2043.02197265625,649.86083984375,225.92312622070312,14.493757247924805,1188.113037109375,2085.49658203125,77.98273468017578,2095.730224609375,252.35960388183597,791.41162109375,116.04490661621094,60.71562576293945,320.2624206542969,646.603271484375,1989.3427734375,602.5958251953125,1131.9283447265625,3331.19921875,541.3096923828125,4377.2900390625,215.9908142089844,331.8326416015625,299.9128112792969,294.1423034667969,1321.904052734375,706.64208984375,443.0177307128906,1273.38330078125,1568.4324951171875,1465.9439697265625,663.7510986328125,1257.849609375,489.2998962402344,2022.032958984375,594.2794799804688,184.7032165527344,1770.763427734375,783.3552856445312,1423.8450927734375
2011-04-04,3186.6904296875,991.0347900390624,1595.473388671875,1416.5511474609375,339.78204345703125,432.89947509765625,2879.58349609375,330.16033935546875,265.24591064453125,2508.984130859375,556.4866943359375,742.3194580078125,465.19915771484375,1194.0145263671875,188.5115966796875,329.447021484375,2190.60009765625,4.364018440246582,6712.091796875,1185.0550537109375,241.38507080078125,774.3304443359375,1605.263427734375,1215.4912109375,2049.830322265625,642.420654296875,223.53135681152344,14.56256103515625,1205.1834716796875,2089.484619140625,79.22370147705078,2116.69873046875,257.03289794921875,791.41162109375,116.34196472167967,60.038795471191406,323.47528076171875,649.3086547851562,2035.097412109375,600.5333862304688,1142.869384765625,3333.224365234375,545.7913818359375,4435.732421875,215.6482696533203,329.0541381835937,303.8013000488281,290.999755859375,1320.9090576171875,708.6353759765625,448.2725830078125,1294.20947265625,1569.854248046875,1463.9578857421875,661.434326171875,1249.339111328125,495.3383483886719,2011.396728515625,596.2652587890625,184.4453125,1802.6690673828125,784.8462524414062,1430.69482421875
2011-04-05,3175.532958984375,985.0527954101562,1592.502197265625,1429.4832763671875,342.8556213378906,434.267578125,2891.022216796875,331.8499755859375,263.8199462890625,2527.32373046875,556.4866943359375,737.8358764648438,470.750732421875,1205.9752197265625,189.20724487304688,327.5593566894531,2226.091064453125,4.298190593719482,6684.712890625,1195.0130615234375,246.1394500732422,779.3163452148438,1615.227783203125,1215.4912109375,2042.114013671875,642.2224731445312,220.24270629882807,14.43642520904541,1181.284912109375,2081.50927734375,77.48635864257812,2125.527099609375,256.53570556640625,790.8817138671875,117.33212280273438,59.34205627441406,321.49090576171875,637.4046020507812,2020.177734375,601.770751953125,1139.8851318359375,3310.93603515625,540.811767578125,4371.34814453125,214.79183959960935,330.145751953125,308.02764892578125,293.1996154785156,1315.931640625,707.6387939453125,445.8471984863281,1284.292236328125,1583.6002197265625,1441.1148681640625,682.8641967773438,1251.0411376953125,490.620849609375,2005.0142822265625,585.3426513671875,181.66094970703125,1789.70703125,782.8580322265625,1434.9757080078125
2011-04-06,3195.90771484375,1002.0020141601562,1603.396240234375,1460.3211669921875,347.41656494140625,440.0329895019531,2911.91015625,329.56402587890625,271.2260437011719,2509.9755859375,553.0116577148438,736.8395385742188,472.386474609375,1205.9752197265625,189.1078948974609,321.6976013183594,2163.049072265625,4.305935382843018,6753.1572265625,1196.00927734375,245.14892578125,773.3333740234375,1627.1851806640625,1210.9990234375,2053.9150390625,655.11865234375,223.0331115722656,14.528154373168944,1180.1470947265625,2073.533447265625,78.03238677978516,2140.97802734375,263.3966369628906,788.762939453125,119.70846557617188,61.6711540222168,340.7690124511719,638.48681640625,2084.830810546875,609.1948852539062,1110.294677734375,3325.1201171875,539.3178100585938,4388.18505859375,214.963134765625,334.4126892089844,310.3945617675781,288.90484619140625,1323.8951416015625,712.6222534179688,445.8471984863281,1284.292236328125,1592.60595703125,1433.1689453125,683.4437255859375,1251.0411376953125,494.4577331542969,2017.7784423828125,583.8535766601562,183.3109588623047,1796.6866455078125,782.3610229492188,1439.2567138671875
