Date,AAL.L,ABF.L,ADM.L,ANTO.L,AV.L,AZN.L,BA.L,BAB.L,BARC.L,BATS.L,BLND.L,BNZL.L,BP.L,BRBY.L,BT-A.L,CNA.L,CPG.L,CPI.L,DGE.L,EXPN.L,EZJ.L,FRES.L,GLEN.L,GSK.L,HMSO.L,HSBA.L,IAG.L,IHG.L,IMI.L,ITRK.L,ITV.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,MKS.L,MNDI.L,MRO.L,NG.L,NXT.L,PRU.L,PSN.L,PSON.L,RKT.L,REL.L,RIO.L,RR.L,SBRY.L,SDR.L,SGE.L,SMIN.L,SN.L,SSE.L,STAN.L,SVT.L,TATE.L,TLW.L,TPK.L,TSCO.L,ULVR.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2013-03-08,1795.9964599609375,1863.2330322265625,1341.561767578125,1064.338623046875,317.7626647949219,3027.37158203125,365.2817993164063,948.97705078125,293.27423095703125,3532.91064453125,580.8433227539062,1302.06591796875,447.2442932128906,1412.79296875,265.5429382324219,350.1417541503906,6.875540733337402,8163.3359375,1986.9503173828125,1143.2926025390625,1054.56298828125,1474.5872802734375,384.9905395507813,1485.494384765625,2352.530517578125,731.6618041992188,245.3563232421875,24.441951751708984,1511.165771484375,3426.279052734375,128.10684204101562,2455.921142578125,288.3560791015625,898.4977416992188,165.02423095703125,49.83658599853516,342.78887939453125,973.3670043945312,144.1803436279297,795.7159423828125,4153.33544921875,838.5567626953125,943.2890014648438,1159.623291015625,4699.1904296875,730.1270751953125,3395.309814453125,360.5529174804688,339.7032165527344,359.8955993652344,366.2404174804688,1284.8734130859375,722.8508911132812,1455.5567626953125,1707.18798828125,1611.9580078125,962.1737670898438,1062.275390625,1258.63232421875,478.3702392578125,2920.925048828125,707.1867065429688,190.56021118164065,2409.735595703125,1082.2420654296875,2209.36376953125
2013-03-11,1806.1873779296875,1866.2254638671875,1347.5108642578125,1090.2254638671875,315.21893310546875,3026.375732421875,367.3714599609375,959.5311889648438,286.73858642578125,3598.37255859375,576.8684692382812,1300.07177734375,449.080078125,1428.745849609375,269.0238037109375,350.2412109375,6.896138668060303,8135.94140625,1991.433837890625,1160.2523193359375,1060.5433349609375,1485.5543212890625,386.53173828125,1491.49267578125,2354.80078125,729.3786010742188,244.6587371826172,24.49155044555664,1505.4715576171875,3430.267578125,127.0144271850586,2464.357177734375,290.545166015625,882.5951538085938,165.6189422607422,49.76690673828125,342.78887939453125,962.430419921875,149.98963928222656,798.42431640625,4139.4013671875,847.6354370117188,929.884521484375,1181.5225830078125,4747.85595703125,731.6224365234375,3407.69921875,360.21014404296875,344.57037353515625,358.8807983398437,358.3789367675781,1287.861572265625,726.3405151367188,1441.6568603515625,1728.0538330078125,1624.8851318359375,954.6386108398438,1067.3826904296875,1255.80419921875,475.09661865234375,2927.31201171875,719.1137084960938,192.0073699951172,2467.58544921875,1071.300537109375,2213.647216796875
2013-03-12,1813.4664306640625,1868.220458984375,1332.6378173828125,1124.077392578125,316.97998046875,3057.24658203125,375.7298278808594,972.7235717773438,288.2574157714844,3583.494873046875,551.5278930664062,1295.0869140625,448.6334533691406,1428.745849609375,268.02935791015625,351.1361999511719,6.957931041717529,8158.7705078125,2001.896728515625,1159.2547607421875,1061.540283203125,1476.581298828125,387.87396240234375,1497.990478515625,2295.760498046875,724.1168823242188,256.318603515625,24.93798828125,1507.7489013671875,3420.295654296875,127.21306610107422,2461.193359375,291.9382019042969,873.0535888671875,167.00650024414062,50.364105224609375,340.70806884765625,966.8049926757812,153.30929565429688,802.7577514648438,4095.60888671875,849.2861328125,939.3174438476562,1180.526611328125,4724.53564453125,737.6028442382812,3416.6201171875,360.5529174804688,346.8549194335937,365.3074951171875,358.903076171875,1308.778076171875,735.31396484375,1440.6636962890625,1696.2808837890625,1625.8795166015625,951.7406616210938,1063.9779052734375,1262.40380859375,478.9996032714844,2925.183349609375,709.6715698242188,191.23211669921875,2457.611572265625,1086.220947265625,2236.77734375
2013-03-13,1805.216796875,1884.1793212890625,1331.6463623046875,1090.2254638671875,317.6648254394531,3053.262939453125,377.222412109375,971.8441162109376,289.6841735839844,3463.3798828125,555.5028686523438,1299.0745849609375,445.8550720214844,1427.7486572265625,264.3495178222656,353.5228576660156,6.896138668060303,8081.15478515625,1980.9710693359373,1174.2191162109375,1067.5208740234375,1479.5723876953125,385.537353515625,1490.99267578125,2302.572509765625,721.3370361328125,258.1125183105469,24.81398200988769,1516.859375,3413.315185546875,129.0005645751953,2439.04833984375,288.55499267578125,867.3004150390625,167.5020751953125,51.13051986694336,339.5729064941406,964.0709228515624,151.48345947265625,805.4659423828125,4090.632568359375,928.5199584960938,950.2396850585938,1193.4669189453125,4725.54833984375,742.586669921875,3347.237060546875,364.3228454589844,355.59576416015625,360.9102783203125,358.69342041015625,1305.7899169921875,738.304931640625,1445.62841796875,1632.632568359375,1636.8184814453125,961.0144653320312,1069.0850830078125,1252.0330810546875,472.8934020996094,2917.731689453125,710.168212890625,188.38949584960935,2463.595947265625,1080.252685546875,2224.7841796875
2013-03-14,1808.6138916015625,1897.14599609375,1328.671875,1083.2562255859375,321.2845764160156,3061.2294921875,381.4016418457031,963.0490112304688,292.6297607421875,3445.02587890625,555.0061645507812,1296.083740234375,447.5916137695313,1450.6805419921875,275.8861694335937,353.6221923828125,6.970290184020996,8135.94140625,2011.363037109375,1182.2000732421875,1065.52734375,1452.6531982421875,386.8299865722656,1496.990966796875,2307.1142578125,734.6400756835938,261.7997741699219,25.07439422607422,1528.2470703125,3410.323486328125,131.38397216796875,2463.302001953125,285.4705505371094,875.7827758789062,172.06129455566406,50.52336120605469,351.4911499023437,971.1795654296876,150.37693786621094,806.007568359375,4130.44384765625,953.280517578125,958.6797485351562,1198.443603515625,4731.63330078125,750.5606079101562,3281.818603515625,372.8911743164063,355.59576416015625,362.6015930175781,362.6766662597656,1307.7816162109375,749.2723999023438,1459.5284423828125,1678.1680908203125,1633.8348388671875,972.6068115234376,1077.5968017578125,1252.975830078125,485.9243774414063,2925.183349609375,698.240966796875,190.7669677734375,2434.67138671875,1075.2794189453125,2244.487060546875
2013-03-15,1836.759521484375,1894.15380859375,1324.705322265625,1077.2823486328125,319.1322631835937,3056.74853515625,381.2026672363281,941.941162109375,294.6089172363281,3466.852294921875,551.5278930664062,1294.08984375,446.2022399902344,1445.6951904296875,270.81396484375,350.0422668457031,6.879659175872803,8049.19482421875,2004.88623046875,1155.26416015625,1068.5174560546875,1475.5843505859375,385.6368408203125,1495.491455078125,2302.572509765625,714.884033203125,271.2672424316406,24.86357688903809,1533.9410400390625,3400.3525390625,130.29159545898438,2442.213134765625,284.674560546875,876.3125610351562,171.66485595703125,50.28448867797852,352.3424987792969,959.1492919921876,146.3934326171875,795.17431640625,4070.726318359375,952.455078125,946.267822265625,1202.42529296875,4774.21337890625,755.046142578125,3282.81005859375,371.8629760742188,360.3636169433594,364.2927551269531,358.2742004394531,1307.7816162109375,744.2872314453125,1453.5712890625,1672.4757080078125,1637.812744140625,948.2626342773438,1063.1268310546875,1281.2598876953125,484.9170837402344,2911.344970703125,684.8228149414062,189.42315673828125,2450.62939453125,1077.2685546875,2219.644287109375
2013-03-18,1818.3192138671875,1886.174560546875,1328.671875,1061.35205078125,316.29510498046875,3036.832275390625,381.9987182617188,958.651611328125,281.6297302246094,3454.947021484375,546.0623168945312,1305.056640625,445.0610046386719,1434.72802734375,269.322265625,348.0534362792969,6.908496379852295,8158.7705078125,2005.8826904296875,1167.236083984375,1062.5369873046875,1451.655517578125,376.4893493652344,1490.4930419921875,2282.1357421875,714.9833984375,269.5730895996094,24.95038604736328,1520.275634765625,3384.398193359375,130.8874053955078,2412.686279296875,285.968017578125,865.1799926757812,170.87196350097656,49.61760330200195,376.5571899414063,956.4151000976562,147.7213592529297,796.2575073242188,4114.51904296875,920.2662963867188,959.1762084960938,1198.443603515625,4779.2841796875,756.541259765625,3248.117919921875,374.9475708007813,362.7474060058594,359.3881225585937,360.05615234375,1322.722412109375,736.8095092773438,1448.6068115234375,1637.849853515625,1635.8236083984375,965.072021484375,1061.4244384765625,1290.6876220703125,481.76959228515625,2911.344970703125,679.853271484375,191.18045043945312,2424.69677734375,1074.2845458984375,2197.370361328125
2013-03-19,1766.3951416015625,1874.2052001953125,1327.68017578125,1045.421630859375,316.1972351074219,3051.76953125,391.45166015625,951.61572265625,273.8513488769531,3478.75732421875,541.5903930664062,1308.0477294921875,446.251953125,1417.7783203125,268.4271545410156,353.0255432128906,6.920856952667236,8213.5576171875,2035.2783203125,1169.231201171875,1056.556640625,1401.804931640625,366.9441528320313,1512.9854736328125,2267.602783203125,711.2108764648438,266.3840026855469,24.776779174804688,1503.1937255859375,3410.323486328125,129.99365234375,2413.740966796875,285.07257080078125,863.5897216796875,168.8896484375,49.17467880249024,376.5571899414063,953.6809692382812,145.72950744628906,808.7161254882812,4090.632568359375,916.139892578125,964.6372680664062,1185.50390625,4752.92431640625,755.54443359375,3079.61669921875,380.0885620117188,368.9058532714844,354.8218078613281,359.84637451171875,1312.7623291015625,737.3079833984375,1469.4571533203125,1632.158203125,1663.6676025390625,971.4478149414062,1041.8472900390625,1302.001220703125,478.49603271484375,2930.505859375,691.2836303710938,193.91973876953125,2318.971435546875,1075.2794189453125,2204.223388671875
2013-03-20,1721.1600341796875,1876.2001953125,1320.7391357421875,1043.429931640625,308.2702941894531,3027.37158203125,391.45166015625,967.446533203125,271.73419189453125,3486.692626953125,549.04345703125,1302.06591796875,444.56494140625,1420.7694091796875,271.2118530273437,350.6390075683594,6.949693202972412,8327.7001953125,2025.313720703125,1158.2568359375,1046.5889892578125,1401.804931640625,363.0663146972656,1517.9835205078125,2286.67724609375,706.95703125,261.5008239746094,24.68379020690918,1503.1937255859375,3424.28369140625,129.19921875,2435.8857421875,285.2716064453125,871.5418090820312,169.6825714111328,49.3239860534668,371.16552734375,960.7898559570312,145.84024047851562,808.7161254882812,4127.45849609375,915.314453125,1002.8652954101562,1164.6004638671875,4766.1044921875,763.020263671875,3107.3701171875,387.6286315917969,372.0843505859375,361.2485046386719,357.9596862792969,1314.754150390625,741.2959594726562,1473.4285888671875,1642.1190185546875,1661.6788330078125,972.6068115234376,1053.763671875,1328.399658203125,480.2587585449219,2942.215087890625,691.2836303710938,192.05902099609372,2282.068359375,1070.3057861328125,2206.793212890625
2013-03-21,1704.6566162109375,1850.2659912109373,1325.697021484375,1043.429931640625,303.2791442871094,3119.985107421875,382.7947387695313,943.7001342773438,271.1819763183594,3464.37109375,548.0498657226562,1288.1080322265625,445.9541015625,1382.88232421875,264.8467712402344,350.5394592285156,6.871420383453369,8268.345703125,2004.3876953125,1127.3304443359375,1024.660400390625,1381.864990234375,360.08349609375,1523.481689453125,2243.532470703125,698.815185546875,256.2189636230469,24.420663833618164,1471.3077392578125,3335.5361328125,128.70265197753906,2392.6513671875,285.2716064453125,858.2882690429688,167.40298461914062,48.77156448364258,368.89544677734375,956.9620361328124,144.51234436035156,805.4659423828125,4293.671875,891.3792724609375,1025.7027587890625,1166.59130859375,4775.22900390625,760.030029296875,3116.7861328125,379.4030151367188,365.4292907714844,351.94683837890625,352.2994079589844,1278.8968505859375,737.8064575195312,1477.400146484375,1635.952880859375,1670.6287841796875,971.4478149414062,1068.2337646484375,1360.4544677734375,469.8717346191406,2910.27978515625,704.7018432617188,189.73329162597656,2259.127197265625,1059.3638916015625,2164.81591796875
2013-03-22,1678.931884765625,1856.2506103515625,1323.7142333984375,1028.4959716796875,302.49639892578125,3222.557373046875,386.9738464355469,950.736083984375,268.7884826660156,3460.403564453125,550.5340576171875,1284.11962890625,454.1905212402344,1326.0511474609375,275.1900634765625,355.61114501953125,6.859062194824219,8236.3876953125,2024.3172607421875,1139.3021240234375,1027.65087890625,1384.85595703125,358.64178466796875,1523.481689453125,2240.80712890625,694.8435668945312,258.0127868652344,24.157543182373047,1441.699462890625,3355.479248046875,127.80891418457033,2344.144287109375,286.0675354003906,862.5292358398438,167.60128784179688,48.403297424316406,376.084228515625,959.6959228515624,142.8525848388672,816.2993774414062,4340.4501953125,908.7115478515624,1021.7310791015624,1171.568115234375,4821.865234375,765.5121459960938,3081.10302734375,375.975830078125,372.9783020019531,353.9761657714844,353.4523010253906,1265.94873046875,746.7798461914062,1475.414306640625,1614.1339111328125,1673.6114501953125,978.9827270507812,1055.466064453125,1357.626220703125,468.1719970703125,2931.570556640625,704.7018432617188,189.6298828125,2216.239013671875,1053.3958740234375,2156.24951171875
2013-03-25,1667.2825927734375,1868.220458984375,1307.848876953125,1003.60498046875,294.5694274902344,3242.97216796875,383.3917541503906,949.8566284179688,259.6756286621094,3481.2373046875,543.5779418945312,1286.114013671875,456.4233703613281,1313.0899658203125,279.2676696777344,360.0860900878906,6.879659175872803,8240.9521484375,2027.3070068359373,1145.2877197265625,1035.624755859375,1366.9093017578125,356.0069274902344,1522.4822998046875,2214.01220703125,690.07763671875,256.318603515625,24.39561080932617,1463.336669921875,3342.516845703125,129.0005645751953,2320.9453125,281.88848876953125,867.3004150390625,166.21360778808594,47.592098236083984,371.16552734375,969.5390625,142.18861389160156,817.92431640625,4299.64453125,886.4271240234375,1019.7451782226562,1179.53125,4828.96240234375,764.016845703125,3042.447509765625,380.0885620117188,372.4816589355469,353.46881103515625,353.3476257324219,1271.9251708984375,746.2811889648438,1472.4359130859375,1620.7742919921875,1659.68994140625,965.651611328125,1053.763671875,1341.5985107421875,467.4165344238281,2941.150146484375,699.2351684570312,193.50624084472656,2179.3349609375,1044.4432373046875,2169.099609375
2013-03-26,1685.2418212890625,1858.24560546875,1313.7987060546875,1016.5481567382812,297.2117004394531,3242.97216796875,385.9788818359375,951.61572265625,264.37017822265625,3468.340576171875,546.0623168945312,1285.116943359375,459.400390625,1334.02783203125,276.085205078125,364.7599182128906,6.789029598236084,8236.3876953125,2017.840087890625,1137.3067626953125,1055.5595703125,1394.825927734375,354.8634338378906,1507.4873046875,2203.567138671875,693.552734375,255.0230865478516,24.38308334350586,1481.5567626953125,3391.378173828125,129.09988403320312,2350.471435546875,281.5899353027344,868.89111328125,168.98878479003906,47.427860260009766,373.0574035644531,981.569580078125,145.7848358154297,813.5910034179688,4344.43310546875,906.2354736328124,1024.7099609375,1170.57275390625,4878.64111328125,779.4668579101562,3058.3056640625,378.0322265625,374.0708618164063,360.2338562011719,353.4523010253906,1262.9609375,755.2545166015625,1474.42138671875,1622.197509765625,1679.5784912109375,964.4922485351562,1064.8291015625,1354.7977294921875,469.9347229003906,2939.020751953125,701.2230224609375,194.0747985839844,2181.330078125,1038.4752197265625,2162.24658203125
2013-03-27,1671.651123046875,1867.2227783203125,1310.823974609375,1020.5307006835938,291.1441955566406,3234.5068359375,381.899169921875,949.8566284179688,265.0146484375,3485.701416015625,536.6864013671875,1285.116943359375,459.8964538574219,1337.01904296875,273.0019836425781,364.9588012695313,6.830224514007568,8172.466796875,2032.7869873046875,1127.3304443359375,1052.5693359375,1371.894287109375,355.3605651855469,1526.4805908203125,2177.226318359375,692.6590576171875,249.2429962158203,24.458255767822266,1473.5855712890625,3363.45751953125,127.70956420898438,2372.615966796875,283.2815856933594,862.5292358398438,169.48434448242188,48.47296142578125,369.27386474609375,968.9926147460938,146.50405883789062,813.5910034179688,4335.47314453125,867.6422729492188,1031.66064453125,1170.57275390625,4841.12841796875,772.489501953125,3077.138427734375,380.0885620117188,373.3755187988281,353.35498046875,353.03326416015625,1241.170654296875,756.2515869140625,1470.4503173828125,1616.5054931640625,1678.583984375,956.3775024414062,1068.2337646484375,1337.827392578125,475.5373229980469,2927.31201171875,699.7321166992188,192.2657623291016,2242.17138671875,1035.4912109375,2155.39306640625
