Date,AAL.L,ABF.L,ADM.L,ANTO.L,AV.L,AZN.L,BA.L,BAB.L,BARC.L,BATS.L,BLND.L,BNZL.L,BP.L,BRBY.L,BT-A.L,CNA.L,CPG.L,CPI.L,CRDA.L,DGE.L,EXPN.L,FRES.L,GLEN.L,GSK.L,HMSO.L,HSBA.L,IAG.L,IHG.L,IMI.L,ITRK.L,ITV.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,MKS.L,MRO.L,NG.L,NXT.L,PRU.L,PSON.L,RKT.L,REL.L,RIO.L,RR.L,SBRY.L,SDR.L,SGE.L,SMIN.L,SN.L,SRP.L,SSE.L,STAN.L,SVT.L,TATE.L,TLW.L,TSCO.L,ULVR.L,UU.L,VOD.L,WEIR.L,WPP.L,WTB.L
2012-01-17,2555.284423828125,1129.874267578125,854.1083984375,1313.9000244140625,317.70458984375,3085.536376953125,303.70245361328125,666.4879150390625,183.3435211181641,2942.586181640625,473.7669982910156,872.1270751953125,477.9391784667969,1296.8800048828125,204.59933471679688,284.7698669433594,4.755935192108154,5814.87548828125,2119.347900390625,1395.494873046875,873.2425537109375,1747.3841552734375,402.9708862304688,1452.255126953125,1687.4501953125,513.5235595703125,155.66477966308594,14.509075164794922,1000.6439208984376,2108.734375,74.31439971923828,2245.27099609375,249.9551696777344,680.9026489257812,111.44358825683594,29.40229034423828,303.2963562011719,114.6064682006836,681.6040649414062,2613.884765625,559.784912109375,1248.742919921875,3374.309814453125,521.5916137695312,3659.5126953125,261.4464111328125,283.2375183105469,230.4517822265625,317.3212280273437,955.8396606445312,593.11669921875,417.5730285644531,1250.0509033203125,1395.5748291015625,1540.1380615234375,803.0592041015625,1238.356201171875,399.560302734375,2196.08740234375,606.50634765625,181.12570190429688,2094.14501953125,738.3258666992188,1387.450439453125
2012-01-18,2569.353759765625,1133.8631591796875,856.5855102539062,1334.802734375,317.70458984375,3095.484619140625,309.7685546875,666.4879150390625,185.0458068847656,2937.133056640625,475.2567443847656,865.1499633789062,477.3938293457031,1339.743896484375,202.71038818359372,283.3783569335937,4.849880218505859,5887.9033203125,2121.567626953125,1395.9921875,889.6998291015625,1759.345947265625,412.8600158691406,1465.2396240234375,1682.455810546875,511.6382141113281,154.86749267578125,14.85590648651123,989.2600708007812,2102.75244140625,74.06620788574219,2278.3857421875,254.0332489013672,681.4324340820312,111.04733276367188,29.452056884765625,306.0381774902344,113.91608428955078,675.1072998046875,2629.804443359375,563.0848388671875,1239.7877197265625,3425.989501953125,523.5840454101562,3675.858642578125,256.820556640625,284.32965087890625,230.7900238037109,320.3592834472656,965.7962036132812,594.6121826171875,420.402587890625,1237.1534423828125,1411.692626953125,1522.2528076171875,796.1063842773438,1186.4384765625,403.96478271484375,2198.215087890625,603.5259399414062,180.76431274414065,2019.354248046875,741.8062133789062,1395.1580810546875
2012-01-19,2568.86865234375,1155.8023681640625,870.9527587890625,1357.6962890625,334.3229675292969,3054.198486328125,311.9562072753906,666.4879150390625,203.6792907714844,2872.689453125,486.6789245605469,862.658203125,478.4350891113281,1347.7181396484375,201.9150848388672,281.68853759765625,4.798993110656738,5814.87548828125,2128.12109375,1375.57275390625,900.1730346679688,1762.3360595703125,427.3707580566406,1435.7750244140625,1744.6513671875,532.2784423828125,164.93284606933594,15.11025047302246,996.09033203125,2138.64453125,73.47047424316406,2307.087158203125,256.71881103515625,720.114013671875,114.41542053222656,32.11956787109375,309.15802001953125,115.17127990722656,668.6104736328125,2615.875,577.52294921875,1223.86767578125,3444.228515625,525.5768432617188,3693.195068359375,251.8520355224609,285.8187866210937,242.9635162353516,320.5687866210937,994.1727294921876,597.6023559570312,417.168701171875,1235.1695556640625,1478.057861328125,1519.271728515625,790.3123779296875,1177.0767822265625,411.515625,2171.61474609375,596.5715942382812,180.1963348388672,2073.2041015625,743.7948608398438,1424.2777099609375
2012-01-20,2580.996826171875,1150.8162841796875,880.3656616210938,1331.81689453125,343.02325439453125,3021.865478515625,311.9562072753906,662.0916137695312,204.8754425048828,2896.9794921875,492.5388488769531,862.658203125,463.5597839355469,1350.708984375,204.3011016845703,281.58917236328125,4.8029093742370605,5924.41796875,2120.51025390625,1387.526123046875,888.2036743164062,1719.4737548828125,420.4632263183594,1436.7742919921875,1772.34423828125,538.1331787109375,167.02569580078125,15.22585391998291,998.9364624023438,2128.67529296875,74.9597396850586,2280.594970703125,258.9069519042969,732.3016357421875,115.80227661132812,32.502769470214844,316.4378662109375,115.98724365234376,669.6932983398438,2643.73486328125,572.5725708007812,1226.8526611328125,3455.374755859375,529.0640869140625,3650.10107421875,252.02340698242188,288.4993896484375,247.0213928222656,319.3116455078125,985.2114868164062,606.573974609375,415.55181884765625,1241.1219482421875,1483.7467041015625,1522.2528076171875,782.2005615234375,1158.352294921875,414.0324401855469,2177.999267578125,595.5782470703125,182.8296356201172,1948.5521240234373,740.811767578125,1424.2777099609375
2012-01-23,2605.73974609375,1156.7999267578125,895.2284545898438,1352.719970703125,349.3772888183594,3053.700927734375,320.7073974609375,655.0575561523438,204.8754425048828,2923.252685546875,493.2340393066406,860.664794921875,472.7328796386719,1336.753662109375,204.9969940185547,280.6946105957031,4.818565845489502,5938.10986328125,2122.730224609375,1382.0477294921875,884.2140502929688,1778.2850341796875,433.1849365234375,1440.269775390625,1765.9884033203125,540.7129516601562,170.51368713378906,15.468640327453612,973.3225708007812,2133.65966796875,75.80368041992188,2286.11328125,256.71881103515625,732.8314819335938,116.49571228027344,32.43309020996094,314.26348876953125,116.11271667480467,664.82080078125,2600.949462890625,591.135986328125,1229.8377685546875,3408.76318359375,535.5404052734375,3701.1201171875,258.0198974609375,288.3999328613281,251.41734313964844,324.86395263671875,992.1814575195312,611.5581665039062,417.5730285644531,1226.239990234375,1497.9676513671875,1507.3480224609375,771.1917114257812,1176.225341796875,421.5831909179688,2191.83203125,590.1141967773438,184.68833923339844,1878.7469482421875,753.2413940429688,1440.550048828125
2012-01-24,2577.6005859375,1153.8082275390625,901.173583984375,1352.719970703125,346.1513061523437,3040.7685546875,314.7407531738281,650.6610107421875,201.05679321289065,2929.697509765625,486.6789245605469,856.6778564453125,473.4269714355469,1322.797607421875,207.5818328857422,285.7638244628906,4.755935192108154,5897.03271484375,2087.638671875,1402.96484375,877.2322387695312,1746.38720703125,424.4884338378906,1423.2901611328125,1732.84814453125,535.9496459960938,168.91920471191406,15.075565338134766,954.5392456054688,2119.701416015625,74.8604736328125,2260.724609375,257.1166687011719,722.7635498046875,115.30695343017578,31.532310485839844,313.03436279296875,112.97451782226562,673.4833374023438,2584.03369140625,582.060791015625,1177.1021728515625,3408.76318359375,533.5478515625,3665.45654296875,255.2786102294922,288.20135498046875,250.7410888671875,318.47369384765625,976.74853515625,605.0787353515625,416.3601684570313,1243.1058349609375,1489.4349365234375,1512.31640625,776.4066162109375,1180.48095703125,415.2909240722656,2175.87158203125,595.0814208984375,182.0034942626953,1921.627685546875,747.2752685546875,1423.4212646484375
2012-01-25,2575.660400390625,1156.7999267578125,894.7329711914062,1349.7333984375,346.4447326660156,3019.37890625,312.8512878417969,650.6610107421875,199.9065704345703,2913.834716796875,488.5659484863281,852.6912231445312,470.6006774902344,1309.8388671875,206.18995666503903,286.7577819824219,4.7903242111206055,5883.33935546875,2071.255615234375,1412.427978515625,874.2399291992188,1737.415771484375,415.8913269042969,1424.288818359375,1750.552978515625,532.8738403320312,171.11160278320312,15.318352699279783,967.6307373046876,2117.70703125,74.66189575195312,2218.77783203125,257.01715087890625,728.0626220703125,116.09945678710938,30.78083038330078,311.427001953125,116.11271667480467,670.234619140625,2576.07421875,581.2357177734375,1174.1165771484375,3409.77587890625,534.0458374023438,3676.849365234375,253.2225799560547,287.6058044433594,248.8812713623047,319.7307434082031,973.7616577148438,603.58349609375,414.339111328125,1214.568115234375,1472.3695068359375,1510.328857421875,783.3594360351562,1181.33251953125,406.2929992675781,2181.191650390625,597.0684814453125,180.24801635742188,1958.5245361328125,744.7891845703125,1438.8372802734375
2012-01-26,2655.7099609375,1162.7833251953125,911.5774536132812,1383.575927734375,351.0390625,3036.78857421875,313.0502014160156,650.6610107421875,205.0595245361328,2946.0546875,495.4192810058594,854.1861572265625,472.7821960449219,1344.7281494140625,206.58763122558597,290.1371459960937,4.786325454711914,5865.0830078125,2122.730224609375,1415.9140625,877.730712890625,1811.17919921875,431.64447021484375,1439.2708740234375,1776.43017578125,535.3545532226562,179.38319396972656,15.688299179077148,988.12158203125,2142.634033203125,76.8957748413086,2307.087158203125,259.10601806640625,736.54052734375,117.0900650024414,32.67197799682617,314.35797119140625,118.5605239868164,669.6932983398438,2581.049072265625,591.9610595703125,1171.131591796875,3444.228515625,537.0349731445312,3856.654052734375,257.5058288574219,287.1093139648437,258.3495788574219,315.5402526855469,975.7529907226562,610.5612182617188,415.55181884765625,1210.598388671875,1516.9295654296875,1537.1572265625,785.6770629882812,1183.0343017578125,406.4816589355469,2207.79052734375,601.042236328125,179.6800079345703,2016.362548828125,748.7667846679688,1448.2581787109375
2012-01-27,2618.353759765625,1169.76416015625,912.0729370117188,1341.7706298828125,348.1065368652344,3020.373291015625,313.8457336425781,645.385498046875,205.0595245361328,2928.706298828125,494.8232727050781,853.1895141601562,460.6839599609375,1350.708984375,202.3127593994141,290.4354553222656,4.734343528747559,5773.7978515625,2118.29052734375,1405.953125,872.743896484375,1795.2303466796875,422.7491455078125,1418.79541015625,1765.5345458984375,536.9423828125,177.98802185058594,15.272099494934082,981.8603515625,2098.763916015625,76.4489974975586,2268.451171875,254.43109130859372,734.950927734375,115.90132904052734,32.27384185791016,313.8852233886719,117.2425308227539,661.0313110351562,2625.82470703125,590.3111572265625,1164.1668701171875,3423.962158203125,532.5513916015625,3774.42919921875,253.05133056640625,286.5137023925781,257.166015625,308.5211486816406,968.783203125,610.5612182617188,411.5094604492188,1200.6756591796875,1505.5523681640625,1520.26513671875,775.2476196289062,1165.1612548828125,403.6502380371094,2200.34423828125,597.5650634765625,177.87289428710938,1964.5076904296875,744.7891845703125,1447.4019775390625
2012-01-30,2556.739990234375,1156.7999267578125,886.3108520507812,1299.9647216796875,335.0072631835937,3039.275634765625,309.07244873046875,633.5153198242188,196.5019989013672,2937.133056640625,486.2815856933594,848.7044067382812,454.63470458984375,1321.8009033203125,201.3185577392578,289.7396850585937,4.714351177215576,5700.77001953125,2095.354736328125,1412.427978515625,856.286376953125,1769.3135986328125,412.4624938964844,1425.7872314453125,1732.84814453125,523.4467163085938,177.29037475585938,14.971521377563477,951.1239013671876,2071.84375,74.46333312988281,2230.919677734375,250.4525146484375,722.2337036132812,112.92950439453124,30.940082550048828,305.4707946777344,116.2383041381836,664.2794189453125,2611.894287109375,573.8101196289062,1149.2415771484375,3409.77587890625,521.09326171875,3763.03662109375,251.1666259765625,287.20867919921875,248.5430603027344,304.1213073730469,947.8742065429688,610.5612182617188,408.6799011230469,1199.6832275390625,1462.888671875,1516.290771484375,765.397705078125,1141.3302001953125,402.7063293457031,2199.279296875,597.5650634765625,177.40821838378906,1938.5797119140625,733.3539428710938,1408.0052490234375
2012-01-31,2546.065673828125,1149.8189697265625,932.3851318359376,1287.024658203125,341.5570068359375,3038.77734375,306.08892822265625,641.4287719726562,195.58175659179688,2892.0224609375,485.2882995605469,858.1730346679688,466.9314880371094,1337.75,202.3127593994141,291.6282043457031,4.710351467132568,5614.0478515625,2118.29052734375,1396.4908447265625,857.28369140625,1730.4383544921875,408.6856994628906,1408.307861328125,1711.9647216796875,525.6298828125,176.5927734375,14.936834335327148,971.6151123046876,2105.743896484375,74.3640365600586,2264.036376953125,254.3316192626953,714.8154907226562,114.31634521484376,30.47725296020508,308.9689636230469,117.99571228027344,684.3109130859375,2605.92431640625,577.935546875,1167.1517333984375,3420.922607421875,523.0861206054688,3769.47607421875,252.02340698242188,286.3151550292969,245.1614990234375,307.05450439453125,955.8396606445312,613.053466796875,410.7009582519531,1213.5753173828125,1454.3560791015625,1515.29736328125,767.13623046875,1183.0343017578125,402.2030029296875,2176.935791015625,598.0619506835938,176.37559509277344,1949.54931640625,741.3090209960938,1408.0052490234375
2012-02-01,2651.82861328125,1171.7584228515625,924.4583129882812,1323.8538818359375,348.9862060546875,3073.598388671875,311.5585327148437,651.100830078125,206.2097625732422,2970.8427734375,492.9362182617188,870.133544921875,478.9803771972656,1402.544189453125,205.29525756835935,295.4052429199219,4.806319236755371,5705.33447265625,2134.673583984375,1426.3729248046875,871.746337890625,1800.214599609375,429.1099548339844,1422.7904052734375,1715.5968017578125,537.7362670898438,182.8712310791016,15.422399520874023,994.9518432617188,2145.62451171875,74.76116943359375,2383.25439453125,264.9744567871094,719.5844116210938,116.59475708007812,32.04988479614258,314.4524841308594,118.5605239868164,686.4765014648438,2668.610107421875,593.1985473632812,1180.0870361328125,3476.6533203125,530.0604858398438,3875.477294921875,264.0162353515625,291.8747253417969,266.4652099609375,310.7212829589844,955.8396606445312,610.5612182617188,415.55181884765625,1224.4906005859375,1483.7467041015625,1547.093505859375,786.8358764648438,1205.1632080078125,404.5310974121094,2218.430908203125,605.01611328125,176.11734008789062,2016.362548828125,756.2247314453125,1425.13427734375
2012-02-02,2746.43359375,1160.78857421875,953.1926879882812,1359.6873779296875,355.4382019042969,3053.700927734375,309.3708801269531,646.2648315429688,209.70632934570312,2962.4140625,491.8436279296875,866.6452026367188,473.9227600097656,1426.468505859375,204.6987152099609,293.81494140625,4.842306137084961,5659.69189453125,2134.673583984375,1423.882568359375,880.224365234375,1842.079833984375,458.8768615722656,1394.32421875,1717.412109375,541.507080078125,183.66845703125,15.433948516845703,1005.197509765625,2152.603515625,75.20795440673828,2457.21337890625,265.8694763183594,715.8748779296875,117.88255310058594,32.57741928100586,315.3979797363281,119.8157730102539,676.731201171875,2682.540283203125,593.1985473632812,1190.0372314453125,3443.214599609375,526.5731811523438,3943.337158203125,263.15966796875,286.61297607421875,268.49420166015625,309.88311767578125,955.8396606445312,637.9742431640625,415.55181884765625,1212.5830078125,1497.01953125,1491.4500732421875,782.7799072265625,1225.589599609375,401.4479064941406,2121.608642578125,590.6109619140625,176.37559509277344,2012.3736572265625,760.2022094726562,1432.842041015625
2012-02-03,2823.5712890625,1178.7391357421875,1028.4969482421875,1392.5345458984375,368.5373840332031,2994.50732421875,317.32623291015625,655.9368286132812,218.4940185546875,3016.9443359375,499.5906677246094,876.1138916015625,480.4678039550781,1456.373291015625,212.7515106201172,299.0828552246094,4.994251728057861,5828.56884765625,2187.312255859375,1455.2586669921875,901.1702270507812,1844.072998046875,479.5994262695313,1414.3004150390625,1737.8416748046875,555.200927734375,189.0499725341797,15.873275756835938,1039.348876953125,2207.441162109375,78.78221130371094,2505.783203125,271.4395446777344,728.592529296875,120.260009765625,34.229679107666016,322.48883056640625,121.22802734375,694.5970458984375,2757.165771484375,603.9239501953125,1198.992431640625,3533.3984375,527.5696411132812,3950.767822265625,268.9848022460937,292.9667663574219,275.4264221191406,317.9497375488281,1012.5925903320312,637.9742431640625,423.6365051269531,1242.352294921875,1520.7216796875,1524.2398681640625,788.5740356445312,1244.3138427734375,411.07513427734375,2158.84765625,605.01611328125,180.81594848632807,2056.25048828125,774.62060546875,1469.6695556640625
2012-02-06,2801.255126953125,1171.7584228515625,989.3587646484376,1356.7010498046875,365.8001708984375,2981.57421875,316.1329650878906,651.100830078125,212.9269256591797,3042.72119140625,502.0737915039063,870.133544921875,485.4758605957031,1441.420654296875,214.7397918701172,298.5858764648437,5.030239582061768,5792.0546875,2188.368408203125,1468.2078857421875,903.6637573242188,1811.17919921875,457.9327697753906,1417.7969970703125,1731.031982421875,553.216552734375,185.76123046875,15.803910255432127,1046.7490234375,2200.460693359375,77.14400482177734,2489.22509765625,270.4449157714844,728.592529296875,119.36848449707033,35.13543701171875,326.9322509765625,121.76148986816406,689.7247314453125,2754.18017578125,600.2113037109375,1199.987060546875,3456.38818359375,526.0751342773438,3909.15966796875,269.1561584472656,292.9667663574219,272.0447998046875,317.63543701171875,995.666259765625,640.4666137695312,422.01959228515625,1237.390625,1506.0262451171875,1504.366943359375,796.6856079101562,1247.7181396484375,408.7469177246094,2150.334228515625,597.0684814453125,183.6557464599609,2041.2930908203125,771.6373901367188,1461.105224609375
