2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
HBAN,GWW,GT,HAR,HAR,HAR,GWW,GPS,GWW,HAL,HAS,GS,HAL,GS,GRMN,GPC
HCBK,HAL,GWW,HAS,HAS,HAS,HAL,GRMN,HAL,HAS,HBAN,GWW,HAS,GWW,GS,GPN
HD,HAR,HAL,HBAN,HBAN,HBAN,HAR,GS,HAS,HBAN,HBI,HAL,HBAN,HAL,GWW,GRMN
HES,HAS,HAR,HCBK,HCBK,HBI,HAS,GT,HBAN,HBI,HCA,HAS,HCA,HAS,HAL,GS
HIG,HBAN,HAS,HD,HD,HCA,HBAN,GWW,HBI,HCA,HD,HBAN,HD,HBAN,HAS,GWW
HNZ,HCBK,HBAN,HES,HES,HD,HBI,HAL,HCA,HD,HES,HCA,HES,HCA,HBAN,HAL
HOG,HD,HCBK,HIG,HIG,HES,HCA,HAS,HD,HES,HFC,HD,HIG,HD,HCA,HAS
HON,HES,HD,HOG,HOG,HIG,HD,HBAN,HES,HFC,HIG,HES,HII,HES,HD,HBAN
HOT,HIG,HES,HON,HON,HOG,HES,HBI,HFC,HIG,HII,HIG,HLT,HIG,HES,HCA
HP,HNZ,HIG,HOT,HOT,HON,HIG,HCA,HIG,HII,HLT,HII,HOLX,HII,HIG,HD
HPQ,HOG,HNZ,HP,HP,HOT,HOG,HD,HII,HLT,HOLX,HLT,HON,HLT,HII,HIG
HRB,HON,HOG,HPQ,HPQ,HP,HOLX,HES,HLT,HOG,HON,HOLX,HPE,HOLX,HLT,HII
HRL,HOT,HON,HRB,HRB,HPE,HON,HIG,HOG,HOLX,HPE,HON,HPQ,HON,HOLX,HLT
HSP,HP,HOT,HRL,HRL,HPQ,HP,HLT,HOLX,HON,HPQ,HPE,HRL,HPE,HON,HOLX
HST,HPQ,HP,HSP,HSP,HRB,HPE,HOG,HON,HP,HRL,HPQ,HSIC,HPQ,HPE,HON
HSY,HRB,HPQ,HST,HST,HRL,HPQ,HOLX,HP,HPE,HSIC,HRL,HST,HRL,HPQ,HOOD
HUM,HRL,HRB,HSY,HSY,HSIC,HRB,HON,HPE,HPQ,HST,HSIC,HSY,HSIC,HRL,HPE
IBM,HSP,HRL,HUM,HUM,HST,HRL,HP,HPQ,HRB,HSY,HST,HUM,HST,HSIC,HPQ
ICE,HST,HSP,IBM,IBM,HSY,HSIC,HPE,HRB,HRL,HUM,HSY,HWM,HSY,HST,HRL
IFF,HSY,HST,ICE,ICE,HUM,HST,HPQ,HRL,HSIC,HWM,HUM,IBM,HUBB,HSY,HSIC
IGT,HUM,HSY,IFF,IFF,IBM,HSY,HRB,HSIC,HST,IBM,HWM,ICE,HUM,HUBB,HST
INTC,IBM,HUM,IGT,INTC,ICE,HUM,HRL,HST,HSY,ICE,IBM,IDXX,HWM,HUM,HSY
INTU,ICE,IBM,INTC,INTU,IFF,IBM,HSIC,HSY,HUM,IDXX,ICE,IEX,IBM,HWM,HUBB
IP,IFF,ICE,INTU,IP,ILMN,ICE,HST,HUM,IBM,IEX,IDXX,IFF,ICE,IBM,HUM
IPG,IGT,IFF,IP,IPG,INTC,IFF,HSY,IBM,ICE,IFF,IEX,ILMN,IDXX,ICE,HWM
IRM,INTC,IGT,IPG,IRM,INTU,ILMN,HUM,ICE,IDXX,ILMN,IFF,INCY,IEX,IDXX,IBKR
ISRG,INTU,INTC,IRM,ISRG,IP,INTC,IBM,IDXX,IEX,INCY,ILMN,INTC,IFF,IEX,IBM
ITT,IP,INTU,ISRG,ITW,IPG,INTU,ICE,IFF,IFF,INFO,INCY,INTU,ILMN,IFF,ICE
ITW,IPG,IP,ITW,IVZ,IRM,IP,IDXX,ILMN,ILMN,INTC,INFO,INVH,INCY,INCY,IDXX
IVZ,IRM,IPG,IVZ,J,ISRG,IPG,IFF,INCY,INCY,INTU,INTC,IP,INTC,INTC,IEX
J,ISRG,IRM,J,JCI,ITW,IRM,ILMN,INFO,INFO,IP,INTU,IPG,INTU,INTU,IFF
JBL,ITW,ISRG,JBL,JEF,IVZ,ISRG,INCY,INTC,INTC,IPG,IP,IQV,INVH,INVH,INCY
JCI,IVZ,ITW,JCI,JNJ,J,ITW,INFO,INTU,INTU,IPGP,IPG,IR,IP,IP,INTC
JCP,J,IVZ,JEF,JNPR,JBHT,IVZ,INTC,IP,IP,IQV,IPGP,IRM,IPG,IPG,INTU
JDSU,JBL,J,JNJ,JOY,JCI,J,INTU,IPG,IPG,IR,IQV,ISRG,IQV,IQV,INVH
JEF,JCI,JBL,JNPR,JPM,JEF,JBHT,IP,IPGP,IPGP,IRM,IR,IT,IR,IR,IP
JNJ,JCP,JCI,JOY,JWN,JNJ,JCI,IPG,IQV,IQV,ISRG,IRM,ITW,IRM,IRM,IQV
JNPR,JDSU,JCP,JPM,K,JNPR,JEF,IQV,IRM,IRM,IT,ISRG,IVZ,ISRG,ISRG,IR
JNS,JEF,JDSU,JWN,KEY,JPM,JNJ,IRM,ISRG,ISRG,ITW,IT,J,IT,IT,IRM
JOY,JNJ,JEF,K,KIM,JWN,JNPR,ISRG,IT,IT,IVZ,ITW,JBHT,ITW,ITW,ISRG
JPM,JNPR,JNJ,KEY,KLAC,K,JPM,IT,ITW,ITW,J,IVZ,JCI,IVZ,IVZ,IT
JWN,JOY,JNPR,KIM,KMB,KEY,JWN,ITW,IVZ,IVZ,JBHT,J,JKHY,J,J,ITW
K,JPM,JOY,KLAC,KMI,KHC,K,IVZ,J,J,JCI,JBHT,JNJ,JBHT,JBHT,IVZ
KEY,JWN,JPM,KMB,KMX,KIM,KEY,J,JBHT,JBHT,JKHY,JCI,JNPR,JBL,JBL,J
KFT,K,JWN,KMI,KO,KLAC,KHC,JBHT,JCI,JCI,JNJ,JKHY,JPM,JCI,JCI,JBHT
KIM,KEY,K,KMX,KR,KMB,KIM,JCI,JEF,JKHY,JNPR,JNJ,K,JKHY,JKHY,JBL
KLAC,KFT,KEY,KO,KRFT,KMI,KLAC,JEF,JKHY,JNJ,JPM,JNPR,KDP,JNJ,JNJ,JCI
KMB,KIM,KIM,KR,KSS,KMX,KMB,JNJ,JNJ,JNPR,K,JPM,KEY,JNPR,JNPR,JKHY
KMX,KLAC,KLAC,KRFT,KSU,KO,KMI,JNPR,JNPR,JPM,KEY,K,KEYS,JPM,JPM,JNJ
KO,KMB,KMB,KSS,L,KR,KMX,JPM,JPM,JWN,KEYS,KEY,KHC,K,K,JPM
KR,KMX,KMI,KSU,LEG,KSS,KO,JWN,JWN,K,KHC,KEYS,KIM,KDP,KDP,KDP
KSS,KO,KMX,L,LEN,KSU,KR,K,K,KEY,KIM,KHC,KLAC,KEY,KEY,KEY
L,KR,KO,LEG,LH,L,KSS,KEY,KEY,KEYS,KLAC,KIM,KMB,KEYS,KEYS,KEYS
LEG,KSS,KR,LEN,LHX,LEG,KSU,KHC,KEYS,KHC,KMB,KLAC,KMI,KHC,KHC,KHC
LEN,L,KRFT,LH,LIN,LEN,L,KIM,KHC,KIM,KMI,KMB,KMX,KIM,KIM,KIM
LH,LEG,KSS,LHX,LLL,LH,LEG,KLAC,KIM,KLAC,KMX,KMI,KO,KLAC,KKR,KKR
LHX,LEN,L,LIFE,LLTC,LHX,LEN,KMB,KLAC,KMB,KO,KMX,KR,KMB,KLAC,KLAC
LIFE,LH,LEG,LIN,LLY,LIN,LH,KMI,KMB,KMI,KR,KO,L,KMI,KMB,KMB
LIN,LHX,LEN,LLL,LM,LLL,LHX,KMX,KMI,KMX,KSU,KR,LDOS,KMX,KMI,KMI
LLL,LIFE,LH,LLTC,LMT,LLTC,LIN,KO,KMX,KO,L,L,LEN,KO,KMX,KO
LLTC,LIN,LHX,LLY,LNC,LLY,LKQ,KR,KO,KR,LDOS,LDOS,LH,KR,KO,KR
LLY,LLL,LIFE,LM,LO,LM,LLL,KSS,KR,KSS,LEG,LEN,LHX,KVUE,KR,KVUE
LM,LLTC,LIN,LMT,LOW,LMT,LLTC,KSU,KSS,KSU,LEN,LH,LIN,L,KVUE,L
LMT,LLY,LLL,LNC,LRCX,LNC,LLY,L,KSU,L,LH,LHX,LKQ,LDOS,L,LDOS
LNC,LM,LLTC,LO,LUMN,LOW,LMT,LEG,L,LDOS,LHX,LIN,LLY,LEN,LDOS,LEN
LO,LMT,LLY,LOW,LUV,LRCX,LNC,LEN,LEG,LEG,LIN,LKQ,LMT,LH,LEN,LH
LOW,LNC,LM,LRCX,LVLT,LUMN,LNT,LH,LEN,LEN,LKQ,LLY,LNC,LHX,LH,LHX
LSI,LO,LMT,LSI,LYB,LUV,LOW,LHX,LH,LH,LLY,LMT,LNT,LIN,LHX,LII
LUMN,LOW,LNC,LUMN,M,LVLT,LRCX,LIN,LHX,LHX,LMT,LNC,LOW,LKQ,LII,LIN
LUV,LSI,LO,LUV,MA,LYB,LUMN,LKQ,LIN,LIN,LNC,LNT,LRCX,LLY,LIN,LLY
LXK,LUMN,LOW,LYB,MAC,M,LUV,LLL,LKQ,LKQ,LNT,LOW,LUMN,LMT,LKQ,LMT
M,LUV,LRCX,M,MAR,MA,LVLT,LLY,LLL,LLY,LOW,LRCX,LUV,LNT,LLY,LNT
MA,LXK,LSI,MA,MAS,MAC,LYB,LMT,LLY,LMT,LRCX,LUMN,LVS,LOW,LMT,LOW
MAR,M,LUMN,MAC,MAT,MAR,M,LNC,LMT,LNC,LUMN,LUV,LW,LRCX,LNT,LRCX
MAS,MA,LUV,MAR,MCD,MAS,MA,LNT,LNC,LNT,LUV,LVS,LYB,LULU,LOW,LULU
MAT,MAR,LYB,MAS,MCHP,MAT,MAA,LOW,LNT,LOW,LVS,LW,LYV,LUV,LRCX,LUV
MCD,MAS,M,MAT,MCK,MCD,MAC,LRCX,LOW,LRCX,LW,LYB,MA,LVS,LULU,LVS
MCHP,MAT,MA,MCD,MCO,MCHP,MAR,LUMN,LRCX,LUMN,LYB,LYV,MAA,LW,LUV,LW
MCK,MCD,MAR,MCHP,MDLZ,MCK,MAS,LUV,LUMN,LUV,LYV,MA,MAR,LYB,LVS,LYB
MCO,MCHP,MAS,MCK,MDT,MCO,MAT,LYB,LUV,LVS,MA,MAA,MAS,LYV,LW,LYV
MDP,MCK,MAT,MCO,MET,MDLZ,MCD,M,LW,LW,MAA,MAR,MCD,MA,LYB,MA
MDT,MCO,MCD,MDLZ,META,MDT,MCHP,MA,LYB,LYB,MAR,MAS,MCHP,MAA,LYV,MAA
MEE,MDT,MCHP,MDT,MHK,MET,MCK,MAA,M,LYV,MAS,MCD,MCK,MAR,MA,MAR
MET,MET,MCK,MET,MJN,META,MCO,MAC,MA,M,MCD,MCHP,MCO,MAS,MAA,MAS
META,META,MCO,META,MKC,MHK,MDLZ,MAR,MAA,MA,MCHP,MCK,MDLZ,MCD,MAR,MCD
MFE,MHS,MDLZ,MHK,MLM,MJN,MDT,MAS,MAC,MAA,MCK,MCO,MDT,MCHP,MAS,MCHP
MHS,MJN,MDT,MJN,MMM,MKC,MET,MAT,MAR,MAR,MCO,MDLZ,MET,MCK,MCD,MCK
MI,MKC,MET,MKC,MNK,MLM,META,MCD,MAS,MAS,MDLZ,MDT,META,MCO,MCHP,MCO
MJN,MMI,META,MMM,MNST,MMM,MHK,MCHP,MAT,MCD,MDT,MET,MGM,MDLZ,MCK,MDLZ
MKC,MMM,MJN,MNST,MO,MNK,MJN,MCK,MCD,MCHP,MET,META,MHK,MDT,MCO,MDT
MMM,MO,MKC,MO,MON,MNST,MKC,MCO,MCHP,MCK,META,MGM,MKC,MET,MDLZ,MET
MO,MOLX,MMM,MON,MOS,MO,MLM,MDLZ,MCK,MCO,MGM,MHK,MKTX,META,MDT,META
MOLX,MON,MNST,MOS,MPC,MON,MMM,MDT,MCO,MDLZ,MHK,MKC,MLM,MGM,MET,MGM
MON,MOS,MO,MPC,MRK,MOS,MNK,MET,MDLZ,MDT,MKC,MKTX,MMM,MHK,META,MKC
MRK,MPC,MOLX,MRK,MRO,MPC,MNST,META,MDT,MET,MKTX,MLM,MNST,MKC,MGM,MLM
MRO,MRK,MON,MRO,MRSH,MRK,MO,MGM,MET,META,MLM,MMM,MO,MKTX,MHK,MMM
MRSH,MRO,MOS,MRSH,MS,MRO,MON,MHK,META,MGM,MMM,MNST,MOH,MLM,MKC,MNST
MS,MRSH,MPC,MS,MSFT,MRSH,MOS,MKC,MGM,MHK,MNST,MO,MOS,MMM,MKTX,MO
MSFT,MS,MRK,MSFT,MSI,MS,MPC,MLM,MHK,MKC,MO,MOS,MPC,MNST,MLM,MOH
MSI,MSFT,MRO,MSI,MTB,MSFT,MRK,MMM,MKC,MKTX,MOS,MPC,MPWR,MO,MMM,MOS
MTB,MSI,MRSH,MTB,MU,MSI,MRO,MNST,MLM,MLM,MPC,MPWR,MRK,MOH,MNST,MPC
MU,MTB,MS,MU,MUR,MTB,MRSH,MO,MMM,MMM,MRK,MRK,MRNA,MOS,MO,MPWR
MUR,MU,MSFT,MUR,NAVI,MU,MS,MON,MNST,MNST,MRO,MRNA,MRO,MPC,MOH,MRK
MWW,MUR,MSI,NBL,NBL,MUR,MSFT,MOS,MO,MO,MRSH,MRO,MRSH,MPWR,MOS,MRNA
NBL,NBL,MTB,NBR,NBR,NAVI,MSI,MPC,MOS,MOS,MS,MRSH,MS,MRK,MPC,MRSH
NBR,NBR,MU,NDAQ,NDAQ,NBL,MTB,MRK,MPC,MPC,MSCI,MS,MSCI,MRNA,MPWR,MS
NDAQ,NDAQ,MUR,NE,NE,NDAQ,MTD,MRO,MRK,MRK,MSFT,MSCI,MSFT,MRO,MRK,MSCI
NE,NE,NBL,NEE,NEE,NEE,MU,MRSH,MRO,MRO,MSI,MSFT,MSI,MRSH,MRNA,MSFT
NEE,NEE,NBR,NEM,NEM,NEM,MUR,MS,MRSH,MRSH,MTB,MSI,MTB,MS,MRSH,MSI
NEM,NEM,NDAQ,NFLX,NFLX,NFLX,NAVI,MSFT,MS,MS,MTD,MTB,MTCH,MSCI,MS,MTB
NFLX,NFLX,NE,NFX,NFX,NFX,NBL,MSI,MSCI,MSCI,MU,MTCH,MTD,MSFT,MSCI,MTCH
NFX,NFX,NEE,NI,NI,NI,NDAQ,MTB,MSFT,MSFT,MXIM,MTD,MU,MSI,MSFT,MTD
NI,NI,NEM,NKE,NKE,NKE,NEE,MTD,MSI,MSI,NCLH,MU,NCLH,MTB,MSI,MU
NKE,NKE,NFLX,NLSN,NLSN,NLSN,NEM,MU,MTB,MTB,NDAQ,NCLH,NDAQ,MTCH,MTB,NCLH
NOC,NOC,NFX,NOC,NOC,NOC,NFLX,NAVI,MTD,MTD,NEE,NDAQ,NDSN,MTD,MTCH,NDAQ
NOV,NOV,NI,NOV,NOV,NOV,NFX,NBL,MU,MU,NEM,NEE,NEE,MU,MTD,NDSN
NOVL,NRG,NKE,NRG,NRG,NRG,NI,NCLH,MXIM,MXIM,NFLX,NEM,NEM,NCLH,MU,NEE
NRG,NSC,NOC,NSC,NSC,NSC,NKE,NDAQ,NBL,NBL,NI,NFLX,NFLX,NDAQ,NCLH,NEM
NSC,NTAP,NOV,NTAP,NTAP,NTAP,NLSN,NEE,NCLH,NCLH,NKE,NI,NI,NDSN,NDAQ,NFLX
NSM,NTRS,NRG,NTRS,NTRS,NTRS,NOC,NEM,NDAQ,NDAQ,NLSN,NKE,NKE,NEE,NDSN,NI
NTAP,NUE,NSC,NUE,NUE,NUE,NOV,NFLX,NEE,NEE,NOC,NLSN,NOC,NEM,NEE,NKE
NTRS,NVDA,NTAP,NVDA,NVDA,NVDA,NRG,NFX,NEM,NEM,NOV,NOC,NOW,NFLX,NEM,NOC
NUE,NVLS,NTRS,NWL,NWL,NWL,NSC,NI,NFLX,NFLX,NOW,NOW,NRG,NI,NFLX,NOW
NVDA,NWL,NUE,NWSA,NWSA,NWS,NTAP,NKE,NFX,NI,NRG,NRG,NSC,NKE,NI,NRG
NVLS,NYX,NVDA,OI,OI,NWSA,NTRS,NLSN,NI,NKE,NSC,NSC,NTAP,NOC,NKE,NSC
NWL,OI,NWL,OKE,OKE,O,NUE,NOC,NKE,NLSN,NTAP,NTAP,NTRS,NOW,NOC,NTAP
NYX,OKE,NYX,OMC,OMC,OI,NVDA,NOV,NKTR,NOC,NTRS,NTRS,NUE,NRG,NOW,NTRS
OI,OMC,OI,ORCL,ORCL,OKE,NWL,NRG,NLSN,NOV,NUE,NUE,NVDA,NSC,NRG,NUE
OKE,ORCL,OKE,ORLY,ORLY,OMC,NWS,NSC,NOC,NOW,NVDA,NVDA,NVR,NTAP,NSC,NVDA
OMC,ORLY,OMC,OXY,OXY,ORCL,NWSA,NTAP,NOV,NRG,NVR,NVR,NWL,NTRS,NTAP,NVR
ORCL,OXY,ORCL,PAYX,PAYX,ORLY,O,NTRS,NRG,NSC,NWL,NWL,NWS,NUE,NTRS,NWS
ORLY,PAYX,ORLY,PBCT,PBCT,OXY,OKE,NUE,NSC,NTAP,NWS,NWS,NWSA,NVDA,NUE,NWSA
OXY,PBCT,OXY,PBI,PBI,PAYX,OMC,NVDA,NTAP,NTRS,NWSA,NWSA,NXPI,NVR,NVDA,NXPI
PAYX,PBI,PAYX,PCAR,PCAR,PBCT,ORCL,NWL,NTRS,NUE,O,NXPI,O,NWS,NVR,O
PBCT,PCAR,PBCT,PCG,PCG,PBI,ORLY,NWS,NUE,NVDA,ODFL,O,ODFL,NWSA,NWS,ODFL
PBI,PCG,PBI,PCL,PCL,PCAR,OXY,NWSA,NVDA,NVR,OKE,ODFL,OGN,NXPI,NWSA,OKE
PCAR,PCL,PCAR,PCP,PCP,PCG,PAYX,O,NWL,NWL,OMC,OGN,OKE,O,NXPI,OMC
PCG,PCP,PCG,PDCO,PDCO,PCL,PBCT,OKE,NWS,NWS,ORCL,OKE,OMC,ODFL,O,ON
PCL,PCS,PCL,PEG,PEG,PCP,PBI,OMC,NWSA,NWSA,ORLY,OMC,ON,OKE,ODFL,ORCL
PCP,PDCO,PCP,PEP,PEP,PDCO,PCAR,ORCL,O,O,OTIS,ORCL,ORCL,OMC,OKE,ORLY
PCS,PEG,PCS,PETM,PETM,PEG,PCG,ORLY,OKE,ODFL,OXY,ORLY,ORLY,ON,OMC,OTIS
PDCO,PEP,PDCO,PFE,PFE,PEP,PDCO,OXY,OMC,OKE,PAYC,OTIS,OTIS,ORCL,ON,OXY
PEG,PFE,PEG,PFG,PFG,PFE,PEG,PAYX,ORCL,OMC,PAYX,OXY,OXY,ORLY,ORCL,PANW
PEP,PFG,PEP,PG,PG,PFG,PEP,PBCT,ORLY,ORCL,PBCT,PAYC,PAYC,OTIS,ORLY,PAYC
PFE,PG,PETM,PGR,PGR,PG,PFE,PCAR,OXY,ORLY,PCAR,PAYX,PAYX,OXY,OTIS,PAYX
PFG,PGN,PFE,PH,PH,PGR,PFG,PCG,PAYX,OXY,PEG,PBCT,PCAR,PANW,OXY,PCAR
PG,PGR,PFG,PHM,PHM,PH,PG,PDCO,PBCT,PAYX,PEP,PCAR,PCG,PAYC,PANW,PCG
PGN,PH,PG,PLD,PLD,PHM,PGR,PEG,PCAR,PBCT,PFE,PEG,PEG,PAYX,PAYC,PEG
PGR,PHM,PGR,PLL,PLL,PLD,PH,PEP,PCG,PCAR,PFG,PENN,PEP,PCAR,PAYX,PEP
PH,PLD,PH,PM,PM,PM,PHM,PFE,PEG,PEG,PG,PEP,PFE,PCG,PCAR,PFE
PHM,PLL,PHM,PNC,PNC,PNC,PLD,PFG,PEP,PEP,PGR,PFE,PFG,PEG,PCG,PFG
PLD,PM,PLD,PNR,PNR,PNR,PM,PG,PFE,PFE,PH,PFG,PG,PEP,PEG,PG
PLL,PNC,PLL,PNW,PNW,PNW,PNC,PGR,PFG,PFG,PHM,PG,PGR,PFE,PEP,PGR
PM,PNW,PM,POM,POM,POM,PNR,PH,PG,PG,PKG,PGR,PH,PFG,PFE,PH
PNC,POM,PNC,PPG,PPG,PPG,PNW,PHM,PGR,PGR,PLD,PH,PHM,PG,PFG,PHM
PNW,PPG,PNR,PPL,PPL,PPL,PPG,PKG,PH,PH,PM,PHM,PKG,PGR,PG,PKG
POM,PPL,PNW,PRGO,PRGO,PRGO,PPL,PLD,PHM,PHM,PNC,PKG,PLD,PH,PGR,PLD
PPG,PRGO,POM,PRU,PRU,PRU,PRGO,PM,PKG,PKG,PNR,PLD,PM,PHM,PH,PLTR
PPL,PRU,PPG,PSA,PSA,PSA,PRU,PNC,PLD,PLD,PNW,PM,PNC,PKG,PHM,PM
PRU,PSA,PPL,PSKY,PSKY,PSKY,PSA,PNR,PM,PM,POOL,PNC,PNR,PLD,PKG,PNC
PSA,PSKY,PRGO,PSX,PSX,PSX,PSKY,PNW,PNC,PNC,PPG,PNR,PNW,PM,PLD,PNR
PSKY,PWR,PRU,PVH,PVH,PVH,PSX,PPG,PNR,PNR,PPL,PNW,POOL,PNC,PLTR,PNW
PWR,PXD,PSA,PWR,PWR,PWR,PVH,PPL,PNW,PNW,PRGO,POOL,PPG,PNR,PM,PODD
PXD,QCOM,PSKY,PXD,PXD,PXD,PWR,PRGO,PPG,PPG,PRU,PPG,PPL,PNW,PNC,POOL
Q,QEP,PSX,QCOM,QCOM,PYPL,PXD,PRU,PPL,PPL,PSA,PPL,PRU,PODD,PNR,PPG
QCOM,R,PWR,QEP,QEP,QCOM,PYPL,PSA,PRGO,PRGO,PSKY,PRU,PSA,POOL,PNW,PPL
QEP,RAI,PXD,R,R,QRVO,QCOM,PSKY,PRU,PRU,PSX,PSA,PSKY,PPG,PODD,PRU
R,RDC,QCOM,RAI,RAI,R,QRVO,PSX,PSA,PSA,PVH,PSKY,PSX,PPL,POOL,PSA
RAI,RF,QEP,RDC,RCL,RAI,R,PVH,PSKY,PSKY,PWR,PSX,PTC,PRU,PPG,PSKY
RDC,RHI,R,REGN,REGN,RCL,RAI,PWR,PSX,PSX,PXD,PTC,PWR,PSA,PPL,PSX
RF,RHT,RAI,RF,RF,REGN,RCL,PXD,PVH,PVH,PYPL,PVH,PXD,PSKY,PRU,PTC
RHI,RL,RDC,RHI,RHI,RF,REGN,PYPL,PWR,PWR,QCOM,PWR,PYPL,PSX,PSA,PWR
RHT,ROK,RF,RHT,RHT,RHI,RF,QCOM,PXD,PXD,QRVO,PXD,QCOM,PTC,PSKY,PYPL
RL,ROP,RHI,RIG,RIG,RHT,RHI,QRVO,PYPL,PYPL,RCL,PYPL,QRVO,PWR,PSX,Q
ROK,ROST,RHT,RL,RL,RIG,RHT,RCL,QCOM,QCOM,RE,QCOM,RCL,PXD,PTC,QCOM
ROP,RRC,RL,ROK,ROK,RL,RIG,RE,QRVO,QRVO,REG,QRVO,RE,PYPL,PWR,RCL
ROST,RRD,ROK,ROP,ROP,ROK,RL,REG,RCL,RCL,REGN,RCL,REG,QCOM,PYPL,REG
RRC,RSG,ROP,ROST,ROST,ROP,ROK,REGN,RE,RE,RF,RE,REGN,QRVO,QCOM,REGN
RRD,RTN,ROST,RRC,RRC,ROST,ROP,RF,REG,REG,RHI,REG,RF,RCL,RCL,RF
RSG,RTX,RRC,RSG,RSG,RRC,ROST,RHI,REGN,REGN,RJF,REGN,RHI,REG,REG,RJF
RSH,RVTY,RSG,RTN,RTN,RSG,RRC,RHT,RF,RF,RL,RF,RJF,REGN,REGN,RL
RTN,S,RTN,RTX,RTX,RTN,RSG,RJF,RHI,RHI,RMD,RHI,RL,RF,RF,RMD
RTX,SAI,RTX,RVTY,RVTY,RTX,RTN,RL,RHT,RJF,ROK,RJF,RMD,RHI,RJF,ROK
RVTY,SBUX,RVTY,SBUX,SBUX,RVTY,RTX,RMD,RJF,RL,ROL,RL,ROK,RJF,RL,ROL
S,SCG,S,SCG,SCG,SBUX,RVTY,ROK,RL,RMD,ROP,RMD,ROL,RL,RMD,ROP
SAI,SCHW,SAI,SCHW,SCHW,SCG,SBUX,ROP,RMD,ROK,ROST,ROK,ROP,RMD,ROK,ROST
SBUX,SE,SBUX,SE,SE,SCHW,SCG,ROST,ROK,ROL,RSG,ROL,ROST,ROK,ROL,RSG
SCG,SEE,SCG,SEE,SEE,SE,SCHW,RRC,ROL,ROP,RTX,ROP,RSG,ROL,ROP,RTX
SCHW,SHLD,SCHW,SHW,SHW,SEE,SE,RSG,ROP,ROST,RVTY,ROST,RTX,ROP,ROST,RVTY
SE,SHW,SE,SIAL,SIAL,SHW,SEE,RTN,ROST,RSG,SBAC,RSG,RVTY,ROST,RSG,SBAC
SEE,SIAL,SEE,SJM,SJM,SIG,SHW,RTX,RSG,RTN,SBUX,RTX,SBAC,RSG,RTX,SBUX
SHLD,SJM,SHW,SLB,SLB,SJM,SIG,RVTY,RTN,RTX,SCHW,RVTY,SBNY,RTX,RVTY,SCHW
SHW,SLB,SIAL,SLM,SNA,SLB,SJM,SBAC,RTX,RVTY,SEE,SBAC,SBUX,RVTY,SBAC,SHW
SIAL,SLE,SJM,SNA,SNDK,SLG,SLB,SBUX,RVTY,SBAC,SHW,SBNY,SCHW,SBAC,SBUX,SJM
SJM,SLM,SLB,SNDK,SNI,SNA,SLG,SCG,SBAC,SBUX,SIVB,SBUX,SEDG,SBUX,SCHW,SLB
SLB,SNA,SLM,SNI,SO,SNDK,SNA,SCHW,SBUX,SCHW,SJM,SCHW,SEE,SCHW,SHW,SMCI
SLE,SNDK,SNA,SO,SPG,SNI,SNI,SEE,SCG,SEE,SLB,SEDG,SHW,SHW,SJM,SNA
SLM,SNI,SNDK,SPG,SPGI,SO,SO,SHW,SCHW,SHW,SLG,SEE,SIVB,SJM,SLB,SNDK
SNA,SO,SNI,SPGI,SPLS,SPG,SPG,SIG,SEE,SIVB,SNA,SHW,SJM,SLB,SMCI,SNPS
SNDK,SPG,SO,SPLS,SRCL,SPGI,SPGI,SJM,SHW,SJM,SNPS,SIVB,SLB,SNA,SNA,SO
SNI,SPGI,SPG,SRCL,SRE,SPLS,SPLS,SLB,SIVB,SLB,SO,SJM,SNA,SNPS,SNPS,SOLV
SO,SPLS,SPGI,SRE,STI,SRCL,SRCL,SLG,SJM,SLG,SPG,SLB,SNPS,SO,SO,SPG
SPG,SRCL,SPLS,STI,STJ,SRE,SRE,SNA,SLB,SNA,SPGI,SNA,SO,SPG,SOLV,SPGI
SPGI,SRE,SRCL,STJ,STT,STI,STI,SNI,SLG,SNPS,SRE,SNPS,SPG,SPGI,SPG,SRE
SPLS,STI,SRE,STT,STX,STJ,STJ,SNPS,SNA,SO,STE,SO,SPGI,SRE,SPGI,STE
SRCL,STJ,STI,STX,STZ,STT,STT,SO,SNPS,SPG,STT,SPG,SRE,STE,SRE,STLD
SRE,STT,STJ,STZ,SW,STX,STX,SPG,SO,SPGI,STX,SPGI,STE,STLD,STE,STT
STI,STZ,STT,SW,SWK,STZ,STZ,SPGI,SPG,SRE,STZ,SRE,STLD,STT,STLD,STX
STJ,SUN,STX,SWK,SWN,SW,SW,SRCL,SPGI,STE,SW,STE,STT,STX,STT,STZ
STT,SVU,STZ,SWN,SWY,SWK,SWK,SRE,SRE,STT,SWK,STT,STX,STZ,STX,SW
STZ,SW,SW,SWY,SYK,SWKS,SWKS,STI,STI,STX,SWKS,STX,STZ,SW,STZ,SWK
SUN,SWK,SWK,SYK,SYY,SWN,SWN,STT,STT,STZ,SYF,STZ,SW,SWK,SW,SWKS
SVU,SWN,SWN,SYY,T,SYF,SYF,STX,STX,SW,SYK,SW,SWK,SWKS,SWK,SYF
SW,SWY,SWY,T,TAP,SYK,SYK,STZ,STZ,SWK,SYY,SWK,SWKS,SYF,SWKS,SYK
SWK,SYK,SYK,TAP,TDC,SYY,SYY,SW,SW,SWKS,T,SWKS,SYF,SYK,SYF,SYY
SWN,SYY,SYY,TDC,TE,T,T,SWK,SWK,SYF,TAP,SYF,SYK,SYY,SYK,T
